DOG_end_local	DOG_end_meta	DOG_from_downstream_gene	DOG_from_upstream_gene	DOG_into_downstream_gene	DOG_length	DOG_start_local	DOG_start_meta	POG_into_upstream_gene	TYPE	chr	dot	dot2	end	gene_biotype_name	gene_id	gene_id_name	inside_gene_opposite_strand:antisense	inside_gene_opposite_strand:lincRNA	inside_gene_opposite_strand:miRNA	inside_gene_opposite_strand:ncRNA	inside_gene_opposite_strand:piRNA	inside_gene_opposite_strand:protein_coding	inside_gene_opposite_strand:pseudogene	inside_gene_opposite_strand:rRNA	inside_gene_opposite_strand:snRNA	inside_gene_opposite_strand:snoRNA	inside_gene_opposite_strand:tRNA	inside_gene_same_strand:antisense	inside_gene_same_strand:lincRNA	inside_gene_same_strand:miRNA	inside_gene_same_strand:ncRNA	inside_gene_same_strand:piRNA	inside_gene_same_strand:protein_coding	inside_gene_same_strand:pseudogene	inside_gene_same_strand:snRNA	inside_gene_same_strand:snoRNA	inside_gene_same_strand:tRNA	left_int_length	length	right_int_length	source	start	strand	type	AnyGeneOverlap	sample_name	ADOG_overlap_DOG
10319669	10319669	0	False	False	1900	10317769	10317769	0	ADOG	I	.	.	10321493	protein_coding	gene_id "WBGene00013715"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00013715	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	8078.0	1824	0.0	WormBase	10319669	-	gene	False	N2HS_J2B_spl	False
10418234	10418234	0	False	False	1800	10416434	10416434	0	ADOG	I	.	.	10421858	protein_coding	gene_id "WBGene00009113"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00009113	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	10649.0	3624	0.0	WormBase	10418234	-	gene	False	N2HS_J2B_spl	False
4056835	4056835	0	False	False	1800	4055035	4055035	0	ADOG	X	.	.	4071493	protein_coding	gene_id "WBGene00020294"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00020294	0	0	0	['WBGene00200491', 'WBGene00199709', 'WBGene00197953']	0	0	0	0.0	0	0	0	0	0	0	['WBGene00195632', 'WBGene00201007', 'WBGene00201113', 'WBGene00199366', 'WBGene00202172', 'WBGene00200368']	0	0	0	0	0	0	40650.0	14658	0.0	WormBase	4056835	-	gene	False	N2HS_J2B_spl	False
508245	508245	0	False	False	1800	506445	506445	0	ADOG	II	.	.	509326	protein_coding	gene_id "WBGene00005512"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00005512	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	2231.0	1081	0.0	WormBase	508245	-	gene	False	N2HS_J2B_sp	False
4694974	4694974	0	False	False	1700	4693274	4693274	0	ADOG	V	.	.	4700289	protein_coding	gene_id "WBGene00022584"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00022584	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	2541.0	5315	0.0	WormBase	4694974	-	gene	False	N2HS_J2B_spl	False
5823024	5823024	0	False	False	1700	5821324	5821324	0	ADOG	III	.	.	5823171	ncRNA	gene_id "WBGene00200133"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00200133	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	19982.0	147	0.0	WormBase	5823024	-	gene	False	N2HS_J2B_s	False
10377999	10377999	0	False	False	1700	10376299	10376299	0	ADOG	II	.	.	10378135	ncRNA	gene_id "WBGene00201527"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00201527	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	8402.0	136	0.0	WormBase	10377999	-	gene	False	N2HS_J2B_sp	False
3223306	3223306	0	False	False	1600	3221706	3221706	0	ADOG	X	.	.	3223569	ncRNA	gene_id "WBGene00199181"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00199181	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	2939.0	263	0.0	WormBase	3223306	-	gene	False	N2HS_J2B_spl	False
5822841	5822841	0	False	False	1600	5821241	5821241	0	ADOG	I	.	.	5826148	protein_coding	gene_id "WBGene00016333"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00016333	0	0	0	0	0	0	0	0.0	0	['WBGene00219845']	0	0	0	0	0	0	0	0	0	0	0	1707.0	3307	0.0	WormBase	5822841	-	gene	False	N2HS_J2B_spl	False
2301865	2301865	0	False	False	1600	2300265	2300265	0	ADOG	X	.	.	2302002	ncRNA	gene_id "WBGene00199255"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00199255	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	7419.0	137	0.0	WormBase	2301865	-	gene	False	N2HS_J2B_spl	False
6114482	6114482	0	False	False	1600	6112882	6112882	0	ADOG	III	.	.	6116331	protein_coding	gene_id "WBGene00020549"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00020549	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	11620.0	1849	0.0	WormBase	6114482	-	gene	False	N2HS_J2B_s	False
5456915	5456915	0	False	False	1500	5455415	5455415	0	ADOG	X	.	.	5457061	ncRNA	gene_id "WBGene00200002"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00200002	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	2070.0	146	0.0	WormBase	5456915	-	gene	False	N2HS_J2B_spl	False
2238967	2238967	0	False	False	1500	2237467	2237467	0	ADOG	III	.	.	2240172	protein_coding	gene_id "WBGene00016528"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00016528	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	6507.0	1205	0.0	WormBase	2238967	-	gene	False	N2HS_J2B_s	False
4056586	4056586	0	False	False	1500	4055086	4055086	0	ADOG	IV	.	.	4058243	pseudogene	gene_id "WBGene00020981"; gene_source "WormBase"; gene_biotype "pseudogene";	WBGene00020981	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	4947.0	1657	0.0	WormBase	4056586	-	gene	False	N2HS_J2B_sp	False
8886390	8886390	0	False	False	1500	8884890	8884890	0	ADOG	X	.	.	8886452	ncRNA	gene_id "WBGene00197960"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00197960	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	11542.0	62	0.0	WormBase	8886390	-	gene	False	N2HS_J2B_spl	False
12100196	12100196	0	False	False	1500	12098696	12098696	0	ADOG	X	.	.	12103812	protein_coding	gene_id "WBGene00012225"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00012225	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	7113.0	3616	0.0	WormBase	12100196	-	gene	False	N2HS_J2B_spl	False
12569233	12569233	0	False	False	1400	12567833	12567833	0	ADOG	X	.	.	12569253	piRNA	gene_id "WBGene00172379"; gene_source "WormBase"; gene_biotype "piRNA";	WBGene00172379	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	5363.0	20	0.0	WormBase	12569233	-	gene	False	N2HS_J2B_spl	False
10474214	10474214	0	False	False	1400	10472814	10472814	0	ADOG	X	.	.	10474902	lincRNA	gene_id "WBGene00194800"; gene_source "WormBase"; gene_biotype "lincRNA";	WBGene00194800	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	10634.0	688	0.0	WormBase	10474214	-	gene	False	N2HS_J2B_spl	False
3865022	3865022	0	False	False	1400	3863622	3863622	0	ADOG	X	.	.	3865162	ncRNA	gene_id "WBGene00202244"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00202244	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1609.0	140	0.0	WormBase	3865022	-	gene	False	N2HS_J2B_spl	False
5543100	5543100	0	True	False	1400	5541700	5541700	0	ADOG	X	.	.	5543238	ncRNA	gene_id "WBGene00195397"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00195397	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	2894.0	138	0.0	WormBase	5543100	-	gene	False	N2HS_J2B_spl	False
835033	835033	0	False	False	1300	833733	833733	0	ADOG	IV	.	.	842126	protein_coding	gene_id "WBGene00021943"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00021943	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	3137.0	7093	0.0	WormBase	835033	-	gene	False	N2HS_J2B_sp	False
10847619	10847619	0	False	False	1300	10846319	10846319	0	ADOG	III	.	.	10848670	protein_coding	gene_id "WBGene00011267"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00011267	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	2599.0	1051	0.0	WormBase	10847619	-	gene	False	N2HS_J2B_s	False
11971179	11971179	0	False	False	1300	11969879	11969879	0	ADOG	I	.	.	11971797	protein_coding	gene_id "WBGene00044805"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00044805	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1332.0	618	0.0	WormBase	11971179	-	gene	False	N2HS_J2B_spl	False
9826513	9826513	0	False	False	1300	9825213	9825213	0	ADOG	II	.	.	9827926	protein_coding	gene_id "WBGene00013147"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00013147	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	18981.0	1413	0.0	WormBase	9826513	-	gene	False	N2HS_J2B_sp	False
7951625	7951625	0	False	False	1200	7950425	7950425	0	ADOG	V	.	.	7952955	protein_coding	gene_id "WBGene00017822"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00017822	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	3010.0	1330	0.0	WormBase	7951625	-	gene	False	N2HS_J2B_spl	False
7951626	7951626	0	False	False	1200	7950426	7950426	0	ADOG	X	.	.	7951818	ncRNA	gene_id "WBGene00200658"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00200658	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	3656.0	192	0.0	WormBase	7951626	-	gene	False	N2HS_J2B_spl	False
7235559	7235559	0	False	False	1200	7234359	7234359	0	ADOG	IV	.	.	7235759	ncRNA	gene_id "WBGene00198124"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00198124	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	5336.0	200	0.0	WormBase	7235559	-	gene	False	N2HS_J2B_sp	False
5514798	5514798	0	False	False	1200	5513598	5513598	0	ADOG	X	.	.	5515080	protein_coding	gene_id "WBGene00020737"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00020737	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	2471.0	282	0.0	WormBase	5514798	-	gene	False	N2HS_J2B_spl	False
14483493	14483493	0	False	False	1200	14482293	14482293	0	ADOG	II	.	.	14483513	piRNA	gene_id "WBGene00171718"; gene_source "WormBase"; gene_biotype "piRNA";	WBGene00171718	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	3866.0	20	0.0	WormBase	14483493	-	gene	False	N2HS_J2B_sp	False
10486473	10486473	0	False	False	1200	10485273	10485273	0	ADOG	V	.	.	10490048	protein_coding	gene_id "WBGene00003570"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00003570	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1733.0	3575	0.0	WormBase	10486473	-	gene	False	N2HS_J2B_spl	False
3984367	3984367	0	False	False	1200	3983167	3983167	0	ADOG	III	.	.	3984670	protein_coding	gene_id "WBGene00012380"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00012380	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	7976.0	303	0.0	WormBase	3984367	-	gene	False	N2HS_J2B_s	False
14755154	14755154	0	False	False	1100	14754054	14754054	0	ADOG	I	.	.	14756432	protein_coding	gene_id "WBGene00009559"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00009559	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	2016.0	1278	0.0	WormBase	14755154	-	gene	False	N2HS_J2B_spl	False
13302759	13302759	0	False	False	1100	13301659	13301659	0	ADOG	I	.	.	13304311	protein_coding	gene_id "WBGene00011431"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00011431	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	2043.0	1552	0.0	WormBase	13302759	-	gene	False	N2HS_J2B_spl	False
5396269	5396269	0	False	False	1100	5395169	5395169	0	ADOG	I	.	.	5396503	protein_coding	gene_id "WBGene00016043"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00016043	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	7349.0	234	0.0	WormBase	5396269	-	gene	False	N2HS_J2B_spl	False
9270574	9270574	0	False	False	1100	9269474	9269474	0	ADOG	V	.	.	9270674	ncRNA	gene_id "WBGene00197899"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00197899	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	4075.0	100	0.0	WormBase	9270574	-	gene	False	N2HS_J2B_spl	False
2605283	2605283	0	False	False	1100	2604183	2604183	0	ADOG	I	.	.	2605605	ncRNA	gene_id "WBGene00201331"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00201331	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	9989.0	322	0.0	WormBase	2605283	-	gene	False	N2HS_J2B_spl	False
6831863	6831863	0	False	False	1100	6830763	6830763	0	ADOG	II	.	.	6832141	ncRNA	gene_id "WBGene00200818"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00200818	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1703.0	278	0.0	WormBase	6831863	-	gene	False	N2HS_J2B_sp	False
7914420	7914420	0	False	False	1000	7913420	7913420	0	ADOG	V	.	.	7915728	pseudogene	gene_id "WBGene00005902"; gene_source "WormBase"; gene_biotype "pseudogene";	WBGene00005902	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	10370.0	1308	0.0	WormBase	7914420	-	gene	False	N2HS_J2B_spl	False
8138868	8138868	0	False	False	1000	8137868	8137868	0	ADOG	I	.	.	8138888	piRNA	gene_id "WBGene00167759"; gene_source "WormBase"; gene_biotype "piRNA";	WBGene00167759	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1592.0	20	0.0	WormBase	8138868	-	gene	False	N2HS_J2B_spl	False
10605030	10605030	0	False	False	1000	10604030	10604030	0	ADOG	II	.	.	10605612	protein_coding	gene_id "WBGene00006397"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00006397	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	2754.0	582	0.0	WormBase	10605030	-	gene	False	N2HS_J2B_sp	False
508112	508112	0	False	False	1000	507112	507112	0	ADOG	V	.	.	509803	pseudogene	gene_id "WBGene00005851"; gene_source "WormBase"; gene_biotype "pseudogene";	WBGene00005851	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	4889.0	1691	0.0	WormBase	508112	-	gene	False	N2HS_J2B_spl	False
2390203	2390203	0	False	False	1000	2389203	2389203	0	ADOG	III	.	.	2392116	protein_coding	gene_id "WBGene00019201"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00019201	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	3624.0	1913	0.0	WormBase	2390203	-	gene	False	N2HS_J2B_s	False
8486822	8486822	0	False	False	1000	8485822	8485822	0	ADOG	X	.	.	8487109	ncRNA	gene_id "WBGene00199011"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00199011	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1451.0	287	0.0	WormBase	8486822	-	gene	False	N2HS_J2B_spl	False
15189335	15189335	0	False	False	1000	15188335	15188335	0	ADOG	X	.	.	15189664	ncRNA	gene_id "WBGene00198631"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00198631	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	7834.0	329	0.0	WormBase	15189335	-	gene	False	N2HS_J2B_spl	False
4056165	4056165	0	False	False	1000	4055165	4055165	0	ADOG	V	.	.	4062184	pseudogene	gene_id "WBGene00017035"; gene_source "WormBase"; gene_biotype "pseudogene";	WBGene00017035	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1056.0	6019	0.0	WormBase	4056165	-	gene	False	N2HS_J2B_spl	False
12601126	12601126	0	False	False	1000	12600126	12600126	0	ADOG	IV	.	.	12605425	protein_coding	gene_id "WBGene00013224"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00013224	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1957.0	4299	0.0	WormBase	12601126	-	gene	False	N2HS_J2B_sp	False
12875748	12875748	0	False	False	1000	12874748	12874748	0	ADOG	X	.	.	12875950	ncRNA	gene_id "WBGene00197406"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00197406	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	11852.0	202	0.0	WormBase	12875748	-	gene	False	N2HS_J2B_spl	False
10891333	10891333	0	False	False	900	10890433	10890433	0	ADOG	IV	.	.	10892093	protein_coding	gene_id "WBGene00045207"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00045207	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1455.0	760	0.0	WormBase	10891333	-	gene	False	N2HS_J2B_sp	False
12749093	12749093	0	False	False	900	12748193	12748193	0	ADOG	II	.	.	12749381	pseudogene	gene_id "WBGene00077635"; gene_source "WormBase"; gene_biotype "pseudogene";	WBGene00077635	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	2259.0	288	0.0	WormBase	12749093	-	gene	False	N2HS_J2B_sp	False
8063247	8063247	0	False	False	900	8062347	8062347	0	ADOG	V	.	.	8065079	pseudogene	gene_id "WBGene00022630"; gene_source "WormBase"; gene_biotype "pseudogene";	WBGene00022630	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1073.0	1832	0.0	WormBase	8063247	-	gene	False	N2HS_J2B_spl	False
9729190	9729190	0	False	False	900	9728290	9728290	0	ADOG	II	.	.	9729403	ncRNA	gene_id "WBGene00197685"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00197685	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	4664.0	213	0.0	WormBase	9729190	-	gene	False	N2HS_J2B_sp	False
6114423	6114423	0	False	False	900	6113523	6113523	0	ADOG	II	.	.	6118263	protein_coding	gene_id "WBGene00016237"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00016237	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1229.0	3840	0.0	WormBase	6114423	-	gene	False	N2HS_J2B_sp	False
4659713	4659713	0	False	False	900	4658813	4658813	0	ADOG	II	.	.	4661378	protein_coding	gene_id "WBGene00271415"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00271415	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	3779.0	1665	0.0	WormBase	4659713	-	gene	False	N2HS_J2B_sp	False
3373169	3373169	0	False	False	900	3372269	3372269	0	ADOG	II	.	.	3374185	lincRNA	gene_id "WBGene00219758"; gene_source "WormBase"; gene_biotype "lincRNA";	WBGene00219758	0	0	0	0	['WBGene00170626', 'WBGene00165601']	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	3058.0	1016	0.0	WormBase	3373169	-	gene	False	N2HS_J2B_sp	False
1574557	1574557	0	False	False	900	1573657	1573657	0	ADOG	II	.	.	1576115	protein_coding	gene_id "WBGene00019421"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00019421	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	3423.0	1558	0.0	WormBase	1574557	-	gene	False	N2HS_J2B_sp	False
3467490	3467490	0	False	False	900	3466590	3466590	0	ADOG	X	.	.	3467637	ncRNA	gene_id "WBGene00198761"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00198761	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1565.0	147	0.0	WormBase	3467490	-	gene	False	N2HS_J2B_spl	False
3467453	3467453	0	False	False	900	3466553	3466553	0	ADOG	V	.	.	3468545	protein_coding	gene_id "WBGene00001781"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00001781	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	4010.0	1092	0.0	WormBase	3467453	-	gene	False	N2HS_J2B_spl	False
6586564	6586564	0	False	False	900	6585664	6585664	0	ADOG	X	.	.	6586682	ncRNA	gene_id "WBGene00198632"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00198632	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1327.0	118	0.0	WormBase	6586564	-	gene	False	N2HS_J2B_spl	False
5312693	5312693	0	False	False	900	5311793	5311793	0	ADOG	IV	.	.	5313149	protein_coding	gene_id "WBGene00003452"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00003452	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	4547.0	456	0.0	WormBase	5312693	-	gene	False	N2HS_J2B_sp	False
4479693	4479693	0	False	False	900	4478793	4478793	0	ADOG	IV	.	.	4482764	protein_coding	gene_id "WBGene00019720"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00019720	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	2634.0	3071	0.0	WormBase	4479693	-	gene	False	N2HS_J2A_split	False
