GeneID	Length	X.Users.M.Google_Drive.Scripts.hs.worm.EMBO.Runion_with_normalization_compleete.Runion_TDP1_HS_and_bams_with_J2_normalization_and_total.BAMS.N2WT_INP_.bam	X.Users.M.Google_Drive.Scripts.hs.worm.EMBO.Runion_with_normalization_compleete.Runion_TDP1_HS_and_bams_with_J2_normalization_and_total.BAMS.N2HS_INP_.bam	X.Users.M.Google_Drive.Scripts.hs.worm.EMBO.Runion_with_normalization_compleete.Runion_TDP1_HS_and_bams_with_J2_normalization_and_total.BAMS.N2.J2.1_.bam	X.Users.M.Google_Drive.Scripts.hs.worm.EMBO.Runion_with_normalization_compleete.Runion_TDP1_HS_and_bams_with_J2_normalization_and_total.BAMS.N2.J2.2_.bam	X.Users.M.Google_Drive.Scripts.hs.worm.EMBO.Runion_with_normalization_compleete.Runion_TDP1_HS_and_bams_with_J2_normalization_and_total.BAMS.N2.J2.3_.bam	X.Users.M.Google_Drive.Scripts.hs.worm.EMBO.Runion_with_normalization_compleete.Runion_TDP1_HS_and_bams_with_J2_normalization_and_total.BAMS.N2HS_J2A_.bam	X.Users.M.Google_Drive.Scripts.hs.worm.EMBO.Runion_with_normalization_compleete.Runion_TDP1_HS_and_bams_with_J2_normalization_and_total.BAMS.N2HS_J2B_.bam
WBGene00015994	1905	0	1	1	0	0	1	2
WBGene00044457	1908	3	8	1	1	1	6	3
WBGene00000676	1433	3	14	0	0	3	1	0
WBGene00002140	7667	12	16	2	2	0	26	12
WBGene00015993	5382	10	26	7	7	3	30	32
WBGene00015497	6418	50	191	153	149	145	289	304
WBGene00019665	2330	14	35	4	2	5	55	57
WBGene00019664	3252	6	30	9	8	2	34	40
WBGene00019663	1393	0	1	1	1	1	7	1
WBGene00019662	1266	1	2	0	1	0	1	0
WBGene00044458	613	0	3	1	1	0	1	0
WBGene00019661	1556	5	0	1	1	2	4	1
WBGene00023038	72	0	1	0	0	0	0	0
WBGene00018256	3840	2	8	3	1	2	5	2
WBGene00021949	1075	4	1	3	1	3	4	1
WBGene00219763	543	0	0	0	0	1	1	0
WBGene00021948	16642	42	73	8	14	5	70	66
WBGene00021947	3164	5	418	8	1	3	280	420
WBGene00001788	1733	5	539	1	0	2	309	478
WBGene00018933	1195	14	11	4	2	3	28	42
WBGene00018932	3428	10	9	5	3	8	18	18
WBGene00018931	5399	31	19	3	6	6	12	6
WBGene00197041	64	0	0	1	1	0	1	0
WBGene00200616	63	0	0	2	1	1	0	1
WBGene00018930	2781	19	12	94	78	84	46	48
WBGene00001154	2900	3	5	4	2	2	25	12
WBGene00021935	3730	8	5	4	7	1	23	5
WBGene00185088	1135	4	4	0	1	1	1	3
WBGene00199601	95	0	0	3	0	0	1	0
WBGene00044742	968	9	6	3	3	7	12	13
WBGene00023184	72	0	1	0	0	0	0	1
WBGene00021941	2970	22	92	20	46	18	177	30
WBGene00044757	1174	6	1	0	4	0	3	0
WBGene00021939	17398	7395	6392	4245	3865	4169	10080	6613
WBGene00021938	7120	36	1828	10	29	11	44	17
WBGene00007007	4855	17	9	5	9	5	14	9
WBGene00016649	1376	4	2	7	12	6	5	13
WBGene00045301	1781	8	12	4	10	8	12	17
WBGene00016648	1376	4	3	6	12	8	5	12
WBGene00045300	1782	8	12	5	11	8	12	17
WBGene00016647	1376	4	3	6	12	8	5	12
WBGene00045299	1782	8	12	5	11	8	12	17
WBGene00016646	1376	4	3	7	12	6	5	13
WBGene00045298	1782	8	11	5	11	8	12	18
WBGene00019073	1376	4	3	6	12	8	5	12
WBGene00019072	3753	12	28	6	10	11	20	29
WBGene00019070	819	5	2	1	0	0	1	1
WBGene00019069	14732	30	24	27	30	19	29	17
WBGene00004047	24941	90	66	220	347	216	126	122
WBGene00021924	6109	19	64	35	32	29	40	42
WBGene00021922	2449	9	18	9	2	3	26	21
WBGene00021921	6935	11	14	3	7	6	40	36
WBGene00194822	61	0	0	0	0	0	0	0
WBGene00194823	61	0	1	0	0	0	0	0
WBGene00194824	64	0	0	0	0	0	0	0
WBGene00194826	64	0	0	0	0	0	1	0
WBGene00021920	731	2	5	2	0	1	6	7
WBGene00196098	123	0	0	0	0	0	8	0
WBGene00021933	2179	1	6	0	4	0	17	10
WBGene00021932	5528	5	9	18	3	8	47	38
WBGene00016637	314	1	0	0	1	1	6	4
WBGene00003893	3461	19	15	13	11	12	80	108
WBGene00202064	112	1	0	0	0	1	0	1
WBGene00200465	112	0	0	0	0	0	0	0
WBGene00219437	1321	2	2	0	1	1	7	1
WBGene00016796	7105	4	30	6	5	13	43	33
WBGene00022426	4816	1	10	3	3	7	23	14
WBGene00022428	4013	6	16	26	30	31	15	14
WBGene00007020	5179	9	2	32	28	24	28	19
WBGene00021123	1938	4	2	0	1	0	1	4
WBGene00021122	1487	41	3	385	334	439	20	38
WBGene00021121	1710	5	4	2	3	5	5	4
WBGene00021120	916	1	2	3	0	2	5	0
WBGene00009524	1640	2	15	3	1	1	5	3
WBGene00009519	610	3	37	3	1	1	8	6
WBGene00045003	114	0	0	0	0	0	6	1
WBGene00009520	2389	8	13	6	8	4	5	2
WBGene00009526	3351	2	20	4	2	0	6	1
WBGene00009525	621	0	0	1	0	0	3	0
WBGene00009515	7560	16	21	12	21	13	17	11
WBGene00007476	1227	1	3	2	1	0	4	3
WBGene00022425	7271	38	19	8	10	9	21	11
WBGene00018778	18076	24	103	26	29	27	69	59
WBGene00018777	10215	11	20	12	6	16	36	24
WBGene00019054	1646	0	3	1	2	2	4	3
WBGene00019053	1120	0	1	1	1	0	5	0
WBGene00004338	5662	3	11	2	4	4	16	12
WBGene00166535	21	0	1	0	0	0	0	0
WBGene00023305	72	0	0	0	0	0	0	2
WBGene00022423	13494	109	81	11	8	4	105	94
WBGene00198926	56	0	0	0	0	1	2	3
WBGene00022314	1590	1	1	2	1	1	4	7
WBGene00199927	52	0	0	0	1	0	0	1
WBGene00002180	842	0	9	0	0	2	0	3
WBGene00022308	723	3	2	0	0	2	5	0
WBGene00022307	2447	9	32	4	1	3	60	73
WBGene00023393	73	1	0	0	0	0	1	0
WBGene00220213	94	2	0	0	1	1	2	0
WBGene00044464	4477	2	1	1	4	0	12	4
WBGene00019368	4706	21	10	20	19	14	30	26
WBGene00019367	2882	2	12	4	3	2	8	6
WBGene00195474	150	0	0	0	0	0	0	0
WBGene00000681	994	3	2	4	8	4	12	11
WBGene00044073	2242	30	7	11	21	13	11	7
WBGene00016425	1816	20	46	7	6	13	10	10
WBGene00016424	1982	48	20	14	21	12	16	11
WBGene00021520	1581	26	16	29	20	22	18	22
WBGene00021519	1708	13	9	17	14	10	19	14
WBGene00021518	1893	22	5	29	11	15	28	15
WBGene00021517	3636	53	23	31	24	26	59	48
WBGene00021516	1803	81	56	293	260	254	139	110
WBGene00000416	4305	9	13	38	33	36	40	20
WBGene00021515	2625	6	3	39	34	35	13	11
WBGene00021514	3190	7	2	30	22	33	17	14
WBGene00001105	2680	21	15	6	7	3	12	12
WBGene00003712	2870	2	22	3	1	0	7	7
WBGene00045255	3784	10	23	7	6	5	21	13
WBGene00021525	1307	1	1	0	2	0	8	3
WBGene00021513	3596	5	5	4	4	5	19	7
WBGene00004497	321	3	2	4	5	0	38	20
WBGene00021512	9596	15	11	47	46	56	30	33
WBGene00220155	133	0	0	0	0	0	0	0
WBGene00021511	3504	4	71	1	1	0	14	0
WBGene00200640	80	0	0	0	0	0	0	0
WBGene00044618	2922	1	12	4	2	1	9	4
WBGene00019538	1396	7	7	1	0	3	6	20
WBGene00019537	863	15	4	7	1	6	23	27
WBGene00019536	2901	26	13	3	7	2	24	10
WBGene00195004	1836	13	2	4	10	9	8	7
WBGene00021506	5759	9	34	9	7	15	41	27
WBGene00021505	1927	16	12	11	16	11	13	6
WBGene00000682	1047	5	4	1	1	0	0	1
WBGene00021504	2552	7	13	5	7	5	17	6
WBGene00195012	592	3	1	0	2	3	5	3
WBGene00000553	9549	148	51	29	32	17	74	43
WBGene00019462	12709	26	62	7	15	12	38	39
WBGene00001173	32620	453	204	259	337	285	333	190
WBGene00001186	15519	60	207	16	30	21	103	101
WBGene00001253	3791	5	21	8	7	3	14	10
WBGene00018681	24102	25	44	31	47	33	89	84
WBGene00018680	5132	14	10	5	6	6	21	24
WBGene00018679	3126	5	8	3	5	5	14	18
WBGene00138717	3039	0	2	2	4	1	10	7
WBGene00018678	3387	7	9	4	4	6	11	19
WBGene00006738	1534	0	7	2	3	0	2	1
WBGene00044466	544	2	0	1	0	0	1	1
WBGene00022297	1976	4	1	7	4	7	16	30
WBGene00022302	376	0	15	3	1	3	1	3
WBGene00022296	15905	25	13	23	15	19	64	62
WBGene00022295	6001	11	42	21	24	28	26	25
WBGene00201141	118	1	0	1	1	0	0	0
WBGene00044467	5580	9	48	10	9	4	15	4
WBGene00019873	5542	19	12	75	72	77	37	29
WBGene00255572	74	0	3	0	0	0	1	7
WBGene00019875	7898	28	19	7	9	3	25	20
WBGene00023241	218	0	0	2	2	6	1	2
WBGene00023240	231	0	0	1	3	1	0	0
WBGene00022940	356	0	2	0	0	0	10	0
WBGene00016025	1000	1	0	0	1	0	7	4
WBGene00200043	96	0	0	0	0	0	0	0
WBGene00016024	3242	12	5	0	3	0	17	3
WBGene00199050	100	0	0	0	0	0	0	0
WBGene00016023	2061	1	826	2	10	10	105	17
WBGene00077523	1228	1	12	1	0	1	8	4
WBGene00016918	9567	43	11	33	33	38	65	42
WBGene00201637	78	0	1	0	0	0	0	0
WBGene00016917	1974	1	1	2	1	4	10	4
WBGene00022134	20972	171	52	233	240	226	251	175
WBGene00044650	10011	13	5	60	48	76	33	18
WBGene00019784	640	0	2	0	3	0	4	5
WBGene00019783	6497	8	15	4	5	0	9	11
WBGene00201529	119	1	0	6	7	3	2	0
WBGene00196218	93	1	1	9	6	7	0	1
WBGene00198288	54	2	0	8	1	5	1	3
WBGene00199490	80	0	0	1	0	1	1	0
WBGene00201693	171	3	0	1	2	1	10	2
WBGene00200681	99	1	0	0	1	0	1	0
WBGene00219413	231	0	0	0	0	0	2	0
WBGene00021415	2682	3	11	1	4	1	7	3
WBGene00021423	32901	122	80	511	552	523	812	591
WBGene00021421	4077	8	5	2	5	8	10	8
WBGene00197860	294	13	2	0	1	1	6	3
WBGene00021420	942	4	11	2	1	3	20	26
WBGene00021419	5443	2	5	0	2	2	19	14
WBGene00219262	110	0	0	0	1	0	0	0
WBGene00200448	139	1	0	1	0	0	0	1
WBGene00016671	3480	11	143	1	5	5	17	8
WBGene00200790	70	0	0	1	0	0	0	0
WBGene00016670	946	8	3	2	4	0	16	15
WBGene00016669	1130	1	24	3	3	3	17	15
WBGene00016668	1036	4	1	0	0	0	20	16
WBGene00001705	3519	8	126	12	13	18	73	75
WBGene00044468	1964	51	30	210	231	221	398	246
WBGene00235299	209	1	3	9	7	5	28	39
WBGene00022090	5316	154	851	173	170	196	4006	4541
WBGene00022089	1949	7	1611	6	5	6	1908	2259
WBGene00022087	32496	109	932	174	165	125	10430	12528
WBGene00198527	50	0	0	1	0	0	0	0
WBGene00022085	5235	23	17	1	5	2	23	4
WBGene00235288	373	0	5	2	1	2	3	0
WBGene00235342	276	0	1	0	0	0	0	0
WBGene00022083	3443	7	8	8	10	13	10	16
WBGene00235343	277	1	0	0	0	0	0	0
WBGene00022082	2914	2	3	0	1	1	2	4
WBGene00022079	4392	12	6	2	6	5	22	15
WBGene00235294	397	0	6	0	2	0	4	1
WBGene00022078	6431	8	31	10	6	4	58	55
WBGene00022077	2150	11	4	44	50	37	31	17
WBGene00022101	2028	1	5	3	1	1	3	3
WBGene00174384	21	0	0	0	0	0	0	0
WBGene00022076	2936	3	1	12	11	7	9	2
WBGene00004878	5564	7	6	6	5	2	6	3
WBGene00022075	804	3	1	1	0	0	4	5
WBGene00004367	7126	14	14	17	24	26	62	58
WBGene00202041	150	0	0	2	0	0	0	4
WBGene00023390	73	1	0	0	0	0	1	0
WBGene00195436	587	1	5	0	2	5	2	1
WBGene00022074	5153	16	11	8	5	4	51	43
WBGene00022376	1651	25	3	3	2	3	9	6
WBGene00196975	70	0	0	0	0	0	1	0
WBGene00022375	2153	4	7	10	11	9	4	5
WBGene00023396	73	0	2	1	0	0	2	1
WBGene00022374	4470	6	3	8	4	7	32	17
WBGene00044485	1594	6	7	5	7	3	47	3
WBGene00043061	2621	5	5	0	2	2	8	4
WBGene00235350	2933	12	23	8	4	8	26	16
WBGene00219424	431	5	1	8	18	10	3	3
WBGene00044486	1556	29	3	24	26	19	8	6
WBGene00169683	21	0	2	0	0	0	0	0
WBGene00021868	8114	16	23	115	110	116	36	40
WBGene00021875	1351	0	11	0	0	1	1	0
WBGene00044487	1339	4	7	1	0	0	7	2
WBGene00021894	1328	1	26	0	1	0	2	0
WBGene00023180	72	0	0	0	0	0	5	4
WBGene00044488	3666	7	4	0	5	1	26	4
WBGene00235268	3439	2	31	23	36	16	40	18
WBGene00023484	2812	5	7	10	6	7	19	8
WBGene00043062	4324	18	31	5	9	6	34	26
WBGene00044489	604	2	0	0	1	0	2	1
WBGene00044490	542	1	0	0	0	0	2	0
WBGene00021873	2920	6	6	2	3	1	12	6
WBGene00043702	815	2	1	0	1	0	7	1
WBGene00021895	3131	22	5	6	9	1	11	12
WBGene00044495	4807	4	1	0	5	2	14	1
WBGene00021872	1118	3	3	0	1	2	5	8
WBGene00021871	1997	23	10	31	26	35	57	49
WBGene00021898	3955	32	7	17	17	19	26	11
WBGene00044493	1340	4	1	3	2	0	5	0
WBGene00021870	5441	25	28	40	35	36	293	84
WBGene00021897	4273	7	9	3	5	3	6	6
WBGene00189961	3455	14	6	3	6	3	1	3
WBGene00202412	52	0	0	0	0	2	0	0
WBGene00197842	142	1	5	3	6	5	3	4
WBGene00199274	149	21	3	48	56	35	30	42
WBGene00200008	296	2	0	3	2	3	3	5
WBGene00201650	149	1	0	0	6	6	5	2
WBGene00197276	109	0	0	0	0	0	0	0
WBGene00021869	1854	1	8	4	5	2	31	34
WBGene00003008	2578	0	0	0	4	1	2	2
WBGene00022067	8324	30	7	75	77	69	95	41
WBGene00022066	1620	2	3	1	0	0	5	2
WBGene00201412	150	2	0	0	1	0	0	1
WBGene00201376	196	1	0	0	2	2	4	0
WBGene00195576	370	2	0	3	5	0	2	3
WBGene00197431	115	5	0	10	7	6	4	6
WBGene00197636	150	1	0	2	2	1	2	3
WBGene00020729	6891	14	53	20	12	23	20	14
WBGene00174542	21	0	0	0	0	0	0	0
WBGene00020730	1989	3	6	9	10	12	7	7
WBGene00020728	4627	14	6	35	33	44	18	9
WBGene00199115	119	0	0	0	0	0	0	0
WBGene00200723	150	0	10	1	0	0	0	3
WBGene00022064	1529	1	2	1	0	2	4	3
WBGene00019766	6062	42	58	23	27	24	82	112
WBGene00235356	403	1	17	1	0	1	6	8
WBGene00022059	30162	48	292	146	165	161	368	342
WBGene00197555	91	0	1	0	0	0	1	0
WBGene00020831	4580	26	25	32	18	17	34	24
WBGene00201407	137	0	1	0	0	0	0	0
WBGene00196782	150	0	0	0	0	0	0	0
WBGene00021089	2514	6	4	8	11	9	25	16
WBGene00021087	1059	1	12	0	0	0	2	2
WBGene00021086	509	2	23	0	1	1	3	1
WBGene00021085	616	2	23	0	1	1	4	1
WBGene00021084	588	2	1	0	1	0	4	1
WBGene00021082	1905	13	6	3	6	5	4	7
WBGene00018325	4938	52	10	186	185	199	42	43
WBGene00196320	63	0	0	0	0	0	0	0
WBGene00018324	470	13	0	3	0	0	2	6
WBGene00018323	2495	2	12	2	1	1	5	0
WBGene00021953	2527	4	13	3	1	3	12	5
WBGene00021952	4271	15	8	11	9	2	43	52
WBGene00015414	162	0	1	0	0	0	3	3
WBGene00219410	672	1	0	0	0	0	1	1
WBGene00015413	4233	6	34	2	2	3	16	9
WBGene00015412	3552	6	4	2	2	0	4	2
WBGene00195724	84	0	0	0	0	0	0	0
WBGene00197323	139	5	0	1	0	0	1	1
WBGene00200140	81	0	0	0	0	0	0	0
WBGene00021033	1560	1	2	0	1	2	6	2
WBGene00001702	1192	4	2	1	1	1	2	1
WBGene00001692	799	2	0	1	0	2	1	2
WBGene00001699	716	9	0	0	1	0	2	3
WBGene00019049	1615	2	0	0	1	1	7	6
WBGene00194843	1137	1	0	1	1	1	3	1
WBGene00019051	1181	0	2	0	0	0	0	1
WBGene00019048	2710	2	4	1	2	0	3	1
WBGene00019047	2399	2	3	1	2	0	3	3
WBGene00019046	670	0	2	1	0	0	4	0
WBGene00023301	2022	5	0	5	4	5	16	5
WBGene00015655	396	1	6	0	1	0	20	3
WBGene00023463	1812	1	5	0	0	3	6	4
WBGene00023465	1790	1	7	0	1	3	18	30
WBGene00015654	1566	2	7	0	3	1	21	10
WBGene00023464	1662	1	2	13	23	11	8	4
WBGene00015653	1440	98	22	0	0	1	0	2
WBGene00015652	1570	0	3	0	2	0	1	2
WBGene00015651	5695	99	157	184	168	158	245	282
WBGene00023462	1672	3	4	4	3	6	9	12
WBGene00199025	150	0	0	0	0	0	0	0
WBGene00006769	9784	39	28	20	22	19	59	50
WBGene00019778	5168	7	6	5	2	8	20	14
WBGene00019777	5406	11	4	17	25	21	26	21
WBGene00015037	3468	10	4	4	6	3	19	13
WBGene00201697	80	0	0	0	0	0	0	0
WBGene00015036	2614	4	11	2	2	0	7	3
WBGene00015035	8652	7	26	4	11	3	15	7
WBGene00021375	1117	13	53	8	9	4	7	14
WBGene00021374	2084	16	35	10	6	5	12	19
WBGene00202239	148	0	1	2	1	0	0	0
WBGene00196540	149	0	0	0	0	0	0	0
WBGene00023366	73	0	0	1	1	4	1	0
WBGene00002188	2446	6	2	0	1	0	3	2
WBGene00022609	1854	12	1	3	2	0	4	2
WBGene00022608	3187	22	9	1	8	3	4	14
WBGene00170259	21	0	0	0	0	0	0	0
WBGene00021360	775	4	0	7	4	8	9	3
WBGene00198923	100	3	1	2	5	1	19	9
WBGene00021359	3532	28	55	20	14	18	30	26
WBGene00021358	1222	2	2	4	0	1	0	2
WBGene00021357	5867	5	9	1	3	0	6	6
WBGene00021365	9384	22	51	39	53	53	40	72
WBGene00165899	21	0	0	1	0	0	0	0
WBGene00021369	3608	9	11	1	1	5	14	12
WBGene00021368	3669	5	23	1	0	3	8	3
WBGene00019546	9687	14	44	6	9	5	52	35
WBGene00019724	1369	9	6	3	7	5	14	6
WBGene00019723	1227	25	22	19	16	23	28	44
WBGene00017907	9024	45	32	31	16	13	47	20
WBGene00200865	142	0	0	0	0	0	1	0
WBGene00196594	192	0	1	0	0	0	3	1
WBGene00195822	122	0	0	0	1	1	0	0
WBGene00017906	1909	9	15	2	3	1	6	4
WBGene00200814	149	0	0	0	0	0	0	0
WBGene00169432	21	0	0	0	0	0	0	0
WBGene00196379	219	0	5	0	0	0	2	4
WBGene00006970	5710	17	31	4	8	1	35	12
WBGene00200340	118	2	0	2	0	0	0	0
WBGene00018144	4696	5	73	1	1	0	53	44
WBGene00018143	2832	4	24	1	4	3	9	2
WBGene00018142	3172	5	7	0	4	0	7	3
WBGene00018141	3301	7	3	10	16	2	8	3
WBGene00044471	286	0	2	1	1	0	2	0
WBGene00044472	437	1	1	1	0	0	4	1
WBGene00219307	2035	6	0	2	0	2	4	4
WBGene00219304	1329	1	1	2	1	0	3	2
WBGene00023478	1756	6	5	3	4	1	11	2
WBGene00006488	390	0	3	0	1	0	1	0
WBGene00235358	453	7	1	1	3	3	2	0
WBGene00044474	403	1	9	1	0	0	0	0
WBGene00044475	419	0	0	0	0	0	0	1
WBGene00235297	273	1	0	1	0	0	0	0
WBGene00235293	296	1	0	2	0	2	2	0
WBGene00018973	1292	3	0	1	0	0	0	0
WBGene00044476	378	2	3	0	1	0	2	2
WBGene00235361	264	0	0	0	2	0	0	1
WBGene00018972	1808	5	5	0	0	1	9	2
WBGene00018971	2881	2	11	0	1	2	41	27
WBGene00018970	2608	5	1	2	2	1	33	3
WBGene00044642	2005	7	1	0	1	0	7	4
WBGene00021581	3506	11	1	1	1	0	15	5
WBGene00021582	2461	1	8	1	2	2	2	2
WBGene00195003	442	0	0	0	1	0	0	0
WBGene00021583	2549	10	20	11	26	9	24	6
WBGene00235362	1076	3	18	0	0	0	4	1
WBGene00021585	3135	9	5	1	3	5	5	1
WBGene00021586	3924	15	10	4	4	4	7	5
WBGene00021587	3780	2	5	1	0	0	3	3
WBGene00044343	2686	2	5	1	3	4	4	6
WBGene00018548	2373	11	4	4	3	1	4	3
WBGene00005432	1381	1	28	0	0	0	3	3
WBGene00005433	1709	0	0	1	1	0	2	2
WBGene00018547	25094	90	280	37	40	35	196	188
WBGene00220113	71	2	1	6	7	4	4	8
WBGene00018066	829	0	1	2	0	0	2	0
WBGene00018065	1225	3	9	1	1	0	2	1
WBGene00018064	5212	24	5	5	9	1	25	17
WBGene00219554	1735	0	2	0	0	1	2	0
WBGene00006173	2508	20	1	4	0	8	8	3
WBGene00020979	769	1	2	0	0	0	0	2
WBGene00004157	5318	9	11	1	5	5	28	32
WBGene00016434	404	6	34	5	1	2	13	10
WBGene00016433	213	2	4	0	1	0	5	15
WBGene00016432	16696	31	24	101	106	91	73	53
WBGene00006701	3201	2	18	3	4	1	19	23
WBGene00016436	1405	2	4	0	1	0	5	3
WBGene00018644	159	0	1	0	1	0	9	24
WBGene00235363	159	0	1	0	1	0	11	35
WBGene00019933	1981	1	8	8	12	6	14	12
WBGene00019932	1915	3	98	2	0	2	7	0
WBGene00019934	1680	3	15	2	8	6	9	8
WBGene00019931	1483	1	11	0	0	1	3	6
WBGene00019533	735	0	5	0	0	1	3	4
WBGene00219216	1913	2	13	3	8	4	11	5
WBGene00019532	4156	7	39	2	8	6	23	12
WBGene00019531	1965	6	13	5	7	0	15	8
WBGene00019530	1539	8	42	1	5	1	25	9
WBGene00235369	1580	7	0	0	0	0	13	10
WBGene00019529	1854	4	39	1	3	1	6	6
WBGene00004385	1913	3	5	2	6	3	12	5
