DOG_end_local	DOG_end_meta	DOG_from_downstream_gene	DOG_from_upstream_gene	DOG_into_downstream_gene	DOG_length	DOG_start_local	DOG_start_meta	POG_into_upstream_gene	TYPE	chr	dot	dot2	end	gene_biotype_name	gene_id	gene_id_name	inside_gene_opposite_strand:antisense	inside_gene_opposite_strand:lincRNA	inside_gene_opposite_strand:miRNA	inside_gene_opposite_strand:ncRNA	inside_gene_opposite_strand:piRNA	inside_gene_opposite_strand:protein_coding	inside_gene_opposite_strand:pseudogene	inside_gene_opposite_strand:snRNA	inside_gene_opposite_strand:snoRNA	inside_gene_opposite_strand:tRNA	inside_gene_same_strand:antisense	inside_gene_same_strand:lincRNA	inside_gene_same_strand:miRNA	inside_gene_same_strand:ncRNA	inside_gene_same_strand:piRNA	inside_gene_same_strand:protein_coding	inside_gene_same_strand:pseudogene	inside_gene_same_strand:rRNA	inside_gene_same_strand:snRNA	inside_gene_same_strand:snoRNA	inside_gene_same_strand:tRNA	left_int_length	length	right_int_length	source	start	strand	type	AnyGeneOverlap	sample_name
280645	280645		False	False	200	280445	280445		ADOG	I	.	.	280445	protein_coding	gene_id "WBGene00016904"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00016904	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0		325	3055.0	WormBase	280120	+	gene	False	N2HS_J2B_spl
424313	424313		False	False	600	423713	423713		ADOG	I	.	.	423713	protein_coding	gene_id "WBGene00015570"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00015570	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0		2791	20286.0	WormBase	420922	+	gene	False	N2HS_J2B_spl
835477	835477		False	False	200	835277	835277		ADOG	I	.	.	835277	protein_coding	gene_id "WBGene00022518"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00022518	0	0	0	['WBGene00200408', 'WBGene00197978']	0	0	0	0	0	0	0	0	0	['WBGene00201436', 'WBGene00202093', 'WBGene00195610', 'WBGene00200506', 'WBGene00197264']	0	0	['WBGene00023398']	0.0	0	0	0		31909	2719.0	WormBase	803368	+	gene	False	N2HS_J2B_spl
1018280	1018280		False	False	1100	1017180	1017180		ADOG	I	.	.	1017180	protein_coding	gene_id "WBGene00005002"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00005002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0		777	1655.0	WormBase	1016403	+	gene	False	N2HS_J2B_spl
1281484	1281484		False	False	2000	1279484	1279484		ADOG	I	.	.	1279484	ncRNA	gene_id "WBGene00199486"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00199486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0		48	2617.0	WormBase	1279436	+	gene	False	N2HS_J2B_spl
1425501	1425501		False	False	300	1425201	1425201		ADOG	I	.	.	1425201	protein_coding	gene_id "WBGene00022369"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00022369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0		8615	11078.0	WormBase	1416586	+	gene	False	N2HS_J2B_spl
1593968	1593968		False	False	300	1593668	1593668		ADOG	I	.	.	1593668	protein_coding	gene_id "WBGene00022270"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00022270	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0		12274	8170.0	WormBase	1581394	+	gene	False	N2HS_J2B_spl
2564049	2564049		False	False	1000	2563049	2563049		ADOG	I	.	.	2563049	protein_coding	gene_id "WBGene00006047"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00006047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0		433	5823.0	WormBase	2562616	+	gene	False	N2HS_J2B_spl
2683311	2683311		False	False	300	2683011	2683011		ADOG	I	.	.	2683011	ncRNA	gene_id "WBGene00199900"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00199900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0		145	1854.0	WormBase	2682866	+	gene	False	N2HS_J2B_spl
2870567	2870567		False	False	400	2870167	2870167		ADOG	I	.	.	2870167	protein_coding	gene_id "WBGene00022115"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00022115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0		3659	6765.0	WormBase	2866508	+	gene	False	N2HS_J2B_spl
3641547	3641547		False	False	200	3641347	3641347		ADOG	I	.	.	3641347	protein_coding	gene_id "WBGene00020900"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00020900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0		1699	12650.0	WormBase	3639648	+	gene	False	N2HS_J2B_spl
4168729	4168729		False	False	1500	4167229	4167229		ADOG	I	.	.	4167229	protein_coding	gene_id "WBGene00002139"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00002139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0		2094	4977.0	WormBase	4165135	+	gene	False	N2HS_J2B_spl
4265099	4265099		False	False	400	4264699	4264699		ADOG	I	.	.	4264699	protein_coding	gene_id "WBGene00016603"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00016603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0		10319	410.0	WormBase	4254380	+	gene	False	N2HS_J2B_spl
4277447	4277447		False	False	500	4276947	4276947		ADOG	I	.	.	4276947	protein_coding	gene_id "WBGene00021630"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00021630	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0		1059	18077.0	WormBase	4275888	+	gene	False	N2HS_J2B_spl
4302643	4302643		False	False	400	4302243	4302243		ADOG	I	.	.	4302243	protein_coding	gene_id "WBGene00021629"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00021629	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0		4059	1687.0	WormBase	4298184	+	gene	False	N2HS_J2B_spl
4726979	4726979		True	False	200	4726779	4726779		ADOG	I	.	.	4726779	protein_coding	gene_id "WBGene00015694"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00015694	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0		2714	501.0	WormBase	4724065	+	gene	False	N2HS_J2B_spl
4804568	4804568		False	False	300	4804268	4804268		ADOG	I	.	.	4804268	protein_coding	gene_id "WBGene00018798"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00018798	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0		4225	1339.0	WormBase	4800043	+	gene	False	N2HS_J2B_spl
5431712	5431712		False	False	200	5431512	5431512		ADOG	I	.	.	5431512	piRNA	gene_id "WBGene00170835"; gene_source "WormBase"; gene_biotype "piRNA";	WBGene00170835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0		20	3293.0	WormBase	5431492	+	gene	False	N2HS_J2B_spl
5644357	5644357		False	False	300	5644057	5644057		ADOG	I	.	.	5644057	protein_coding	gene_id "WBGene00044616"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00044616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0		747	672.0	WormBase	5643310	+	gene	False	N2HS_J2B_spl
5853362	5853362		False	False	400	5852962	5852962		ADOG	I	.	.	5852962	protein_coding	gene_id "WBGene00018000"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00018000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0		917	1821.0	WormBase	5852045	+	gene	False	N2HS_J2B_spl
6144686	6144686		False	False	300	6144386	6144386		ADOG	I	.	.	6144386	protein_coding	gene_id "WBGene00018980"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00018980	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0		2917	1069.0	WormBase	6141469	+	gene	False	N2HS_J2B_spl
6147368	6147368		False	False	300	6147068	6147068		ADOG	I	.	.	6147068	protein_coding	gene_id "WBGene00050896"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00050896	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0		607	1074.0	WormBase	6146461	+	gene	False	N2HS_J2B_spl
6169895	6169895		True	False	700	6169195	6169195		ADOG	I	.	.	6169195	rRNA	gene_id "WBGene00235197"; gene_source "WormBase"; gene_biotype "rRNA";	WBGene00235197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0		111	2400.0	WormBase	6169084	+	gene	False	N2HS_J2B_spl
6226264	6226264		False	False	300	6225964	6225964		ADOG	I	.	.	6225964	protein_coding	gene_id "WBGene00020345"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00020345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0		868	6813.0	WormBase	6225096	+	gene	False	N2HS_J2B_spl
6235591	6235591		True	False	200	6235391	6235391		ADOG	I	.	.	6235391	protein_coding	gene_id "WBGene00016752"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00016752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0		683	743.0	WormBase	6234708	+	gene	False	N2HS_J2B_spl
6258091	6258091		False	False	300	6257791	6257791		ADOG	I	.	.	6257791	protein_coding	gene_id "WBGene00016750"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00016750	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0		2756	2458.0	WormBase	6255035	+	gene	False	N2HS_J2B_spl
6300029	6300029		False	False	300	6299729	6299729		ADOG	I	.	.	6299729	protein_coding	gene_id "WBGene00005272"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00005272	0	0	0	0	['WBGene00172093']	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0		1962	764.0	WormBase	6297767	+	gene	False	N2HS_J2B_spl
6331281	6331281		False	False	1100	6330181	6330181		ADOG	I	.	.	6330181	protein_coding	gene_id "WBGene00194703"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00194703	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0		645	12050.0	WormBase	6329536	+	gene	False	N2HS_J2B_spl
6502110	6502110		False	False	700	6501410	6501410		ADOG	I	.	.	6501410	protein_coding	gene_id "WBGene00016942"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00016942	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0		1873	6484.0	WormBase	6499537	+	gene	False	N2HS_J2B_spl
6588782	6588782		False	False	900	6587882	6587882		ADOG	I	.	.	6587882	protein_coding	gene_id "WBGene00006624"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00006624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0		2843	4200.0	WormBase	6585039	+	gene	False	N2HS_J2B_spl
6872211	6872211		False	False	300	6871911	6871911		ADOG	I	.	.	6871911	protein_coding	gene_id "WBGene00020660"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00020660	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0		1496	2393.0	WormBase	6870415	+	gene	False	N2HS_J2B_spl
7049032	7049032		False	False	200	7048832	7048832		ADOG	I	.	.	7048832	protein_coding	gene_id "WBGene00004773"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00004773	0	0	0	['WBGene00196188']	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0		9932	8338.0	WormBase	7038900	+	gene	False	N2HS_J2B_spl
7519639	7519639		True	False	300	7519339	7519339		ADOG	I	.	.	7519339	ncRNA	gene_id "WBGene00219835"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00219835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0		99	2777.0	WormBase	7519240	+	gene	False	N2HS_J2B_spl
7730178	7730178		False	False	300	7729878	7729878		ADOG	I	.	.	7729878	protein_coding	gene_id "WBGene00077543"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00077543	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0		694	1243.0	WormBase	7729184	+	gene	False	N2HS_J2B_spl
7885969	7885969		False	False	200	7885769	7885769		ADOG	I	.	.	7885769	protein_coding	gene_id "WBGene00010110"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00010110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0		1450	1602.0	WormBase	7884319	+	gene	False	N2HS_J2B_spl
7895364	7895364		False	False	500	7894864	7894864		ADOG	I	.	.	7894864	protein_coding	gene_id "WBGene00010111"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00010111	0	0	0	['WBGene00202233']	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0		5554	1261.0	WormBase	7889310	+	gene	False	N2HS_J2B_spl
7960358	7960358		False	False	200	7960158	7960158		ADOG	I	.	.	7960158	protein_coding	gene_id "WBGene00011919"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00011919	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0		1511	679.0	WormBase	7958647	+	gene	False	N2HS_J2B_spl
8109527	8109527		False	False	300	8109227	8109227		ADOG	I	.	.	8109227	protein_coding	gene_id "WBGene00005009"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00005009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0		5626	16574.0	WormBase	8103601	+	gene	False	N2HS_J2B_spl
8130291	8130291		False	False	200	8130091	8130091		ADOG	I	.	.	8130091	protein_coding	gene_id "WBGene00003136"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00003136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0		4290	3800.0	WormBase	8125801	+	gene	False	N2HS_J2B_spl
8136955	8136955		False	False	1000	8135955	8135955		ADOG	I	.	.	8135955	snoRNA	gene_id "WBGene00220106"; gene_source "WormBase"; gene_biotype "snoRNA";	WBGene00220106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0		115	11445.0	WormBase	8135840	+	gene	False	N2HS_J2B_spl
8398826	8398826		False	False	200	8398626	8398626		ADOG	I	.	.	8398626	protein_coding	gene_id "WBGene00003596"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00003596	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0		3898	292.0	WormBase	8394728	+	gene	False	N2HS_J2B_spl
8481092	8481092		False	False	1600	8479492	8479492		ADOG	I	.	.	8479492	ncRNA	gene_id "WBGene00202368"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00202368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0		53	1660.0	WormBase	8479439	+	gene	False	N2HS_J2B_spl
8482738	8482738		False	False	200	8482538	8482538		ADOG	I	.	.	8482538	protein_coding	gene_id "WBGene00008383"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00008383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0		1386	5080.0	WormBase	8481152	+	gene	False	N2HS_J2B_spl
8505866	8505866		False	False	300	8505566	8505566		ADOG	I	.	.	8505566	lincRNA	gene_id "WBGene00219598"; gene_source "WormBase"; gene_biotype "lincRNA";	WBGene00219598	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0		1572	8353.0	WormBase	8503994	+	gene	False	N2HS_J2B_spl
8766033	8766033		False	False	400	8765633	8765633		ADOG	I	.	.	8765633	protein_coding	gene_id "WBGene00003052"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00003052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0		2647	2692.0	WormBase	8762986	+	gene	False	N2HS_J2B_spl
8823837	8823837		False	False	200	8823637	8823637		ADOG	I	.	.	8823637	protein_coding	gene_id "WBGene00009458"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00009458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0		1449	16997.0	WormBase	8822188	+	gene	False	N2HS_J2B_spl
8868793	8868793		False	False	500	8868293	8868293		ADOG	I	.	.	8868293	protein_coding	gene_id "WBGene00010133"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00010133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0		1386	1416.0	WormBase	8866907	+	gene	False	N2HS_J2B_spl
8902494	8902494		False	False	700	8901794	8901794		ADOG	I	.	.	8901794	ncRNA	gene_id "WBGene00197585"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00197585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0		146	16058.0	WormBase	8901648	+	gene	False	N2HS_J2B_spl
9040826	9040826		False	False	700	9040126	9040126		ADOG	I	.	.	9040126	ncRNA	gene_id "WBGene00199640"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00199640	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0		136	1248.0	WormBase	9039990	+	gene	False	N2HS_J2B_spl
9091328	9091328		False	False	2100	9089228	9089228		ADOG	I	.	.	9089228	ncRNA	gene_id "WBGene00195613"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00195613	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0		216	6729.0	WormBase	9089012	+	gene	False	N2HS_J2B_spl
9167652	9167652		False	False	700	9166952	9166952		ADOG	I	.	.	9166952	protein_coding	gene_id "WBGene00001167"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00001167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0		3421	1480.0	WormBase	9163531	+	gene	False	N2HS_J2B_spl
9562637	9562637		False	False	200	9562437	9562437		ADOG	I	.	.	9562437	tRNA	gene_id "WBGene00014280"; gene_source "WormBase"; gene_biotype "tRNA";	WBGene00014280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0		84	9484.0	WormBase	9562353	+	gene	False	N2HS_J2B_spl
9578107	9578107		False	False	200	9577907	9577907		ADOG	I	.	.	9577907	protein_coding	gene_id "WBGene00009646"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00009646	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0		1550	7410.0	WormBase	9576357	+	gene	False	N2HS_J2B_spl
9707420	9707420		True	False	2000	9705420	9705420		ADOG	I	.	.	9705420	protein_coding	gene_id "WBGene00219286"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00219286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0		550	3191.0	WormBase	9704870	+	gene	False	N2HS_J2B_spl
9884567	9884567		False	False	800	9883767	9883767		ADOG	I	.	.	9883767	tRNA	gene_id "WBGene00014533"; gene_source "WormBase"; gene_biotype "tRNA";	WBGene00014533	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0		71	944.0	WormBase	9883696	+	gene	False	N2HS_J2B_spl
10016695	10016695		False	False	1200	10015495	10015495		ADOG	I	.	.	10015495	protein_coding	gene_id "WBGene00007274"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00007274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0		948	1283.0	WormBase	10014547	+	gene	False	N2HS_J2B_spl
10104126	10104126		False	False	500	10103626	10103626		ADOG	I	.	.	10103626	snoRNA	gene_id "WBGene00219788"; gene_source "WormBase"; gene_biotype "snoRNA";	WBGene00219788	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0		88	7356.0	WormBase	10103538	+	gene	False	N2HS_J2B_spl
10150188	10150188		False	False	300	10149888	10149888		ADOG	I	.	.	10149888	protein_coding	gene_id "WBGene00008885"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00008885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0		2563	5273.0	WormBase	10147325	+	gene	False	N2HS_J2B_spl
10406472	10406472		False	False	200	10406272	10406272		ADOG	I	.	.	10406272	ncRNA	gene_id "WBGene00199523"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00199523	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0		143	3030.0	WormBase	10406129	+	gene	False	N2HS_J2B_spl
10506838	10506838		False	False	200	10506638	10506638		ADOG	I	.	.	10506638	ncRNA	gene_id "WBGene00195405"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00195405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0		221	2328.0	WormBase	10506417	+	gene	False	N2HS_J2B_spl
10550676	10550676		False	False	800	10549876	10549876		ADOG	I	.	.	10549876	protein_coding	gene_id "WBGene00009117"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00009117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0		2155	2096.0	WormBase	10547721	+	gene	False	N2HS_J2B_spl
