GeneID	Length	X.Users.M.Google_Drive.Scripts.hs.worm.EMBO.Runion_with_normalization_compleete.Runion_TDP1_HS_and_bams_with_J2_normalization_and_total.BAMS.N2WT_INP_.bam	X.Users.M.Google_Drive.Scripts.hs.worm.EMBO.Runion_with_normalization_compleete.Runion_TDP1_HS_and_bams_with_J2_normalization_and_total.BAMS.N2HS_INP_.bam	X.Users.M.Google_Drive.Scripts.hs.worm.EMBO.Runion_with_normalization_compleete.Runion_TDP1_HS_and_bams_with_J2_normalization_and_total.BAMS.N2.J2.1_.bam	X.Users.M.Google_Drive.Scripts.hs.worm.EMBO.Runion_with_normalization_compleete.Runion_TDP1_HS_and_bams_with_J2_normalization_and_total.BAMS.N2.J2.2_.bam	X.Users.M.Google_Drive.Scripts.hs.worm.EMBO.Runion_with_normalization_compleete.Runion_TDP1_HS_and_bams_with_J2_normalization_and_total.BAMS.N2.J2.3_.bam	X.Users.M.Google_Drive.Scripts.hs.worm.EMBO.Runion_with_normalization_compleete.Runion_TDP1_HS_and_bams_with_J2_normalization_and_total.BAMS.N2HS_J2A_.bam	X.Users.M.Google_Drive.Scripts.hs.worm.EMBO.Runion_with_normalization_compleete.Runion_TDP1_HS_and_bams_with_J2_normalization_and_total.BAMS.N2HS_J2B_.bam
WBGene00015999	653	2	7	1	1	0	7	3
WBGene00199072	105	0	0	0	0	2	0	0
WBGene00200850	74	1	0	0	1	0	2	1
WBGene00044723	1594	2	9	1	4	1	8	5
WBGene00019659	1847	1	3	2	0	1	3	6
WBGene00019660	1848	6	3	2	5	1	14	8
WBGene00195864	90	0	2	0	0	0	1	0
WBGene00235287	10028	18	46	2	11	2	23	30
WBGene00021950	8959	165	152	114	117	121	152	137
WBGene00044460	1527	7	1	6	6	5	4	2
WBGene00044459	7716	89	60	114	107	107	74	73
WBGene00021951	2538	2	23	1	4	1	11	9
WBGene00197624	95	0	17	1	1	0	29	7
WBGene00196878	300	0	0	0	0	0	0	0
WBGene00194844	1938	11	97	1	2	3	65	79
WBGene00199691	95	0	0	0	0	1	0	0
WBGene00004824	8093	314	631	226	189	181	793	767
WBGene00235283	605	0	0	0	1	1	7	3
WBGene00220183	426	3	3	18	9	15	3	3
WBGene00202216	295	2	0	10	12	8	9	8
WBGene00021942	1538	28	41	11	8	9	79	87
WBGene00201199	87	0	1	0	0	0	0	1
WBGene00023183	78	7270	5926	4182	3736	4105	8994	6356
WBGene00196995	70	0	0	0	0	0	0	0
WBGene00196058	53	0	0	0	1	0	0	0
WBGene00196404	91	0	0	0	1	2	1	0
WBGene00019067	5208	15	9	9	13	5	11	10
WBGene00019068	5637	195	282	82	77	76	260	268
WBGene00043705	6117	199	208	552	448	594	384	423
WBGene00021925	2465	60	204	58	40	39	153	161
WBGene00021926	3652	453	1138	158	162	137	1283	1425
WBGene00194825	63	0	0	0	0	0	0	0
WBGene00021927	2238	25	6	16	16	13	50	37
WBGene00219762	1988	0	1	5	1	3	3	3
WBGene00021928	2338	24	76	13	15	6	62	76
WBGene00219399	2079	30	49	14	16	16	63	50
WBGene00021931	8831	31	73	11	15	12	150	189
WBGene00044462	1069	8	33	1	3	2	28	17
WBGene00005905	3359	3	0	3	1	1	4	5
WBGene00005904	3698	9	4	2	4	2	10	2
WBGene00016639	7984	3	18	5	12	3	12	10
WBGene00199664	112	0	0	0	0	0	0	0
WBGene00023256	73	4	0	1	0	0	3	0
WBGene00016798	848	1	1	0	0	0	2	4
WBGene00198147	57	0	0	0	0	0	0	0
WBGene00198533	107	0	0	0	0	1	1	0
WBGene00197287	75	0	0	0	0	0	0	0
WBGene00196875	53	0	0	0	0	0	0	0
WBGene00202019	59	0	1	0	0	0	0	0
WBGene00001104	2320	90	25	32	25	35	56	58
WBGene00023163	510	5	2	0	0	3	9	10
WBGene00001103	848	29	13	7	12	12	7	13
WBGene00044463	1955	4	62	2	5	5	23	16
WBGene00044908	2071	13	3	2	1	2	4	6
WBGene00009522	1098	16	8	16	17	14	43	21
WBGene00009523	1488	20	10	27	20	16	57	45
WBGene00009517	2596	11	7	9	4	3	12	6
WBGene00045037	313	1	0	0	0	0	1	0
WBGene00000678	1670	155	224	35	43	30	267	260
WBGene00023304	73	1	0	0	0	0	1	1
WBGene00000679	1410	10	33	6	6	0	21	17
WBGene00200943	57	0	0	0	0	0	1	0
WBGene00199889	115	0	7	0	0	0	0	0
WBGene00019052	1195	2	19	1	0	0	6	3
WBGene00219265	110	3	0	0	0	0	18	7
WBGene00023397	73	6	4	0	0	0	43	28
WBGene00022311	1968	13	7	3	5	3	13	13
WBGene00022312	1406	15	8	9	7	7	15	10
WBGene00235266	1495	8	2	7	3	1	14	6
WBGene00235267	1327	24	10	13	5	15	27	43
WBGene00000546	3768	64	41	29	26	22	46	31
WBGene00000547	10718	1300	2482	658	687	524	2230	2681
WBGene00022313	13211	67	88	49	43	42	81	72
WBGene00199030	46	0	0	0	0	0	0	0
WBGene00198503	225	0	0	0	0	0	0	0
WBGene00197920	300	0	0	0	0	2	3	0
WBGene00044719	1118	25	5	5	10	8	10	10
WBGene00019369	3356	8	11	1	1	2	5	7
WBGene00201161	150	0	0	0	0	0	0	0
WBGene00021521	1870	13	6	12	16	16	18	38
WBGene00199574	62	0	0	0	0	0	0	0
WBGene00219752	209	0	0	0	0	0	1	0
WBGene00003297	21	1	0	3	2	4	2	0
WBGene00220154	356	11	1	19	12	22	7	8
WBGene00021524	5440	10	6	6	14	15	26	14
WBGene00197111	150	0	1	0	0	0	1	0
WBGene00044293	945	5	12	1	0	0	16	8
WBGene00021509	9378	83	58	165	141	131	123	88
WBGene00021510	6286	145	107	221	223	218	718	456
WBGene00198094	148	5	0	2	4	4	2	1
WBGene00021410	1957	63	84	36	34	42	99	99
WBGene00004913	10063	20	51	36	23	26	68	65
WBGene00198204	55	0	0	0	0	0	0	1
WBGene00201394	149	1	7	0	2	0	6	8
WBGene00198086	59	3	7	0	0	0	2	2
WBGene00195510	198	1	8	0	1	0	1	1
WBGene00196527	117	0	10	0	0	0	2	2
WBGene00022298	2244	36	160	17	14	10	37	44
WBGene00022303	1005	9	6	2	2	0	7	3
WBGene00019874	1234	2	6	1	1	0	1	1
WBGene00202224	150	0	0	0	0	0	1	0
WBGene00044649	7962	16	9	16	33	34	46	25
WBGene00219423	2654	27	11	95	101	98	33	20
WBGene00000487	7550	11	34	1	5	6	32	32
WBGene00001729	2708	7	77	1	2	3	14	7
WBGene00235274	2381	17	3	5	4	12	19	10
WBGene00016920	2626	28	18	4	5	4	49	47
WBGene00001557	8513	14	22	10	9	7	26	13
WBGene00219665	580	1	2	0	0	1	8	1
WBGene00016919	7375	39	48	71	72	88	50	56
WBGene00195956	78	0	1	0	0	0	0	0
WBGene00202203	82	0	0	1	0	0	2	2
WBGene00235277	226	1	22	2	2	2	6	8
WBGene00202285	54	0	0	0	0	0	0	0
WBGene00019785	4787	280	50	44	42	38	45	36
WBGene00019787	11314	478	895	282	253	240	936	1021
WBGene00199100	65	0	0	0	0	0	0	0
WBGene00021416	2095	8	4	3	3	3	9	16
WBGene00006920	6749	2302	5019	728	639	597	3110	3337
WBGene00198080	99	1	0	0	1	0	1	0
WBGene00165356	21	0	0	0	0	0	0	0
WBGene00021417	2515	46	6	5	8	4	3	0
WBGene00021418	817	85	98	47	47	19	91	127
WBGene00197069	149	13	2	0	1	1	6	3
WBGene00200383	63	0	0	0	0	0	0	0
WBGene00199427	63	0	0	0	0	0	0	0
WBGene00021428	3164	18	2	1	12	9	35	11
WBGene00021430	12896	104573	75260	3827	3974	3064	30064	28607
WBGene00197721	58	0	0	0	0	0	0	0
WBGene00000402	26901	259	147	153	127	141	246	298
WBGene00195361	53	0	0	0	0	0	2	0
WBGene00197723	76	0	8	0	0	0	47	47
WBGene00022093	3287	70	91	32	23	22	87	95
WBGene00175009	21	0	0	0	0	0	0	1
WBGene00022094	1772	3	3	3	1	1	5	2
WBGene00235341	419	3	4	2	2	2	1	0
WBGene00022095	292	6	0	0	0	0	0	0
WBGene00165490	21	0	0	0	1	0	0	1
WBGene00022096	2548	42	25	33	47	44	132	112
WBGene00022097	2652	1	2	0	2	0	8	3
WBGene00003595	2140	26	9	8	24	15	27	28
WBGene00022100	13620	11065	2665	1232	1159	1061	18088	9895
WBGene00195990	221	1	2	0	0	3	1	0
WBGene00022377	1918	10	3	8	2	8	15	15
WBGene00044651	8711	1205	2696	916	839	737	2919	3559
WBGene00022382	1433	307	14177	68	89	57	8061	11027
WBGene00050885	1097	67	89	31	34	18	212	232
WBGene00220216	261	11	1	50	66	39	90	58
WBGene00022379	2668	78	65	93	121	110	293	292
WBGene00198581	69	0	0	0	0	0	0	0
WBGene00021876	6072	759	1287	764	661	660	1591	2207
WBGene00021877	5612	375	760	283	297	246	684	776
WBGene00045397	1513	44	34	47	39	35	103	84
WBGene00199591	92	0	0	0	0	0	0	0
WBGene00023182	72	0	0	0	0	0	5	5
WBGene00201830	87	0	0	0	0	0	5	4
WBGene00021878	5166	64	53	47	45	44	30	32
WBGene00171446	21	0	0	0	0	0	0	1
WBGene00044491	1211	15	3	4	3	7	10	7
WBGene00021880	784	18	3	3	9	1	4	2
WBGene00044492	2603	29	39	8	11	5	12	17
WBGene00021881	9237	54	28	46	48	40	41	32
WBGene00021882	18400	1934	1283	1385	1241	1275	2113	2094
WBGene00195623	202	0	0	0	0	0	1	1
WBGene00021885	3671	30	20	10	10	11	20	4
WBGene00021889	1873	8	12	1	3	1	6	5
WBGene00002243	14097	85	83	48	57	50	110	119
WBGene00195988	52	0	0	0	0	2	0	0
WBGene00196817	104	1	4	0	0	2	2	1
WBGene00021890	9470	1173	1832	1577	1430	1477	2865	3590
WBGene00200823	149	1	0	0	6	5	4	2
WBGene00021891	609	6	0	7	9	9	10	14
WBGene00021892	2783	10	130	32	21	24	507	436
WBGene00200607	268	1	7	0	0	1	1	0
WBGene00021893	5540	75	441	37	31	37	110	108
WBGene00022069	17525	23360	50276	20369	18990	16112	66626	69749
WBGene00235353	603	27	13	65	58	59	49	63
WBGene00022070	843	9	33	1	3	3	10	5
WBGene00022071	1367	12	16	5	8	4	25	17
WBGene00235279	6174	8717	14	259	265	153	660	258
WBGene00198247	150	0	0	0	0	0	0	0
WBGene00003153	29991	6715	12109	6599	6081	5753	13401	15432
WBGene00201211	150	0	0	0	0	0	0	2
WBGene00022061	2665	16	3	8	7	8	11	15
WBGene00022063	2566	23	17	13	12	16	20	27
WBGene00022062	5483	9	16	9	10	4	11	8
WBGene00219764	2249	2	3	1	0	4	5	4
WBGene00004240	6024	107	381	49	47	37	132	238
WBGene00201731	79	0	14	3	0	2	9	18
WBGene00022060	1281	45	51	26	24	23	157	178
WBGene00003363	95	0	2	0	1	0	0	3
WBGene00020832	1522	3	9	2	1	4	16	11
WBGene00044469	1274	42	42	21	21	16	84	98
WBGene00020833	3871	47	35	44	32	45	64	62
WBGene00198565	111	0	3	0	2	0	1	1
WBGene00001548	6453	39	31	33	38	18	52	29
WBGene00021090	900	1	0	4	2	1	20	3
WBGene00018326	2165	37	28	8	11	7	32	33
WBGene00001999	1941	3965	7329	1855	1511	1355	6862	7356
WBGene00018329	1162	4	18	1	1	1	5	0
WBGene00195284	90	0	0	0	0	0	0	0
WBGene00015251	1199	191	213	100	75	85	308	416
WBGene00015252	2038	2	1	1	1	2	6	1
WBGene00001119	2543	36	46	12	13	13	46	29
WBGene00015416	2795	10	10	2	1	0	3	2
WBGene00198367	203	5	0	1	0	0	1	1
WBGene00195067	401	0	0	0	1	0	1	0
WBGene00219646	2161	3	7	3	4	0	8	2
WBGene00015417	616	1	0	0	0	0	1	0
WBGene00017281	1899	18	25	12	10	10	25	10
WBGene00023302	1493	2	3	2	2	0	1	0
WBGene00219706	366	1	0	2	0	0	1	0
WBGene00019050	1221	1	0	0	1	1	0	0
WBGene00023481	1841	0	0	1	1	0	0	0
WBGene00023303	903	0	3	1	3	1	1	1
WBGene00023475	1579	1	3	0	0	0	2	0
WBGene00015656	1620	5	19	0	0	4	5	1
WBGene00023474	1850	3	4	0	0	2	0	2
WBGene00023476	454	1	0	3	0	0	1	1
WBGene00044470	1145	2	32	1	0	2	4	2
WBGene00023234	75	0	0	0	0	0	0	0
WBGene00015658	4827	678	1018	462	397	399	1795	2409
WBGene00197241	91	3	1	0	0	1	1	1
WBGene00015038	3973	23	35	5	7	8	24	28
WBGene00003889	6342	357	25	28	51	38	254	64
WBGene00235357	727	11	36	10	7	3	3	12
WBGene00021376	1940	139	336	73	75	54	256	259
WBGene00021377	4593	405	744	164	157	114	865	901
WBGene00021378	644	227	567	34	41	41	252	267
WBGene00021379	668	13	3	0	1	1	18	14
WBGene00021380	1667	5	4	6	4	1	7	2
WBGene00021381	2917	58	13	39	19	24	17	13
WBGene00000481	10764	82	76	69	48	68	101	84
WBGene00006756	6439	53	35	48	41	55	72	59
WBGene00197099	139	1	0	0	0	0	0	0
WBGene00195049	912	1	0	0	0	0	1	1
WBGene00021362	9827	162	128	90	74	63	243	195
WBGene00198320	132	1	0	0	0	1	1	2
WBGene00006334	72	3	1	2	5	1	19	9
WBGene00021363	7273	1237	2534	699	637	583	2404	2601
WBGene00021364	851	3	9	1	0	6	1	1
WBGene00195010	587	3	2	2	0	1	0	2
WBGene00197370	52	1	0	0	0	0	1	0
WBGene00021367	7009	422	696	275	249	225	790	741
WBGene00021366	2576	316	759	130	97	89	677	769
WBGene00021370	3073	132	94	73	55	54	155	162
WBGene00021371	1353	47	60	37	60	29	44	44
WBGene00021373	2808	9	11	4	5	2	9	3
WBGene00219715	1325	26	23	20	16	23	30	44
WBGene00044690	488	24	97	9	13	12	34	71
WBGene00019726	11459	1354	2220	802	663	638	2135	2479
WBGene00000287	5620	38	23	25	13	8	29	19
WBGene00200095	142	0	1	0	0	0	3	0
WBGene00165382	21	0	0	0	0	0	0	0
WBGene00196154	266	2	1	1	0	0	1	1
WBGene00202376	241	0	5	0	0	0	2	4
WBGene00196185	215	5	0	0	1	0	0	1
WBGene00000009	2914	22	14	11	7	7	28	24
WBGene00018146	2963	207	77	105	91	89	104	117
WBGene00018148	2641	10	9	7	5	11	16	10
WBGene00044292	373	0	7	0	1	1	2	1
WBGene00044473	381	1	7	0	0	2	1	0
WBGene00235359	336	6	7	1	1	1	0	4
WBGene00235285	399	1	0	0	1	1	0	0
WBGene00021580	1444	0	0	0	0	0	20	37
WBGene00168377	21	0	0	0	0	0	0	0
WBGene00021579	2276	76	4	12	27	23	11	9
WBGene00005430	1587	1	4	1	0	1	5	3
WBGene00018549	591	1	1	0	0	0	1	2
WBGene00044691	731	1	2	3	1	0	2	2
WBGene00235115	535	1	0	0	0	0	3	0
WBGene00018550	583	0	1	0	1	0	3	4
WBGene00219377	574	4	0	2	4	1	5	8
WBGene00018551	555	11	8	1	1	2	26	8
WBGene00020929	2372	22	25	9	10	10	27	13
WBGene00006951	1591	38	24	17	19	18	83	77
WBGene00020981	1658	158	42	97	83	87	74	119
WBGene00219741	1793	7	32	2	4	0	7	6
WBGene00020983	1392	3	4	1	2	0	9	12
WBGene00016437	1283	9	4	7	3	5	10	7
WBGene00195006	776	2	5	1	2	1	13	6
WBGene00023249	73	1	0	0	0	0	7	1
WBGene00201546	71	0	0	0	0	0	0	0
WBGene00044477	1944	4	3	3	7	2	4	14
WBGene00235365	164	1	3	1	0	0	1	4
WBGene00235364	159	0	4	2	0	0	1	8
WBGene00235366	111	0	8	1	0	0	1	5
WBGene00018645	940	18	138	8	13	3	125	96
WBGene00018646	1825	9	27	0	3	1	37	50
WBGene00018647	2233	17	697	6	12	7	133	214
WBGene00018648	4129	36	666	13	21	13	460	613
WBGene00235367	356	2	1	0	0	0	7	3
WBGene00018649	720	2	7	0	1	0	6	4
WBGene00018650	715	2	4	0	4	0	14	0
WBGene00235368	679	19	5	0	3	0	1	2
WBGene00018651	749	0	7	1	2	0	1	0
WBGene00018652	1286	12	13	1	6	10	8	4
WBGene00023288	1030	4	2	0	2	0	3	4
WBGene00195048	794	0	10	1	0	0	7	11
WBGene00019534	650	1	1	1	3	2	27	21
WBGene00019441	2993	496	857	212	197	180	1092	1143
WBGene00044478	523	25	7	6	14	11	26	17
WBGene00003938	4875	8	3	1	1	2	10	5
WBGene00235371	813	0	1	0	0	0	1	1
WBGene00044093	958	1	4	1	1	0	0	1
WBGene00044092	2090	8	8	2	4	1	9	7
WBGene00017935	1160	1	0	1	0	0	4	1
WBGene00017936	2667	67	29	23	18	10	72	39
WBGene00219684	236	1	0	0	0	0	0	0
WBGene00170053	21	0	0	0	0	0	1	0
WBGene00219689	542	1	0	4	3	1	1	9
WBGene00174173	21	0	1	0	0	0	1	1
WBGene00219688	381	7	1	1	1	3	12	5
WBGene00018086	665	0	3	2	1	1	3	2
WBGene00219497	655	0	0	0	0	0	0	0
WBGene00165376	21	0	0	0	0	0	0	0
WBGene00003668	3535	47	30	31	21	22	94	70
WBGene00171091	21	0	0	0	0	0	0	0
WBGene00005715	3030	7	35	3	0	2	22	18
WBGene00017488	515	6	13	1	0	1	23	28
WBGene00017489	5464	53	98	26	24	19	160	57
WBGene00166460	21	0	0	0	0	0	0	0
WBGene00165247	21	0	0	0	0	0	0	0
WBGene00166994	21	0	0	0	0	0	0	0
WBGene00170400	21	0	1	0	0	0	0	0
WBGene00168459	21	1	0	0	0	0	0	0
WBGene00020973	2681	22	65	23	16	14	83	96
WBGene00020977	4202	11	15	7	9	7	16	11
WBGene00021283	1147	15	21	15	18	14	12	14
WBGene00021284	522	9	29	7	3	3	9	10
WBGene00021285	234	2	1	0	2	1	4	2
WBGene00006228	2070	2	5	1	0	0	4	4
WBGene00169107	21	0	0	0	0	0	0	2
WBGene00019952	1505	10	11	11	7	8	26	30
WBGene00019956	1362	36	19	18	20	21	23	29
WBGene00019953	3478	2886	9023	1558	1532	1253	6866	8841
WBGene00197297	225	0	1	0	0	0	8	3
WBGene00196245	70	0	1	0	0	0	0	0
WBGene00019954	165	3	6	1	1	1	6	10
WBGene00201396	61	0	1	0	0	0	0	0
WBGene00019718	1883	42	70	14	11	15	109	99
WBGene00196280	122	3	41	1	2	0	8	11
WBGene00019720	3072	55	51	26	19	25	36	27
WBGene00196454	102	0	0	0	0	0	0	0
WBGene00022675	17697	178	276	143	124	137	91	115
WBGene00195011	285	2	0	0	0	2	3	3
WBGene00201238	137	0	2	1	0	0	2	1
WBGene00022680	4863	116	21	52	47	48	73	40
WBGene00199956	121	2	0	0	0	0	0	0
WBGene00235278	1407	6	9	1	1	1	2	1
WBGene00022683	1653	40	21	21	26	19	40	34
WBGene00044480	1900	1	11	1	2	0	6	1
WBGene00198405	149	0	1	0	0	0	0	0
WBGene00044481	4150	108	156	43	31	38	129	163
WBGene00195735	150	0	6	0	2	0	0	0
WBGene00017902	1426	23	9	10	9	10	5	4
WBGene00196195	265	1	5	0	2	1	0	0
WBGene00195393	118	0	0	0	1	0	0	0
WBGene00196259	150	3	0	0	0	2	1	0
WBGene00195461	95	0	0	1	0	0	0	0
WBGene00199446	131	0	0	0	0	0	0	0
WBGene00202272	150	0	0	0	1	0	1	0
WBGene00197376	326	0	0	0	0	0	0	0
WBGene00200207	227	0	3	0	0	0	0	0
WBGene00000684	1479	64	141	10	25	12	71	48
WBGene00017597	27520	131	100	129	107	159	176	179
WBGene00000685	2008	43	56	20	16	14	67	64
WBGene00197470	150	0	0	0	0	0	2	2
WBGene00197420	118	0	2	0	0	0	0	0
WBGene00199843	113	2	2	0	0	0	2	1
WBGene00220012	125	1	0	11	9	10	5	9
WBGene00006968	1764	614	1307	279	241	204	1076	1217
WBGene00195021	19	0	2	0	0	0	2	1
WBGene00169528	21	0	0	0	0	0	0	0
WBGene00017120	2008	11	27	6	6	5	62	49
WBGene00021204	1959	26	3	15	12	9	22	16
WBGene00021205	1662	131	162	60	54	39	328	279
WBGene00170206	21	0	0	0	0	0	0	0
WBGene00200356	150	0	0	0	0	0	0	0
WBGene00235374	855	2	1	0	2	0	3	1
WBGene00003694	4460	465	36	60	73	57	81	84
WBGene00166120	21	0	0	0	0	0	0	1
WBGene00168036	21	0	0	0	0	0	0	1
WBGene00001324	6177	968	841	1005	829	772	2464	2900
WBGene00019163	2551	2232	4724	1056	1014	796	4789	5989
WBGene00165633	21	0	0	0	0	0	0	0
WBGene00174740	21	0	1	0	0	1	0	1
WBGene00165719	21	0	1	0	0	1	0	1
WBGene00174108	21	0	0	0	0	0	0	0
WBGene00194834	318	1	9	0	1	0	0	0
WBGene00019164	3744	292	368	133	88	95	243	238
WBGene00165480	21	0	2	0	0	1	0	1
WBGene00019165	1794	30	13	6	4	5	5	7
WBGene00019166	19041	340	218	184	176	169	266	302
WBGene00050280	21	0	0	0	0	0	0	0
WBGene00173750	21	0	0	0	0	0	0	0
WBGene00170218	21	0	0	0	0	0	0	0
WBGene00171567	21	0	0	0	0	0	0	0
WBGene00047814	21	0	0	0	0	0	0	0
WBGene00171596	21	0	0	0	0	0	0	12
WBGene00167816	21	0	0	0	0	0	0	0
WBGene00167397	21	0	0	0	0	0	0	0
WBGene00170563	21	0	0	0	0	0	0	1
WBGene00021195	1894	16	3	0	1	0	6	4
WBGene00021196	1783	11	18	3	1	3	3	4
WBGene00235375	1001	3	3	2	1	1	3	0
WBGene00021197	1122	55	28	5	4	7	24	22
WBGene00197810	67	0	1	0	0	0	0	0
WBGene00174786	21	0	0	0	0	0	0	0
WBGene00006216	2682	4	9	5	2	4	21	16
WBGene00171155	21	0	0	0	0	0	0	0
WBGene00006219	2038	4	2	1	0	1	5	1
WBGene00172864	21	0	0	0	0	0	0	1
WBGene00167971	21	0	0	0	0	0	0	0
WBGene00006218	2437	2	5	1	1	1	4	2
WBGene00174813	21	0	0	0	0	0	1	0
WBGene00168020	21	0	0	0	0	0	0	0
WBGene00171924	21	0	0	0	0	0	0	0
WBGene00168615	21	0	0	0	0	0	0	0
WBGene00171285	21	0	0	0	0	0	0	0
WBGene00171629	21	0	0	0	0	0	0	0
WBGene00049295	21	1	0	0	0	0	1	0
WBGene00167240	21	0	2	0	0	0	0	0
WBGene00173706	21	0	2	0	0	0	0	0
WBGene00050518	21	0	0	0	0	0	0	1
WBGene00167827	21	0	0	0	0	0	0	1
WBGene00171748	21	0	0	0	0	0	1	0
WBGene00169675	21	0	0	0	0	0	0	0
WBGene00170318	21	0	0	0	0	0	0	0
WBGene00171685	21	0	0	0	0	0	0	0
WBGene00206375	113	75419	35468	20910	30010	13369	11026	7680
WBGene00048484	21	0	0	0	0	0	0	0
WBGene00169232	21	0	0	0	0	0	0	0
WBGene00166941	21	0	0	0	0	0	0	0
WBGene00020351	474	4	4	0	1	1	5	8
WBGene00171695	21	0	0	0	0	0	0	0
WBGene00165559	21	0	0	0	0	0	0	0
WBGene00172434	21	0	0	0	0	0	0	1
WBGene00168661	21	0	0	0	0	0	0	0
WBGene00046636	21	0	0	0	0	0	0	0
WBGene00168016	21	0	0	0	0	0	0	0
WBGene00174315	21	0	0	0	0	0	0	1
WBGene00020352	2674	15	11	9	6	6	24	22
WBGene00049503	21	0	0	0	0	0	0	0
WBGene00174596	21	0	0	0	0	0	0	0
WBGene00006206	1640	2	3	0	2	1	1	0
WBGene00169250	21	0	0	0	0	0	0	0
WBGene00167151	21	0	0	0	0	0	0	0
WBGene00049028	21	4	0	0	0	0	0	0
WBGene00169336	21	0	0	0	0	0	0	0
WBGene00167557	21	0	0	0	0	0	0	0
WBGene00021184	1461	2	10	0	1	0	0	0
WBGene00168719	21	0	0	0	0	0	0	0
WBGene00171542	21	0	0	0	0	0	0	0
WBGene00166287	21	0	0	0	0	0	0	0
WBGene00021179	1357	0	5	0	0	0	10	6
WBGene00169398	21	0	0	0	0	0	0	0
WBGene00174608	21	0	0	0	0	0	0	0
WBGene00174564	21	0	0	0	0	0	0	0
WBGene00166770	21	0	0	0	0	0	1	0
WBGene00165655	21	0	0	0	0	0	0	0
WBGene00167296	21	0	0	0	0	0	0	0
WBGene00046448	21	0	0	0	0	0	0	0
WBGene00165049	21	0	0	0	0	0	0	0
WBGene00167063	21	0	0	0	0	0	0	0
