GeneID	Length	X.Users.M.Google_Drive.Scripts.hs.worm.EMBO.Runion_with_normalization_compleete.Runion_TDP1_HS_and_bams_with_J2_normalization_and_total.BAMS.N2WT_INP_.bam	X.Users.M.Google_Drive.Scripts.hs.worm.EMBO.Runion_with_normalization_compleete.Runion_TDP1_HS_and_bams_with_J2_normalization_and_total.BAMS.N2HS_INP_.bam	X.Users.M.Google_Drive.Scripts.hs.worm.EMBO.Runion_with_normalization_compleete.Runion_TDP1_HS_and_bams_with_J2_normalization_and_total.BAMS.N2.J2.1_.bam	X.Users.M.Google_Drive.Scripts.hs.worm.EMBO.Runion_with_normalization_compleete.Runion_TDP1_HS_and_bams_with_J2_normalization_and_total.BAMS.N2.J2.2_.bam	X.Users.M.Google_Drive.Scripts.hs.worm.EMBO.Runion_with_normalization_compleete.Runion_TDP1_HS_and_bams_with_J2_normalization_and_total.BAMS.N2.J2.3_.bam	X.Users.M.Google_Drive.Scripts.hs.worm.EMBO.Runion_with_normalization_compleete.Runion_TDP1_HS_and_bams_with_J2_normalization_and_total.BAMS.N2HS_J2A_.bam	X.Users.M.Google_Drive.Scripts.hs.worm.EMBO.Runion_with_normalization_compleete.Runion_TDP1_HS_and_bams_with_J2_normalization_and_total.BAMS.N2HS_J2B_.bam
WBGene00235261	162	9	3	2	4	2	4	1
WBGene00235262	105	0	0	3	0	2	1	0
WBGene00201447	52	1	2	3	5	3	0	2
WBGene00006599	18741	615	232	383	325	345	402	482
WBGene00017927	398	4	1	4	6	7	4	9
WBGene00023277	2820	12	21	1	7	10	19	11
WBGene00196821	129	0	0	0	0	0	0	0
WBGene00017926	910	818	1381	194	181	187	1187	1459
WBGene00023019	73	46	15	0	3	5	45	11
WBGene00197291	117	0	1	0	0	0	2	2
WBGene00199863	70	0	0	0	0	0	0	0
WBGene00021398	875	164	7	65	76	78	21	17
WBGene00219750	1500	9	0	56	44	55	76	47
WBGene00021397	1985	39	12	27	15	24	30	30
WBGene00021396	4904	60	71	48	39	45	67	70
WBGene00198224	141	0	1	0	1	0	0	0
WBGene00021395	7598	355	429	256	196	217	361	448
WBGene00021402	2490	417	867	343	272	290	858	975
WBGene00000815	7842	1225	2477	713	602	536	2241	2447
WBGene00044736	1941	69	65	82	63	80	90	127
WBGene00195063	2811	283	1311	136	120	94	351	530
WBGene00021394	9202	685	310	764	699	657	1440	1511
WBGene00021401	2304	149	153	71	68	68	509	401
WBGene00019819	6812	1513	465	389	320	334	1215	820
WBGene00020651	1875	214	30	29	27	28	157	138
WBGene00020650	2693	8	89	4	3	1	13	8
WBGene00003362	94	0	0	0	0	2	0	1
WBGene00020649	5371	717	114	693	597	600	313	431
WBGene00206487	3566	136	406	50	55	43	193	239
WBGene00019300	3728	166	183	55	48	68	300	270
WBGene00198707	102	4	4	0	0	0	0	0
WBGene00200120	89	0	0	0	0	0	1	0
WBGene00017578	5569	186	216	109	109	84	218	227
WBGene00017577	3563	4	10	2	8	0	14	8
WBGene00017576	19348	110	321	128	139	132	300	266
WBGene00044789	1251	1483	1998	1013	938	871	1464	2084
WBGene00020300	650	450	2889	117	87	105	416	565
WBGene00020298	2647	521	397	237	170	162	1238	1286
WBGene00020297	2675	3693	2135	2230	1940	1760	6035	7032
WBGene00001666	3652	12	6	12	5	12	58	34
WBGene00219270	111	3	0	7	6	7	2	3
WBGene00020299	4785	34	24	45	44	52	118	128
WBGene00022046	1933	1580	4189	623	468	500	1978	2323
WBGene00022045	799	109	245	23	16	20	224	235
WBGene00022044	2763	396	745	214	178	183	1014	1117
WBGene00235264	329	0	0	1	1	0	0	1
WBGene00019772	1374	23	21	5	11	6	28	32
WBGene00201763	150	0	0	0	0	0	0	0
WBGene00021010	1828	14	8	8	5	8	7	0
WBGene00001625	3569	19	6	6	4	4	7	13
WBGene00199193	88	0	0	0	0	0	0	0
WBGene00018924	4930	16	45	12	7	6	16	5
WBGene00201760	138	0	0	0	0	0	0	0
WBGene00198589	191	1	0	0	0	2	1	2
WBGene00001165	8843	186	772	112	85	99	398	445
WBGene00001579	10855	1212	2842	895	805	750	2355	2478
WBGene00015995	1422	0	1	1	1	0	2	0
WBGene00015994	1905	53	12	17	13	11	6	11
WBGene00044457	1908	18	2	11	4	3	15	23
WBGene00000676	1433	71	40	8	7	9	99	48
WBGene00002140	7667	25	34	13	12	12	29	28
WBGene00015993	5382	746	234	21	26	10	226	100
WBGene00015497	6418	135	49	145	155	167	210	232
WBGene00019665	2330	43	30	19	14	24	82	92
WBGene00019664	3252	673	1006	109	114	102	1129	1067
WBGene00019663	1393	145	43	45	50	33	215	246
WBGene00019662	1266	0	2	2	2	0	10	15
WBGene00044458	613	0	0	2	1	0	2	2
WBGene00019661	1556	20	20	14	13	8	62	82
WBGene00023038	72	9	1	1	0	0	9	4
WBGene00018256	3840	54	192	31	18	17	95	79
WBGene00021949	1075	3	5	1	2	1	6	0
WBGene00219763	543	0	0	1	0	0	2	1
WBGene00021948	16642	139	167	65	61	57	157	147
WBGene00021947	3164	7	6	6	4	4	10	5
WBGene00001788	1733	9	58	0	6	2	15	16
WBGene00018933	1195	4	60	1	3	3	29	22
WBGene00018932	3428	429	552	99	83	86	1234	1192
WBGene00018931	5399	263	26	25	14	21	48	39
WBGene00197041	64	0	0	0	0	1	2	0
WBGene00200616	63	0	2	0	0	0	0	0
WBGene00018930	2781	36	22	68	53	88	28	18
WBGene00001154	2900	532	710	254	242	285	1898	2151
WBGene00021935	3730	294	387	151	136	128	776	817
WBGene00185088	1135	64	79	39	38	41	150	192
WBGene00199601	95	0	0	0	1	0	1	1
WBGene00044742	968	63	56	36	22	31	96	122
WBGene00023184	72	38	0	0	0	0	3	10
WBGene00021941	2970	32	1	31	17	22	30	13
WBGene00044757	1174	29	2	7	5	6	14	8
WBGene00021939	17398	229	1142	156	131	130	318	318
WBGene00021938	7120	582	2184	274	241	240	1255	1404
WBGene00007007	4855	367	878	220	186	154	737	851
WBGene00016649	1376	172	409	108	102	72	312	493
WBGene00045301	1781	90	213	69	74	56	99	173
WBGene00016648	1376	181	442	110	111	70	320	521
WBGene00045300	1782	98	213	74	76	59	103	184
WBGene00016647	1376	181	442	110	111	70	320	521
WBGene00045299	1782	95	212	72	76	59	102	182
WBGene00016646	1376	173	411	109	103	74	313	498
WBGene00045298	1782	84	260	68	77	56	91	163
WBGene00019073	1376	180	440	110	110	68	319	517
WBGene00019072	3753	109	234	86	90	64	119	214
WBGene00019070	819	9	66	12	4	4	20	25
WBGene00019069	14732	49	212	72	58	48	137	125
WBGene00004047	24941	1631	1302	1181	1061	951	4282	4240
WBGene00021924	6109	703	410	603	435	556	3019	3169
WBGene00021922	2449	424	641	118	104	89	924	1092
WBGene00021921	6935	848	890	506	484	382	2648	2495
WBGene00194822	61	0	0	0	0	0	0	0
WBGene00194823	61	0	0	0	1	0	0	0
WBGene00194824	64	0	0	0	0	0	0	0
WBGene00194826	64	0	0	0	0	0	0	0
WBGene00021920	731	309	527	87	80	65	369	494
WBGene00196098	123	0	0	0	0	0	0	1
WBGene00021933	2179	246	167	77	82	58	980	863
WBGene00021932	5528	248	155	101	80	109	388	412
WBGene00016637	314	1	140	2	0	1	503	562
WBGene00003893	3461	4067	13838	1485	1456	1239	8628	12299
WBGene00202064	112	0	0	0	0	0	0	0
WBGene00200465	112	0	0	0	0	0	1	0
WBGene00219437	1321	4	0	3	4	2	3	1
WBGene00016796	7105	468	222	345	270	382	1602	1755
WBGene00022426	4816	340	514	190	164	128	848	991
WBGene00022428	4013	150	94	125	129	82	499	536
WBGene00007020	5179	216	90	155	138	169	545	482
WBGene00021123	1938	21	19	29	25	19	89	104
WBGene00021122	1487	5	0	2	0	2	8	4
WBGene00021121	1710	38	119	15	11	20	40	48
WBGene00021120	916	3	1	0	2	1	3	3
WBGene00009524	1640	14	1	0	1	1	7	1
WBGene00009519	610	4	1	2	2	0	0	0
WBGene00045003	114	0	0	0	0	0	0	0
WBGene00009520	2389	1	6	8	6	4	4	4
WBGene00009526	3351	24	29	11	21	14	77	146
WBGene00009525	621	1	3	0	0	3	1	1
WBGene00009515	7560	67	27	49	44	46	59	39
WBGene00007476	1227	126	262	37	35	21	332	347
WBGene00022425	7271	1156	1126	524	486	474	3107	3202
WBGene00018778	18076	3438	10873	1839	1717	1482	5404	6545
WBGene00018777	10215	405	542	243	198	225	970	1113
WBGene00019054	1646	3	1	2	1	1	1	0
WBGene00019053	1120	0	0	1	0	2	0	0
WBGene00004338	5662	395	433	103	98	91	1433	1370
WBGene00166535	21	2	4	0	0	0	15	4
WBGene00023305	72	3	0	0	1	0	0	1
WBGene00022423	13494	259	203	388	341	353	639	745
WBGene00198926	56	0	0	0	0	0	2	1
WBGene00022314	1590	22	1	10	9	8	13	12
WBGene00199927	52	0	0	0	0	0	0	0
WBGene00002180	842	226	265	44	55	55	360	411
WBGene00022308	723	3	1	2	0	2	6	3
WBGene00022307	2447	282	777	141	153	143	527	764
WBGene00023393	73	0	1	0	0	0	1	0
WBGene00220213	94	7	14	4	0	0	154	134
WBGene00044464	4477	9	26	4	2	1	25	14
WBGene00019368	4706	942	216	372	348	291	475	661
WBGene00019367	2882	8	4	3	3	0	17	8
WBGene00195474	150	0	0	0	0	0	0	1
WBGene00000681	994	114	423	35	53	42	562	520
WBGene00044073	2242	37	21	28	29	25	47	61
WBGene00016425	1816	41	43	21	19	13	83	65
WBGene00016424	1982	32	19	15	15	9	60	47
WBGene00021520	1581	8	25	12	13	16	21	21
WBGene00021519	1708	7	4	1	1	2	14	13
WBGene00021518	1893	106	52	21	21	21	111	158
WBGene00021517	3636	9	5	2	3	1	12	5
WBGene00021516	1803	35	27	16	7	9	14	21
WBGene00000416	4305	580	576	523	411	492	1773	2077
WBGene00021515	2625	155	127	127	111	127	201	257
WBGene00021514	3190	1462	4852	616	650	524	1103	1613
WBGene00001105	2680	45	94	18	23	20	52	79
WBGene00003712	2870	98	65	50	38	48	119	99
WBGene00045255	3784	27	13	22	24	19	50	46
WBGene00021525	1307	35	54	15	16	12	30	25
WBGene00021513	3596	19	27	4	5	5	30	37
WBGene00004497	321	1348	545	275	241	209	4797	4614
WBGene00021512	9596	1021	4681	593	543	502	2441	2734
WBGene00220155	133	1	0	1	0	0	23	5
WBGene00021511	3504	7	9	2	5	2	12	19
WBGene00200640	80	0	0	0	0	0	0	0
WBGene00044618	2922	11	11	3	3	1	8	13
WBGene00019538	1396	8	7	3	4	5	13	20
WBGene00019537	863	1974	1925	499	547	437	3353	3387
WBGene00019536	2901	10	14	15	5	6	55	47
WBGene00195004	1836	2	42	8	6	5	11	7
WBGene00021506	5759	1121	4868	713	579	574	3671	3919
WBGene00021505	1927	67	68	41	38	44	35	52
WBGene00000682	1047	19	49	12	11	10	41	11
WBGene00021504	2552	9	1	0	4	2	10	1
WBGene00195012	592	0	6	0	0	0	2	1
WBGene00000553	9549	134	55	158	155	148	85	102
WBGene00019462	12709	111	77	174	149	150	108	98
WBGene00001173	32620	4906	6647	3284	2874	2789	7764	9722
WBGene00001186	15519	572	485	429	375	393	1128	1520
WBGene00001253	3791	60	60	43	32	29	66	88
WBGene00018681	24102	1597	1919	1131	1033	1098	3606	3721
WBGene00018680	5132	142	66	388	290	352	405	468
WBGene00018679	3126	616	2827	223	216	141	839	1063
WBGene00138717	3039	325	162	108	103	83	364	425
WBGene00018678	3387	417	446	148	151	152	914	1052
WBGene00006738	1534	104	33	30	11	15	128	135
WBGene00044466	544	51	31	11	8	11	74	89
WBGene00022297	1976	260	218	86	83	77	667	806
WBGene00022302	376	39	74	1	7	4	21	26
WBGene00022296	15905	2451	7407	1473	1222	1157	5381	6180
WBGene00022295	6001	19	31	6	11	9	59	25
WBGene00201141	118	0	0	0	0	1	1	5
WBGene00044467	5580	49	36	38	36	38	60	50
WBGene00019873	5542	28	42	54	68	74	231	59
WBGene00255572	74	2	42	3	3	2	4	3
WBGene00019875	7898	1149	2002	418	435	352	1164	1276
WBGene00023241	218	37	0	283	236	314	52	56
WBGene00023240	231	1	0	3	1	1	0	0
WBGene00022940	356	0	0	0	0	0	1	0
WBGene00016025	1000	2	4	0	1	0	7	6
WBGene00200043	96	0	1	0	0	0	0	1
WBGene00016024	3242	25	65	4	7	8	34	36
WBGene00199050	100	0	0	0	0	0	0	0
WBGene00016023	2061	14	15	6	9	6	18	11
WBGene00077523	1228	5	3	2	1	1	1	4
WBGene00016918	9567	511	460	213	185	199	1114	1201
WBGene00201637	78	0	0	1	0	0	0	0
WBGene00016917	1974	2	6	3	2	0	17	9
WBGene00022134	20972	2816	9712	2749	2556	2441	5044	6186
WBGene00044650	10011	733	339	834	730	749	2209	2278
WBGene00019784	640	1	11	1	0	0	1	0
WBGene00019783	6497	100	52	51	35	47	128	138
WBGene00201529	119	0	0	0	0	0	0	0
WBGene00196218	93	0	0	0	1	0	1	0
WBGene00198288	54	0	0	0	0	1	0	0
WBGene00199490	80	0	0	0	0	0	0	0
WBGene00201693	171	0	1	1	0	0	0	0
WBGene00200681	99	0	1	0	0	0	0	2
WBGene00219413	231	13	37	5	1	3	7	19
WBGene00021415	2682	112	90	29	27	28	166	168
WBGene00021423	32901	1847	2981	2303	2192	2313	4159	4314
WBGene00021421	4077	394	606	214	195	162	694	810
WBGene00197860	294	2	3	0	0	0	7	4
WBGene00021420	942	1335	5130	472	476	462	2993	3912
WBGene00021419	5443	256	245	90	81	68	658	624
WBGene00219262	110	0	3	0	0	0	2	0
WBGene00200448	139	0	0	0	0	0	1	0
WBGene00016671	3480	51	36	35	43	37	60	79
WBGene00200790	70	0	0	0	0	0	1	0
WBGene00016670	946	22	4	5	6	2	7	4
WBGene00016669	1130	11	16	1	2	0	20	22
WBGene00016668	1036	1	5	0	1	0	0	2
WBGene00001705	3519	8	58	1	1	1	32	28
WBGene00044468	1964	176	9	72	74	92	249	141
WBGene00235299	209	0	0	0	0	1	0	0
WBGene00022090	5316	169	39	84	68	70	41	43
WBGene00022089	1949	3330	2738	1920	1662	1470	7500	8840
WBGene00022087	32496	1374	4359	1071	1028	936	3258	3389
WBGene00198527	50	0	0	0	0	0	0	0
WBGene00022085	5235	20	30	15	25	17	13	15
WBGene00235288	373	3	2	5	5	8	1	0
WBGene00235342	276	5	0	0	1	1	0	1
WBGene00022083	3443	113	140	63	76	70	181	163
WBGene00235343	277	5	1	1	5	0	2	2
WBGene00022082	2914	7	6	8	4	2	7	2
WBGene00022079	4392	81	46	29	38	25	29	16
WBGene00235294	397	2	7	1	2	0	1	0
WBGene00022078	6431	245	122	294	279	310	630	639
WBGene00022077	2150	280	259	183	201	162	588	572
WBGene00022101	2028	121	91	42	54	42	224	282
WBGene00174384	21	0	0	0	0	0	0	0
WBGene00022076	2936	179	46	91	88	85	23	44
WBGene00004878	5564	90	39	54	38	37	25	26
WBGene00022075	804	115	498	22	26	35	335	322
WBGene00004367	7126	531	933	324	267	252	1199	1262
WBGene00202041	150	0	0	0	0	1	1	0
WBGene00023390	73	0	0	0	0	0	2	1
WBGene00195436	587	1	1	0	0	0	7	5
WBGene00022074	5153	782	1236	333	294	254	3527	3892
WBGene00022376	1651	149	1802	31	31	20	297	303
WBGene00196975	70	0	0	0	0	0	0	0
WBGene00022375	2153	6	12	16	14	15	6	2
WBGene00023396	73	0	0	0	2	2	8	4
WBGene00022374	4470	13	7	9	13	7	17	16
WBGene00044485	1594	49	70	8	15	9	35	37
WBGene00043061	2621	3	4	5	3	3	7	6
WBGene00235350	2933	9	2	4	1	6	21	12
WBGene00219424	431	3	0	4	3	2	3	0
WBGene00044486	1556	2	8	3	3	3	7	2
WBGene00169683	21	0	0	0	0	0	0	0
WBGene00021868	8114	1088	1861	514	464	491	2636	2752
WBGene00021875	1351	112	17	2	10	8	60	26
WBGene00044487	1339	194	21	0	8	4	158	45
WBGene00021894	1328	68	17	9	8	7	30	31
WBGene00023180	72	97	30	5	2	3	342	439
WBGene00044488	3666	562	76	22	22	20	268	227
WBGene00235268	3439	17	7	9	18	23	64	59
WBGene00023484	2812	11	5	6	2	3	12	6
WBGene00043062	4324	80	43	25	26	12	148	88
WBGene00044489	604	66	128	62	50	59	51	91
WBGene00044490	542	35	59	9	5	10	21	20
WBGene00021873	2920	46	12	22	29	23	24	29
WBGene00043702	815	25	3	8	14	6	18	30
WBGene00021895	3131	206	32	125	119	112	192	290
WBGene00044495	4807	58	91	29	43	26	51	49
WBGene00021872	1118	45	30	10	6	13	66	68
WBGene00021871	1997	18	23	2	16	7	18	15
WBGene00021898	3955	451	160	266	223	200	1371	1468
WBGene00044493	1340	182	1776	76	75	59	266	309
WBGene00021870	5441	74	45	23	30	22	87	75
WBGene00021897	4273	41	18	17	14	9	40	26
WBGene00189961	3455	4	7	1	8	3	13	2
WBGene00202412	52	0	0	0	0	0	0	0
WBGene00197842	142	0	0	0	0	0	3	1
WBGene00199274	149	1	6	0	1	1	2	6
WBGene00200008	296	0	1	0	2	1	13	6
WBGene00201650	149	0	2	0	0	0	0	2
WBGene00197276	109	0	1	0	0	1	0	0
WBGene00021869	1854	615	672	242	189	198	311	346
WBGene00003008	2578	12	53	7	5	6	25	33
WBGene00022067	8324	871	1598	589	513	531	1563	1999
WBGene00022066	1620	2843	9	3024	8442	1814	1317	142
WBGene00201412	150	0	0	0	0	0	0	1
WBGene00201376	196	3	0	0	0	0	1	0
WBGene00195576	370	1	0	0	0	0	1	1
WBGene00197431	115	0	2	0	1	0	1	0
WBGene00197636	150	4	3	4	3	3	8	5
WBGene00020729	6891	405	678	222	222	196	799	833
WBGene00174542	21	0	0	0	0	0	1	1
WBGene00020730	1989	5	8	10	3	12	15	8
WBGene00020728	4627	21	11	20	14	31	16	7
WBGene00199115	119	7	10	8	8	12	1	2
WBGene00200723	150	6	0	3	2	6	2	2
WBGene00022064	1529	9	8	2	3	3	11	3
WBGene00019766	6062	1484	5317	1287	1189	956	3453	4224
WBGene00235356	403	67	4	64	44	39	185	209
WBGene00022059	30162	1978	2137	2514	2285	2214	6423	7345
WBGene00197555	91	53	7	21	29	14	19	31
WBGene00020831	4580	663	1116	283	253	258	1643	1687
WBGene00201407	137	2	2	1	0	1	2	1
WBGene00196782	150	1	53	0	0	1	5	1
WBGene00021089	2514	15	29	15	13	18	38	37
WBGene00021087	1059	17	6	2	8	4	43	46
WBGene00021086	509	7	26	7	3	6	18	33
WBGene00021085	616	6	27	8	2	6	21	37
WBGene00021084	588	5	2	2	0	2	17	11
WBGene00021082	1905	63	37	29	32	18	148	182
WBGene00018325	4938	1621	2516	1072	1130	827	4571	4543
WBGene00196320	63	0	0	0	0	0	0	0
WBGene00018324	470	0	0	1	1	0	0	1
WBGene00018323	2495	11	8	5	7	2	11	7
WBGene00021953	2527	12	3	3	1	3	8	2
WBGene00021952	4271	2342	931	606	512	514	3370	3652
WBGene00015414	162	13	17	7	9	4	49	40
WBGene00219410	672	0	1	0	0	0	0	0
WBGene00015413	4233	1461	7615	698	643	567	3059	3562
WBGene00015412	3552	16	75	5	8	7	16	5
WBGene00195724	84	0	0	0	0	0	1	0
WBGene00197323	139	0	0	0	0	0	1	0
WBGene00200140	81	0	0	0	0	0	0	0
WBGene00021033	1560	2	2	1	3	1	6	2
WBGene00001702	1192	36	382	7	15	15	118	127
WBGene00001692	799	236	247	184	167	153	388	432
WBGene00001699	716	52	8	20	17	12	36	35
WBGene00019049	1615	2	2	0	0	1	4	13
WBGene00194843	1137	0	0	1	0	0	0	0
WBGene00019051	1181	2	2	1	0	1	0	1
WBGene00019048	2710	18	8	8	11	11	14	9
WBGene00019047	2399	19	17	31	22	9	20	15
WBGene00019046	670	6	1	0	0	0	3	0
WBGene00023301	2022	2	4	0	4	2	2	0
WBGene00015655	396	2	1	1	0	0	0	4
WBGene00023463	1812	3	0	0	1	2	2	0
WBGene00023465	1790	14	34	0	2	2	3	5
WBGene00015654	1566	3	1	3	5	4	2	1
WBGene00023464	1662	0	1	4	0	0	3	1
WBGene00015653	1440	78	1	2	1	0	2	0
WBGene00015652	1570	2	2	1	1	1	1	0
WBGene00015651	5695	22	4017	35	29	34	2221	2370
WBGene00023462	1672	2	2	1	7	3	2	1
WBGene00199025	150	0	0	0	0	0	0	0
WBGene00006769	9784	3085	1994	748	718	684	2635	2766
WBGene00019778	5168	582	799	291	235	265	1442	1545
WBGene00019777	5406	357	1165	337	505	298	1364	1741
WBGene00015037	3468	331	1078	187	162	133	411	465
WBGene00201697	80	0	0	0	0	0	0	0
WBGene00015036	2614	6	4	0	5	2	2	3
WBGene00015035	8652	23	47	26	19	9	63	32
WBGene00021375	1117	73	63	27	31	19	31	55
WBGene00021374	2084	84	33	46	60	46	40	53
WBGene00202239	148	0	0	0	0	0	1	0
WBGene00196540	149	0	0	0	0	0	0	0
WBGene00023366	73	0	0	5	11	6	1	0
WBGene00002188	2446	26	7	21	14	10	22	19
WBGene00022609	1854	14	8	4	5	4	27	39
WBGene00022608	3187	131	124	170	176	186	187	250
WBGene00170259	21	0	0	0	0	0	0	1
WBGene00021360	775	2	0	0	1	1	4	2
WBGene00198923	100	0	0	0	0	0	0	0
WBGene00021359	3532	1320	2034	624	566	514	2709	3622
WBGene00021358	1222	46	18	18	14	15	13	26
WBGene00021357	5867	31	18	19	10	3	20	20
WBGene00021365	9384	1434	2497	763	772	672	2457	3098
WBGene00165899	21	0	0	0	0	2	1	1
WBGene00021369	3608	536	196	266	219	213	635	762
WBGene00021368	3669	116	128	22	18	17	108	110
WBGene00019546	9687	75	23	41	22	30	106	149
WBGene00019724	1369	160	258	29	48	48	382	462
WBGene00019723	1227	102	57	39	32	24	280	264
WBGene00017907	9024	281	27	22	40	16	21	7
WBGene00200865	142	7	0	0	3	2	3	1
WBGene00196594	192	0	1	0	1	0	0	0
WBGene00195822	122	0	2	0	0	0	0	0
WBGene00017906	1909	1	4	6	4	9	11	3
WBGene00200814	149	0	0	0	1	0	2	0
WBGene00169432	21	0	0	0	0	1	0	0
WBGene00196379	219	8	0	2	0	0	2	0
WBGene00006970	5710	93	60	52	60	58	105	55
WBGene00200340	118	1	0	0	0	1	0	0
WBGene00018144	4696	62	52	28	17	18	130	118
WBGene00018143	2832	13	47	5	3	2	13	18
WBGene00018142	3172	11	25	10	9	8	19	9
WBGene00018141	3301	6	7	2	4	5	7	4
WBGene00044471	286	0	2	0	0	0	4	1
WBGene00044472	437	2	58	1	0	0	43	54
WBGene00219307	2035	40	16	30	17	17	121	63
WBGene00219304	1329	33	6	28	10	25	53	98
WBGene00023478	1756	3	3	4	4	4	7	4
WBGene00006488	390	1	0	1	0	0	1	0
WBGene00235358	453	2	5	0	0	0	0	0
WBGene00044474	403	15	1	5	3	2	2	3
WBGene00044475	419	21	0	5	2	2	1	0
WBGene00235297	273	1	0	0	0	2	0	0
WBGene00235293	296	14	2	1	3	2	34	9
WBGene00018973	1292	2	4	0	0	1	0	0
WBGene00044476	378	5	0	1	0	0	0	1
WBGene00235361	264	4	0	2	2	1	1	2
WBGene00018972	1808	1	1	2	1	1	3	0
WBGene00018971	2881	122	25	34	41	27	95	118
WBGene00018970	2608	4	6	12	13	11	26	3
WBGene00044642	2005	12	0	4	7	4	12	7
WBGene00021581	3506	11	10	9	9	5	38	43
WBGene00021582	2461	2	1	1	3	2	4	1
WBGene00195003	442	2	1	0	1	0	1	1
WBGene00021583	2549	13	17	9	5	8	29	32
WBGene00235362	1076	3	3	3	0	0	16	4
WBGene00021585	3135	324	3	13	32	17	21	7
WBGene00021586	3924	66	19	65	58	69	26	12
WBGene00021587	3780	33	11	14	14	16	7	6
WBGene00044343	2686	3	4	7	13	2	9	3
WBGene00018548	2373	110	14	28	32	28	14	14
WBGene00005432	1381	2	1	2	0	0	5	1
WBGene00005433	1709	1	3	1	2	0	2	1
WBGene00018547	25094	481	807	487	443	372	964	916
WBGene00220113	71	0	14	1	0	0	1	2
WBGene00018066	829	1	4	0	1	1	12	9
WBGene00018065	1225	43	3	3	5	9	9	9
WBGene00018064	5212	725	530	345	295	264	2234	2312
WBGene00219554	1735	8	7	10	9	12	4	7
WBGene00006173	2508	5	5	1	3	2	1	2
WBGene00020979	769	2	0	3	0	2	2	1
WBGene00004157	5318	133	107	33	57	49	167	194
WBGene00016434	404	370	127	101	106	110	390	538
WBGene00016433	213	10	5	0	0	0	2	5
WBGene00016432	16696	669	895	616	537	622	1091	1271
WBGene00006701	3201	1355	797	872	802	776	2750	3534
WBGene00016436	1405	8	2	4	7	1	2	7
WBGene00018644	159	5	0	0	0	0	2	1
WBGene00235363	159	5	0	0	0	0	0	1
WBGene00019933	1981	7	8	3	4	6	19	18
