GeneID	Length	X.Users.M.Google_Drive.Scripts.hs.worm.EMBO.Runion_with_normalization_compleete.Runion_TDP1_HS_and_bams_with_J2_normalization_and_total.BAMS.N2WT_INP_.bam	X.Users.M.Google_Drive.Scripts.hs.worm.EMBO.Runion_with_normalization_compleete.Runion_TDP1_HS_and_bams_with_J2_normalization_and_total.BAMS.N2HS_INP_.bam	X.Users.M.Google_Drive.Scripts.hs.worm.EMBO.Runion_with_normalization_compleete.Runion_TDP1_HS_and_bams_with_J2_normalization_and_total.BAMS.N2.J2.1_.bam	X.Users.M.Google_Drive.Scripts.hs.worm.EMBO.Runion_with_normalization_compleete.Runion_TDP1_HS_and_bams_with_J2_normalization_and_total.BAMS.N2.J2.2_.bam	X.Users.M.Google_Drive.Scripts.hs.worm.EMBO.Runion_with_normalization_compleete.Runion_TDP1_HS_and_bams_with_J2_normalization_and_total.BAMS.N2.J2.3_.bam	X.Users.M.Google_Drive.Scripts.hs.worm.EMBO.Runion_with_normalization_compleete.Runion_TDP1_HS_and_bams_with_J2_normalization_and_total.BAMS.N2HS_J2A_.bam	X.Users.M.Google_Drive.Scripts.hs.worm.EMBO.Runion_with_normalization_compleete.Runion_TDP1_HS_and_bams_with_J2_normalization_and_total.BAMS.N2HS_J2B_.bam
WBGene00021011	1532	62	137	28	29	26	114	124
WBGene00021012	12721	994	1245	441	399	430	1942	2172
WBGene00000213	3596	298	377	111	106	94	182	324
WBGene00021013	1205	1	5	1	2	1	7	2
WBGene00017276	856	0	0	0	0	0	2	1
WBGene00200779	173	0	1	0	0	0	1	4
WBGene00195964	118	0	4	0	0	0	0	0
WBGene00197598	138	2	4	0	1	0	0	1
WBGene00197815	122	0	0	0	0	0	0	2
WBGene00018925	2504	520	1206	213	212	201	1058	1100
WBGene00018926	1948	113	46	32	35	18	5	4
WBGene00189987	4017	7	12	2	1	3	11	4
WBGene00015996	3456	71	13	12	10	9	175	37
WBGene00015997	698	10	3	1	1	0	0	0
WBGene00015998	2247	3	4	1	3	0	5	1
WBGene00015999	653	2	7	1	1	0	7	3
WBGene00199072	105	0	0	0	0	2	0	0
WBGene00194995	186	2331	59	317	281	245	464	460
WBGene00019658	1292	82	35	19	9	13	157	152
WBGene00004427	1141	7685	13751	3111	2843	2680	29332	30230
WBGene00044723	1594	2	9	1	4	1	8	5
WBGene00019659	1847	1	3	2	0	1	3	6
WBGene00019660	1848	6	3	2	5	1	14	8
WBGene00195864	90	0	2	0	0	0	1	0
WBGene00235287	10028	18	46	2	11	2	23	30
WBGene00021950	8959	165	152	114	117	121	152	137
WBGene00044460	1527	7	1	6	6	5	4	2
WBGene00044459	7716	89	60	114	107	107	74	73
WBGene00021951	2538	2	23	1	4	1	11	9
WBGene00197624	95	0	17	1	1	0	29	7
WBGene00196878	300	0	0	0	0	0	0	0
WBGene00194844	1938	11	97	1	2	3	65	79
WBGene00018928	4507	95	46	38	20	22	145	128
WBGene00018929	2349	20	12	19	13	8	64	79
WBGene00199691	95	0	0	0	0	1	0	0
WBGene00004824	8093	314	631	226	189	181	793	767
WBGene00018935	1058	384	219	92	70	70	704	722
WBGene00018934	813	353	761	82	63	65	763	926
WBGene00235283	605	0	0	0	1	1	7	3
WBGene00021936	17516	904	797	1175	1053	1174	3087	3246
WBGene00220183	126	1	3	9	8	7	1	0
WBGene00202216	95	0	0	3	0	0	1	0
WBGene00021942	1538	28	41	11	8	9	79	87
WBGene00021945	5512	419	319	183	159	153	811	750
WBGene00196995	70	0	0	0	0	0	0	0
WBGene00196058	53	0	0	0	1	0	0	0
WBGene00196404	91	0	0	0	1	2	1	0
WBGene00019067	5208	15	9	9	13	5	11	10
WBGene00019068	5637	195	282	82	77	76	260	268
WBGene00021925	2265	59	97	51	26	33	129	136
WBGene00021926	3652	453	1138	158	162	137	1283	1425
WBGene00194825	63	0	0	0	0	0	0	0
WBGene00021927	2238	25	6	16	16	13	50	37
WBGene00219762	1988	0	1	5	1	3	3	3
WBGene00021928	2338	24	76	13	15	6	62	76
WBGene00219399	2079	30	49	14	16	16	63	50
WBGene00021929	2271	834	924	318	281	272	2167	2709
WBGene00021930	1291	408	1031	109	91	74	1163	1100
WBGene00021931	8831	31	73	11	15	12	150	189
WBGene00000816	9551	585	413	342	325	290	1771	1871
WBGene00021934	6826	2536	7633	1136	895	1004	12076	12720
WBGene00044462	1069	8	33	1	3	2	28	17
WBGene00005905	3359	3	0	3	1	1	4	5
WBGene00005904	3698	9	4	2	4	2	10	2
WBGene00016639	7984	3	18	5	12	3	12	10
WBGene00199664	112	0	0	0	0	0	0	0
WBGene00023256	73	4	0	1	0	0	3	0
WBGene00016797	12348	38	15	20	20	17	99	44
WBGene00016798	848	1	1	0	0	0	2	4
WBGene00198147	57	0	0	0	0	0	0	0
WBGene00198533	107	0	0	0	0	1	1	0
WBGene00197287	75	0	0	0	0	0	0	0
WBGene00196875	53	0	0	0	0	0	0	0
WBGene00202019	59	0	1	0	0	0	0	0
WBGene00001104	2320	90	25	32	25	35	56	58
WBGene00023163	510	5	2	0	0	3	9	10
WBGene00001103	848	29	13	7	12	12	7	13
WBGene00044463	1955	4	62	2	5	5	23	16
WBGene00009521	6981	1031	849	591	496	497	2681	2999
WBGene00044908	2071	13	3	2	1	2	4	6
WBGene00009522	1098	16	8	16	17	14	43	21
WBGene00009523	1488	20	10	27	20	16	57	45
WBGene00009518	2349	75	16	26	24	18	58	66
WBGene00009517	2596	11	7	9	4	3	12	6
WBGene00045037	313	1	0	0	0	0	1	0
WBGene00018776	12431	2671	10272	1386	1323	1102	3504	4298
WBGene00000678	1670	155	224	35	43	30	267	260
WBGene00023304	73	1	0	0	0	0	1	1
WBGene00000679	1410	10	33	6	6	0	21	17
WBGene00200943	57	0	0	0	0	0	1	0
WBGene00199889	115	0	7	0	0	0	0	0
WBGene00019052	1195	2	19	1	0	0	6	3
WBGene00219265	110	3	0	0	0	0	18	7
WBGene00023397	73	6	4	0	0	0	43	28
WBGene00023202	72	94	0	1	0	0	16	4
WBGene00022309	1460	66	3	8	5	6	73	71
WBGene00022310	9062	1076	549	655	598	541	2319	2658
WBGene00022311	1968	13	7	3	5	3	13	13
WBGene00022312	1406	15	8	9	7	7	15	10
WBGene00235267	1327	24	10	13	5	15	27	43
WBGene00000546	3768	64	41	29	26	22	46	31
WBGene00000547	10718	1300	2482	658	687	524	2230	2681
WBGene00022313	13211	67	88	49	43	42	81	72
WBGene00199030	46	0	0	0	0	0	0	0
WBGene00003806	5370	536	689	229	246	199	1230	1272
WBGene00198503	225	0	0	0	0	0	0	0
WBGene00197920	300	0	0	0	0	2	3	0
WBGene00044719	1118	25	5	5	10	8	10	10
WBGene00019369	3356	8	11	1	1	2	5	7
WBGene00019370	9178	187	162	74	83	52	95	65
WBGene00201161	150	0	0	0	0	0	0	0
WBGene00003794	27904	3541	4582	3728	3320	3348	9384	10087
WBGene00021521	1870	13	6	12	16	16	18	38
WBGene00199574	62	0	0	0	0	0	0	0
WBGene00219752	209	0	0	0	0	0	1	0
WBGene00021522	7337	520	476	594	533	528	1327	1462
WBGene00003297	21	1	0	3	2	4	2	0
WBGene00220154	56	4	0	8	4	9	1	1
WBGene00021524	5440	10	6	6	14	15	26	14
WBGene00197111	150	0	1	0	0	0	1	0
WBGene00044293	945	5	12	1	0	0	16	8
WBGene00021507	10447	1409	794	1964	2025	1845	2919	3241
WBGene00021508	4667	252	186	166	159	140	570	568
WBGene00021510	6286	145	107	221	223	218	718	456
WBGene00198094	148	5	0	2	4	4	2	1
WBGene00021410	1957	63	84	36	34	42	99	99
WBGene00004913	10063	20	51	36	23	26	68	65
WBGene00000683	2943	114	168	26	25	25	270	297
WBGene00198204	55	0	0	0	0	0	0	1
WBGene00201394	149	1	7	0	2	0	6	8
WBGene00198086	59	3	7	0	0	0	2	2
WBGene00195510	198	1	8	0	1	0	1	1
WBGene00196527	117	0	10	0	0	0	2	2
WBGene00022298	2244	36	160	17	14	10	37	44
WBGene00022301	23961	1771	5552	1837	1774	1640	2891	3199
WBGene00022303	1005	9	6	2	2	0	7	3
WBGene00019874	1234	2	6	1	1	0	1	1
WBGene00202224	150	0	0	0	0	0	1	0
WBGene00044649	7962	16	9	16	33	34	46	25
WBGene00219423	2654	27	11	95	101	98	33	20
WBGene00000487	7550	11	34	1	5	6	32	32
WBGene00016027	1529	98	61	42	28	36	276	309
WBGene00001729	2708	7	77	1	2	3	14	7
WBGene00235274	2381	17	3	5	4	12	19	10
WBGene00016920	2626	28	18	4	5	4	49	47
WBGene00001557	8513	14	22	10	9	7	26	13
WBGene00219665	580	1	2	0	0	1	8	1
WBGene00016919	7375	39	48	71	72	88	50	56
WBGene00195956	78	0	1	0	0	0	0	0
WBGene00202203	82	0	0	1	0	0	2	2
WBGene00235277	226	1	22	2	2	2	6	8
WBGene00202285	54	0	0	0	0	0	0	0
WBGene00019785	4787	280	50	44	42	38	45	36
WBGene00019786	10701	320	240	359	337	358	779	779
WBGene00019787	11314	478	895	282	253	240	936	1021
WBGene00002990	24488	459	636	488	468	471	337	445
WBGene00199100	65	0	0	0	0	0	0	0
WBGene00021416	2095	8	4	3	3	3	9	16
WBGene00006920	6749	2302	5019	728	639	597	3110	3337
WBGene00006912	1402	1911	1015	2410	2040	2478	7405	7205
WBGene00198080	99	1	0	0	1	0	1	0
WBGene00165356	21	0	0	0	0	0	0	0
WBGene00021417	2515	46	6	5	8	4	3	0
WBGene00021418	817	85	98	47	47	19	91	127
WBGene00021425	15076	736	382	567	467	427	1402	1555
WBGene00021427	481	559	365	153	178	139	1448	1929
WBGene00197069	149	13	2	0	1	1	6	3
WBGene00200383	63	0	0	0	0	0	0	0
WBGene00199427	63	0	0	0	0	0	0	0
WBGene00021428	3164	18	2	1	12	9	35	11
WBGene00021430	12896	104573	75260	3827	3974	3064	30064	28607
WBGene00197721	58	0	0	0	0	0	0	0
WBGene00000402	26901	259	147	153	127	141	246	298
WBGene00195361	53	0	0	0	0	0	2	0
WBGene00022092	662	518	1706	138	132	120	1839	2066
WBGene00197723	76	0	8	0	0	0	47	47
WBGene00022093	3287	70	91	32	23	22	87	95
WBGene00175009	21	0	0	0	0	0	0	1
WBGene00022094	1772	3	3	3	1	1	5	2
WBGene00235341	419	3	4	2	2	2	1	0
WBGene00022095	292	6	0	0	0	0	0	0
WBGene00165490	21	0	0	0	1	0	0	1
WBGene00022096	2548	42	25	33	47	44	132	112
WBGene00022097	2652	1	2	0	2	0	8	3
WBGene00022099	630	241	443	75	101	60	693	1054
WBGene00003595	2140	26	9	8	24	15	27	28
WBGene00003161	4890	782	1206	474	407	403	1960	2142
WBGene00022100	13620	11065	2665	1232	1159	1061	18088	9895
WBGene00195990	221	1	2	0	0	3	1	0
WBGene00022377	1918	10	3	8	2	8	15	15
WBGene00235346	392	237	7	600	423	577	874	1366
WBGene00235348	172	28	1	75	62	69	437	658
WBGene00044651	8711	1205	2696	916	839	737	2919	3559
WBGene00022378	15031	1517	3536	880	786	708	1394	1590
WBGene00006705	2539	236	163	97	82	79	297	326
WBGene00022382	1433	307	14177	68	89	57	8061	11027
WBGene00050885	1097	67	89	31	34	18	212	232
WBGene00220216	61	7	0	35	57	28	40	27
WBGene00022379	2668	78	65	93	121	110	293	292
WBGene00022380	3174	740	916	244	234	185	1225	1715
WBGene00022381	5536	748	719	209	212	222	1777	1789
WBGene00021876	6072	759	1287	764	661	660	1591	2207
WBGene00021877	5612	375	760	283	297	246	684	776
WBGene00045397	1513	44	34	47	39	35	103	84
WBGene00023182	72	0	0	0	0	0	5	5
WBGene00021878	5166	64	53	47	45	44	30	32
WBGene00171446	21	0	0	0	0	0	0	1
WBGene00044491	1211	15	3	4	3	7	10	7
WBGene00021879	2060	145	15	86	58	74	322	520
WBGene00021880	784	18	3	3	9	1	4	2
WBGene00044492	2603	29	39	8	11	5	12	17
WBGene00021881	9237	54	28	46	48	40	41	32
WBGene00021882	18400	1934	1283	1385	1241	1275	2113	2094
WBGene00195623	202	0	0	0	0	0	1	1
WBGene00021883	936	481	267	139	132	146	1465	1658
WBGene00021884	912	67	21	15	14	11	136	125
WBGene00021885	3671	30	20	10	10	11	20	4
WBGene00021886	12381	1124	2082	993	861	762	3212	3291
WBGene00021887	2426	184	121	129	109	105	697	783
WBGene00006708	3101	316	455	271	270	242	1849	2528
WBGene00021888	907	754	560	300	269	210	2274	2432
WBGene00021889	1873	8	12	1	3	1	6	5
WBGene00002243	14097	85	83	48	57	50	110	119
WBGene00195988	52	0	0	0	0	2	0	0
WBGene00196817	104	1	4	0	0	2	2	1
WBGene00021890	9470	1173	1832	1577	1430	1477	2865	3590
WBGene00200823	149	1	0	0	6	5	4	2
WBGene00021891	609	6	0	7	9	9	10	14
WBGene00021892	2783	10	130	32	21	24	507	436
WBGene00200607	268	1	7	0	0	1	1	0
WBGene00021893	5540	75	441	37	31	37	110	108
WBGene00022069	17525	23360	50276	20369	18990	16112	66626	69749
WBGene00235353	603	27	13	65	58	59	49	63
WBGene00022070	843	9	33	1	3	3	10	5
WBGene00022071	1367	12	16	5	8	4	25	17
WBGene00022072	2029	421	400	79	105	91	276	233
WBGene00235279	6174	8717	14	259	265	153	660	258
WBGene00022073	9458	131	263	143	127	111	132	131
WBGene00198247	150	0	0	0	0	0	0	0
WBGene00003153	29991	6715	12109	6599	6081	5753	13401	15432
WBGene00201211	150	0	0	0	0	0	0	2
WBGene00022063	2566	23	17	13	12	16	20	27
WBGene00022062	5483	9	16	9	10	4	11	8
WBGene00219764	2249	2	3	1	0	4	5	4
WBGene00004240	6024	107	381	49	47	37	132	238
WBGene00201731	79	0	14	3	0	2	9	18
WBGene00003363	95	0	2	0	1	0	0	3
WBGene00020832	1522	3	9	2	1	4	16	11
WBGene00044469	1274	42	42	21	21	16	84	98
WBGene00020833	3871	47	35	44	32	45	64	62
WBGene00198565	111	0	3	0	2	0	1	1
WBGene00001548	6453	39	31	33	38	18	52	29
WBGene00021090	900	1	0	4	2	1	20	3
WBGene00018327	966	45	7	15	13	15	109	70
WBGene00018328	2827	62	17	35	41	32	324	269
WBGene00001999	1941	3965	7329	1855	1511	1355	6862	7356
WBGene00018329	1162	4	18	1	1	1	5	0
WBGene00018330	7509	672	2499	392	352	315	1005	1310
WBGene00195284	90	0	0	0	0	0	0	0
WBGene00015249	4744	479	314	214	190	215	1324	1443
WBGene00015250	3822	463	1811	188	180	189	801	995
WBGene00015251	1199	191	213	100	75	85	308	416
WBGene00015252	2038	2	1	1	1	2	6	1
WBGene00001119	2543	36	46	12	13	13	46	29
WBGene00015416	2795	10	10	2	1	0	3	2
WBGene00198367	203	5	0	1	0	0	1	1
WBGene00195067	401	0	0	0	1	0	1	0
WBGene00219646	2161	3	7	3	4	0	8	2
WBGene00015417	616	1	0	0	0	0	1	0
WBGene00017281	1899	18	25	12	10	10	25	10
WBGene00023302	1493	2	3	2	2	0	1	0
WBGene00019050	1221	1	0	0	1	1	0	0
WBGene00023481	1841	0	0	1	1	0	0	0
WBGene00023303	903	0	3	1	3	1	1	1
WBGene00023475	1579	1	3	0	0	0	2	0
WBGene00015656	1620	5	19	0	0	4	5	1
WBGene00023474	1850	3	4	0	0	2	0	2
WBGene00023476	454	1	0	3	0	0	1	1
WBGene00044470	1145	2	32	1	0	2	4	2
WBGene00023234	75	0	0	0	0	0	0	0
WBGene00000424	3200	464	237	221	186	175	1284	1379
WBGene00015658	4527	637	1018	378	336	317	1575	2041
WBGene00015038	3973	23	35	5	7	8	24	28
WBGene00003889	6342	357	25	28	51	38	254	64
WBGene00235357	727	11	36	10	7	3	3	12
WBGene00021376	1940	139	336	73	75	54	256	259
WBGene00006383	9302	749	537	961	871	771	1621	1648
WBGene00021377	4593	405	744	164	157	114	865	901
WBGene00021378	644	227	567	34	41	41	252	267
WBGene00021379	668	13	3	0	1	1	18	14
WBGene00021380	1667	5	4	6	4	1	7	2
WBGene00021381	2917	58	13	39	19	24	17	13
WBGene00022610	3855	558	159	270	218	187	403	296
WBGene00000481	10764	82	76	69	48	68	101	84
WBGene00006756	6439	53	35	48	41	55	72	59
WBGene00197099	139	1	0	0	0	0	0	0
WBGene00195049	912	1	0	0	0	0	1	1
WBGene00016987	3519	284	292	188	184	154	1040	1564
WBGene00021362	9827	162	128	90	74	63	243	195
WBGene00198320	132	1	0	0	0	1	1	2
WBGene00006334	72	3	1	2	5	1	19	9
WBGene00003129	3329	287	548	65	54	52	804	762
WBGene00021363	7273	1237	2534	699	637	583	2404	2601
WBGene00021364	851	3	9	1	0	6	1	1
WBGene00195010	587	3	2	2	0	1	0	2
WBGene00197370	52	1	0	0	0	0	1	0
WBGene00021367	7009	422	696	275	249	225	790	741
WBGene00021366	2576	316	759	130	97	89	677	769
WBGene00021370	3073	132	94	73	55	54	155	162
WBGene00021371	1353	47	60	37	60	29	44	44
WBGene00021372	2892	138	1188	36	55	26	267	368
WBGene00021373	2808	9	11	4	5	2	9	3
WBGene00006869	5635	204	469	95	79	74	222	235
WBGene00003884	4156	169	238	130	188	87	147	107
WBGene00019725	1563	337	333	240	193	183	1462	1669
WBGene00044690	488	24	97	9	13	12	34	71
WBGene00019726	11459	1354	2220	802	663	638	2135	2479
WBGene00000287	5620	38	23	25	13	8	29	19
WBGene00200095	142	0	1	0	0	0	3	0
WBGene00165382	21	0	0	0	0	0	0	0
WBGene00196154	266	2	1	1	0	0	1	1
WBGene00202376	241	0	5	0	0	0	2	4
WBGene00196185	215	5	0	0	1	0	0	1
WBGene00000009	2914	22	14	11	7	7	28	24
WBGene00018145	2588	1102	2037	307	300	263	2724	2536
WBGene00018146	2963	207	77	105	91	89	104	117
WBGene00018148	2641	10	9	7	5	11	16	10
WBGene00044292	373	0	7	0	1	1	2	1
WBGene00044473	381	1	7	0	0	2	1	0
WBGene00235359	336	6	7	1	1	1	0	4
WBGene00235285	399	1	0	0	1	1	0	0
WBGene00021580	1444	0	0	0	0	0	20	37
WBGene00168377	21	0	0	0	0	0	0	0
WBGene00021579	2276	76	4	12	27	23	11	9
WBGene00005430	1587	1	4	1	0	1	5	3
WBGene00018549	591	1	1	0	0	0	1	2
WBGene00044691	731	1	2	3	1	0	2	2
WBGene00235115	535	1	0	0	0	0	3	0
WBGene00018550	583	0	1	0	1	0	3	4
WBGene00219377	574	4	0	2	4	1	5	8
WBGene00018551	555	11	8	1	1	2	26	8
WBGene00020929	2372	22	25	9	10	10	27	13
WBGene00020930	13329	1628	885	1099	988	900	1559	2191
WBGene00003955	1512	1665	732	1671	1448	1485	10710	10064
WBGene00006951	1591	38	24	17	19	18	83	77
WBGene00020981	1658	158	42	97	83	87	74	119
WBGene00219741	1793	7	32	2	4	0	7	6
WBGene00020982	1107	9	529	3	0	1	3	3
WBGene00020983	1392	3	4	1	2	0	9	12
WBGene00016437	1283	9	4	7	3	5	10	7
WBGene00195006	776	2	5	1	2	1	13	6
WBGene00016435	607	566	592	79	54	74	442	518
WBGene00023249	73	1	0	0	0	0	7	1
WBGene00201546	71	0	0	0	0	0	0	0
WBGene00044477	1944	4	3	3	7	2	4	14
WBGene00235365	164	1	3	1	0	0	1	4
WBGene00235364	159	0	4	2	0	0	1	8
WBGene00235366	111	0	8	1	0	0	1	5
WBGene00018645	940	18	138	8	13	3	125	96
WBGene00018647	2233	17	697	6	12	7	133	214
WBGene00018648	4129	36	666	13	21	13	460	613
WBGene00235367	356	2	1	0	0	0	7	3
WBGene00018649	720	2	7	0	1	0	6	4
WBGene00018650	715	2	4	0	4	0	14	0
WBGene00235368	679	19	5	0	3	0	1	2
WBGene00018651	749	0	7	1	2	0	1	0
WBGene00018652	1286	12	13	1	6	10	8	4
WBGene00195048	794	0	10	1	0	0	7	11
WBGene00019534	650	1	1	1	3	2	27	21
WBGene00044478	523	25	7	6	14	11	26	17
WBGene00003938	4875	8	3	1	1	2	10	5
WBGene00235371	813	0	1	0	0	0	1	1
WBGene00044093	958	1	4	1	1	0	0	1
WBGene00044092	2090	8	8	2	4	1	9	7
WBGene00017935	1160	1	0	1	0	0	4	1
WBGene00017936	2667	67	29	23	18	10	72	39
WBGene00219684	236	1	0	0	0	0	0	0
WBGene00170053	21	0	0	0	0	0	1	0
WBGene00219689	542	1	0	4	3	1	1	9
WBGene00174173	21	0	1	0	0	0	1	1
WBGene00219688	381	7	1	1	1	3	12	5
WBGene00000611	1063	70	28	34	26	27	260	163
WBGene00018086	665	0	3	2	1	1	3	2
WBGene00219497	655	0	0	0	0	0	0	0
WBGene00165376	21	0	0	0	0	0	0	0
WBGene00003668	3535	47	30	31	21	22	94	70
WBGene00017487	5296	310	250	157	125	113	124	87
WBGene00171091	21	0	0	0	0	0	0	0
WBGene00005715	3030	7	35	3	0	2	22	18
WBGene00017488	515	6	13	1	0	1	23	28
WBGene00017489	5464	53	98	26	24	19	160	57
WBGene00166460	21	0	0	0	0	0	0	0
WBGene00165247	21	0	0	0	0	0	0	0
WBGene00166994	21	0	0	0	0	0	0	0
WBGene00170400	21	0	1	0	0	0	0	0
WBGene00168459	21	1	0	0	0	0	0	0
WBGene00020973	2681	22	65	23	16	14	83	96
WBGene00020977	4202	11	15	7	9	7	16	11
WBGene00020978	4362	35	53	66	74	75	103	108
WBGene00004419	1515	96473	71802	15667	15163	12672	41211	50122
WBGene00021284	522	9	29	7	3	3	9	10
WBGene00021285	234	2	1	0	2	1	4	2
WBGene00006228	2070	2	5	1	0	0	4	4
WBGene00019951	1493	9	114	9	6	2	7	15
WBGene00169107	21	0	0	0	0	0	0	2
WBGene00019952	1505	10	11	11	7	8	26	30
WBGene00019956	1362	36	19	18	20	21	23	29
WBGene00197297	225	0	1	0	0	0	8	3
WBGene00196245	70	0	1	0	0	0	0	0
WBGene00019954	165	3	6	1	1	1	6	10
WBGene00201396	61	0	1	0	0	0	0	0
WBGene00019718	1883	42	70	14	11	15	109	99
WBGene00196280	122	3	41	1	2	0	8	11
WBGene00019719	8555	1417	2196	1203	1111	1096	3472	5165
WBGene00019720	3072	55	51	26	19	25	36	27
WBGene00196454	102	0	0	0	0	0	0	0
WBGene00022675	17697	178	276	143	124	137	91	115
WBGene00022677	2822	183	140	113	108	99	538	564
WBGene00195011	285	2	0	0	0	2	3	3
WBGene00022678	1424	1163	452	649	595	571	4200	4839
WBGene00022679	2126	299	532	124	137	116	962	1076
WBGene00201238	137	0	2	1	0	0	2	1
WBGene00022680	4863	116	21	52	47	48	73	40
WBGene00199956	121	2	0	0	0	0	0	0
WBGene00235278	1407	6	9	1	1	1	2	1
WBGene00022683	1653	40	21	21	26	19	40	34
WBGene00044480	1900	1	11	1	2	0	6	1
WBGene00197195	141	2	2	1	0	1	67	86
WBGene00198405	149	0	1	0	0	0	0	0
WBGene00044481	4150	108	156	43	31	38	129	163
WBGene00195735	150	0	6	0	2	0	0	0
WBGene00017902	1426	23	9	10	9	10	5	4
WBGene00196195	265	1	5	0	2	1	0	0
WBGene00195393	118	0	0	0	1	0	0	0
WBGene00196259	150	3	0	0	0	2	1	0
WBGene00195461	95	0	0	1	0	0	0	0
WBGene00199446	131	0	0	0	0	0	0	0
WBGene00202272	150	0	0	0	1	0	1	0
WBGene00197376	326	0	0	0	0	0	0	0
WBGene00200207	227	0	3	0	0	0	0	0
WBGene00000684	1479	64	141	10	25	12	71	48
WBGene00017597	27520	131	100	129	107	159	176	179
WBGene00000685	2008	43	56	20	16	14	67	64
WBGene00017924	469	43	25	8	6	14	186	151
WBGene00017925	683	2146	493	1090	1096	907	3444	6335
WBGene00197470	150	0	0	0	0	0	2	2
WBGene00197420	118	0	2	0	0	0	0	0
WBGene00199843	113	2	2	0	0	0	2	1
WBGene00020679	7030	5340	4244	4424	3849	3560	17186	18979
WBGene00220012	125	1	0	11	9	10	5	9
WBGene00019543	3979	1435	1984	743	724	571	6089	6686
WBGene00006968	1764	614	1307	279	241	204	1076	1217
WBGene00019544	2983	890	1391	405	373	349	2615	2988
WBGene00195021	19	0	2	0	0	0	2	1
WBGene00023323	2000	116	575	52	40	41	244	220
WBGene00169528	21	0	0	0	0	0	0	0
WBGene00001983	4780	1070	1028	574	455	433	3140	3218
WBGene00017119	1116	801	711	324	250	230	2022	2301
