GeneID	baseMean	log2FoldChange	padj	log2FoldChange_sig_and_sense_significant_and_antisense_significant	gene_biotype_name	name
WBGene00008262	36.1428571428571	4.91576735594005	0.00422950356152504	True	protein_coding	ril-1
WBGene00220187	36.4285714285714	-5.08744848112437	0.00729930296624752	True	ncRNA	NA
WBGene00000041	37.7142857142857	3.42402914211523	0.0342847729016005	True	protein_coding	aco-2
WBGene00000668	37.8571428571429	4.36460793465936	0.00225366379348751	True	protein_coding	col-93
WBGene00003947	39.0	4.740779404671111	0.00144029412552508	True	protein_coding	pbs-1
WBGene00004474	39.8571428571429	3.30741909765529	0.0420707557289833	True	protein_coding	rps-5
WBGene00000680	40.0	3.4084108467875804	0.0328786504992585	True	protein_coding	col-106
WBGene00020296	41.8571428571429	6.22605136322657	0.000402537402954186	True	protein_coding	NA
WBGene00021943	42.4285714285714	-5.754163869845951	9.652020338141141e-05	True	protein_coding	NA
WBGene00004487	42.4285714285714	4.1332581317012	0.00186718319191088	True	protein_coding	rps-18
WBGene00004426	43.1428571428571	7.581272615092809	1.84310897602057e-05	True	protein_coding	rpl-14
WBGene00004493	43.28571428571429	4.24370288281218	0.00899196646450018	True	protein_coding	rps-24
WBGene00004036	44.428571428571395	-3.2924136237039305	0.0215757453933657	True	protein_coding	plc-1
WBGene00001386	44.71428571428571	3.7750907760657997	0.0122247552039626	True	protein_coding	far-2
WBGene00011153	44.71428571428571	-4.12710489274459	0.00282917983819115	True	protein_coding	NA
WBGene00009553	44.71428571428571	3.98944149555359	0.00543540126498705	True	protein_coding	hinf-1
WBGene00002045	45.1428571428571	4.1266544482164	0.00292485541676741	True	protein_coding	icd-1
WBGene00015248	45.1428571428571	6.575483311166931	8.401632274056659e-05	True	protein_coding	mai-2
WBGene00001094	45.428571428571395	4.44766577025608	0.000639147209458534	True	protein_coding	dars-1
WBGene00023244	46.71428571428571	-3.51292641506774	0.0294433192558317	True	pseudogene	NA
WBGene00004480	46.8571428571429	4.85774962038241	0.0014369657976654301	True	protein_coding	rps-11
WBGene00004949	47.0	-4.40019762424339	0.0014543647229366	True	protein_coding	sox-2
WBGene00000211	47.428571428571395	3.7245080904843597	0.00288659504410291	True	protein_coding	asm-1
WBGene00013766	48.571428571428605	5.383067989198881	0.000290153700788396	True	protein_coding	prmt-1
WBGene00004479	48.8571428571429	3.55580552354438	0.0251112268600609	True	protein_coding	rps-10
WBGene00016638	49.28571428571429	3.34339992639554	0.0276851715807178	True	protein_coding	perm-4
WBGene00001338	50.1428571428571	4.39359052083303	0.00267536155724721	True	protein_coding	ears-2
WBGene00000656	50.71428571428571	3.73094048823281	0.00516223520333931	True	protein_coding	NA
WBGene00043328	52.1428571428571	-4.807346350813781	0.0009575757090849859	True	protein_coding	NA
WBGene00013740	52.28571428571429	4.37018890790495	0.00193909296097835	True	protein_coding	hut-1
WBGene00000068	53.0	-3.08362568262988	0.0447527386176521	True	protein_coding	acy-1
WBGene00008266	53.0	-4.16758352371845	0.00157972428435324	True	protein_coding	NA
WBGene00004075	53.8571428571429	3.18725707473215	0.0277607179666403	True	protein_coding	pod-1
WBGene00016490	54.571428571428605	4.481331014632599	0.00112608761328736	True	protein_coding	NA
WBGene00045238	56.28571428571429	5.31062110752806	2.62216739727946e-05	True	ncRNA	NA
WBGene00014522	58.0	6.067625770373981	0.000136938907106999	True	snRNA	NA
WBGene00004481	58.0	4.86850374162184	0.00255303764059243	True	protein_coding	rps-12
WBGene00002051	61.0	-3.35904140623567	0.0336763940980896	True	protein_coding	ifa-3
WBGene00016493	64.4285714285714	4.81332650490275	0.000138898843242771	True	protein_coding	NA
WBGene00003040	67.0	-2.6591802013855697	0.0342586732117547	True	protein_coding	lin-59
WBGene00017286	71.1428571428571	-7.9447276781916605	8.68032428931711e-10	True	protein_coding	NA
WBGene00001231	72.28571428571429	2.91948511040021	0.0444602552484834	True	protein_coding	eif-3.H
WBGene00235102	74.28571428571429	4.2714287081682905	0.000331544429561262	True	protein_coding	NA
WBGene00010540	75.5714285714286	-4.41299566776754	0.00128823153326975	True	protein_coding	NA
WBGene00012203	76.4285714285714	4.156908903287549	0.000299149391382919	True	protein_coding	rga-1
WBGene00021088	78.28571428571429	3.57990470184392	0.0060542693224571	True	protein_coding	NA
WBGene00022042	81.5714285714286	3.7257333125019105	0.00357735026732505	True	protein_coding	icd-2
WBGene00023467	82.8571428571429	6.52890809200318	2.30348747308283e-08	True	snoRNA	NA
WBGene00006725	83.1428571428571	4.7712718987811105	0.00175101039691288	True	protein_coding	ubl-1
WBGene00004430	84.1428571428571	3.51207471228025	0.0064904791685278605	True	protein_coding	rpl-18
WBGene00004421	84.5714285714286	3.26159403058415	0.0245854266532456	True	protein_coding	rpl-10
WBGene00002222	85.0	-6.286759733728269	2.06745847619553e-05	True	protein_coding	klp-11
WBGene00019331	85.0	-2.41330030913642	0.0493132284308115	True	protein_coding	dos-3
WBGene00001933	87.0	4.183846912572419	0.00115483237335356	True	protein_coding	his-59
WBGene00006978	87.57142857142858	2.82987715950214	0.0231232957897204	True	protein_coding	zig-1
WBGene00004431	88.0	5.19148482880566	0.000532826205946016	True	protein_coding	rpl-19
WBGene00006803	89.7142857142857	-2.6720172990339197	0.0312081074867897	True	protein_coding	unc-70
WBGene00004425	90.57142857142858	5.532588971261691	2.8144687466347602e-05	True	protein_coding	rpl-13
WBGene00021467	97.0	4.80734804291219	0.00122615074248871	True	protein_coding	NA
WBGene00016019	97.8571428571429	4.5362862949346905	0.00155776652429698	True	protein_coding	NA
WBGene00004428	99.42857142857142	3.29592611769322	0.0106984289648345	True	protein_coding	rpl-16
WBGene00011733	103.142857142857	3.9500484242571403	0.000290222476815108	True	protein_coding	NA
WBGene00019586	104.714285714286	-4.0149441722623305	0.00285365613495293	True	protein_coding	NA
WBGene00003163	106.857142857143	-3.45583867408728	0.00628678023845408	True	protein_coding	mdl-1
WBGene00006582	115.0	-8.34242414442184	7.82820746501978e-08	True	protein_coding	tmd-2
WBGene00004418	116.0	3.5892625808674503	0.00640004511429731	True	protein_coding	rpl-7
WBGene00017675	119.0	4.07247323173801	0.00104376817722836	True	protein_coding	NA
WBGene00004417	119.285714285714	3.4228514280974003	0.005800759893161571	True	protein_coding	rpl-6
WBGene00003151	120.142857142857	-4.16489720129174	0.000387843179233542	True	protein_coding	mca-1
WBGene00010959	120.714285714286	3.5309371291923397	0.0090062497419002	True	protein_coding	nduo-1
WBGene00023069	122.857142857143	-4.2206098239421	0.0017911625805767102	True	ncRNA	rncs-1
WBGene00021316	124.42857142857099	-5.854003404463169	4.855542416241391e-07	True	protein_coding	NA
WBGene00004473	124.42857142857099	3.7969167251480602	0.0026195340351300197	True	protein_coding	rps-4
WBGene00004488	127.0	3.67745532170525	0.00423092753164675	True	protein_coding	rps-19
WBGene00004494	127.42857142857099	6.23693694472015	1.28170850588712e-07	True	protein_coding	rps-25
WBGene00000366	131.285714285714	-2.99092463971561	0.035651208286945	True	protein_coding	cbp-1
WBGene00010351	131.428571428571	3.22845690198592	0.00817373199737116	True	protein_coding	cbd-1
WBGene00004416	136.285714285714	5.070595440770281	6.994521671357281e-05	True	protein_coding	rpl-5
WBGene00006406	136.714285714286	-2.67884944348863	0.0339715496183928	True	protein_coding	srgp-1
WBGene00006801	150.714285714286	-2.6919536047651897	0.0258592473597834	True	protein_coding	unc-68
WBGene00001937	153.571428571429	2.94557893708013	0.0127113406535077	True	protein_coding	his-63
WBGene00004414	153.857142857143	3.8424601503892006	0.000962317296825127	True	protein_coding	rpl-3
WBGene00010964	158.428571428571	4.08216964704937	0.0305528059122739	True	protein_coding	ctc-1
WBGene00000473	166.428571428571	4.13432322065162	0.000146025986192222	True	protein_coding	cey-2
WBGene00009460	168.0	-2.6926185586553504	0.0178975672817251	True	protein_coding	ubr-5
WBGene00004476	171.428571428571	5.71913446098641	2.0751278690308898e-07	True	protein_coding	rps-7
WBGene00018394	176.14285714285703	-3.46680762046883	0.00902591024765805	True	protein_coding	NA
WBGene00001929	187.57142857142898	3.1875440805964703	0.00574546525021696	True	protein_coding	his-55
WBGene00001919	187.85714285714297	3.19084543988432	0.00568071303353385	True	protein_coding	his-45
WBGene00004469	191.42857142857102	4.19910863806307	0.000451884291592567	True	protein_coding	rps-0
WBGene00015102	193.42857142857102	4.095854562125799	0.00016632146788229498	True	protein_coding	cpg-2
WBGene00001236	199.57142857142898	4.63067730557651	9.341561703537719e-05	True	protein_coding	elc-1
WBGene00007709	209.85714285714297	4.21966599291589	0.00045505216358945097	True	protein_coding	clec-87
WBGene00000465	214.0	4.23954296134445	0.00020160216716875402	True	protein_coding	cpg-1
WBGene00001562	224.0	-6.201689657145129	5.80812962655143e-08	True	protein_coding	lin-66
WBGene00015650	224.42857142857102	3.4854231446969504	0.00947680903090651	True	protein_coding	pkg-2
WBGene00016048	250.0	2.33938507937868	0.0397094286801528	True	protein_coding	NA
WBGene00007372	267.857142857143	-4.98410775712125	1.06137297009799e-05	True	protein_coding	NA
WBGene00001935	287.142857142857	4.32369229053188	0.00296624346579744	True	protein_coding	his-61
WBGene00198146	293.0	9.54817509537628	3.0373271368406e-13	True	ncRNA	NA
WBGene00199719	298.571428571429	11.377468455525902	7.46264641075546e-15	True	ncRNA	NA
WBGene00198470	301.714285714286	11.434636389975	7.46264641075546e-15	True	ncRNA	NA
WBGene00200197	309.0	10.428863811730801	1.5729053970281e-14	True	ncRNA	NA
WBGene00199695	320.428571428571	8.868412259813631	6.58167119964888e-13	True	ncRNA	NA
WBGene00000430	321.142857142857	-2.2888274838102403	0.0420598744356006	True	protein_coding	ceh-5
WBGene00009211	352.142857142857	-4.41721125823699	4.226965713748879e-05	True	protein_coding	wdr-46
WBGene00006771	377.571428571429	-4.38655528516805	7.16712366862748e-05	True	protein_coding	tln-1
WBGene00220238	402.428571428571	5.453668412208709	1.8549819566413502e-05	True	snoRNA	NA
WBGene00014472	417.142857142857	3.44590327003972	0.00173182051175284	True	rRNA	NA
WBGene00045168	458.142857142857	8.25060168982396	1.22350878085298e-12	True	ncRNA	NA
WBGene00020156	528.428571428571	11.5297686351185	1.79637144565388e-10	True	protein_coding	NA
WBGene00001939	614.857142857143	4.77326438263814	3.18591470126843e-05	True	protein_coding	his-65
WBGene00001921	615.571428571429	4.77023668022922	3.24310160257658e-05	True	protein_coding	his-47
WBGene00001931	719.428571428571	2.6622381336374796	0.0147390170721599	True	protein_coding	his-57
WBGene00201261	859.428571428571	7.20833303362417	1.1677103336749802e-10	True	ncRNA	NA
WBGene00007017	1136.57142857143	-3.3054796381719904	0.00104525819381971	True	protein_coding	mdt-17
WBGene00004567	1339.42857142857	7.2030480012088	9.66055034645674e-11	True	rRNA	rrn-2.1
WBGene00195016	1389.42857142857	7.77565045540696	2.1184170632048e-13	True	ncRNA	NA
WBGene00195017	1466.28571428571	8.92498183995584	5.363823123064991e-16	True	ncRNA	NA
WBGene00014454	1728.71428571429	4.1761154321808895	0.000816651201340654	True	rRNA	NA
WBGene00198924	2488.4285714285697	5.407627917978769	5.80812962655143e-08	True	ncRNA	NA
WBGene00201151	6754.71428571429	2.7078994962429905	0.00641343185189146	True	ncRNA	NA
WBGene00202408	10127.5714285714	5.5697003392305495	2.6242250099502203e-09	True	ncRNA	NA
WBGene00200276	10538.4285714286	4.05605930852393	1.53926108293982e-05	True	ncRNA	NA
WBGene00200025	11405.8571428571	2.75076709071293	0.00466621250566764	True	ncRNA	NA
WBGene00007539	47102.0	2.16152632430161	0.032455825444426004	True	snoRNA	NA
WBGene00045189	115838.714285714	3.2944904947971296	0.00362167331068558	True	ncRNA	NA
WBGene00007131	116012.0	3.29551066739227	0.00357890313341675	True	protein_coding	pals-26
