DOG_end_local	DOG_end_meta	DOG_from_downstream_gene	DOG_from_upstream_gene	DOG_into_downstream_gene	DOG_length	DOG_start_local	DOG_start_meta	POG_into_upstream_gene	TYPE	chr	dot	dot2	end	gene_biotype_name	gene_id	gene_id_name	inside_gene_opposite_strand:antisense	inside_gene_opposite_strand:lincRNA	inside_gene_opposite_strand:miRNA	inside_gene_opposite_strand:ncRNA	inside_gene_opposite_strand:piRNA	inside_gene_opposite_strand:protein_coding	inside_gene_opposite_strand:pseudogene	inside_gene_opposite_strand:snRNA	inside_gene_opposite_strand:snoRNA	inside_gene_opposite_strand:tRNA	inside_gene_same_strand:antisense	inside_gene_same_strand:lincRNA	inside_gene_same_strand:miRNA	inside_gene_same_strand:ncRNA	inside_gene_same_strand:piRNA	inside_gene_same_strand:protein_coding	inside_gene_same_strand:pseudogene	inside_gene_same_strand:rRNA	inside_gene_same_strand:snRNA	inside_gene_same_strand:snoRNA	inside_gene_same_strand:tRNA	left_int_length	length	right_int_length	source	start	strand	type	AnyGeneOverlap	sample_name	ADOG_overlap_DOG
7151960	7151960	0	False	False	200	7151760	7151760	0	ADOG	II	.	.	7151760	protein_coding	gene_id "WBGene00020318"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00020318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	2512	806.0	WormBase	7149248	+	gene	False	OK80-INP_split	False
4795623	4795623	0	False	False	200	4795423	4795423	0	ADOG	III	.	.	4795423	protein_coding	gene_id "WBGene00008005"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00008005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	2337	1416.0	WormBase	4793086	+	gene	False	OK80-INP_split	False
12880899	12880899	0	False	False	200	12880699	12880699	0	ADOG	III	.	.	12880699	protein_coding	gene_id "WBGene00012552"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00012552	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	2184	24792.0	WormBase	12878515	+	gene	False	OK8-J2-2_split	False
10719685	10719685	0	False	False	200	10719485	10719485	0	ADOG	III	.	.	10719485	lincRNA	gene_id "WBGene00219614"; gene_source "WormBase"; gene_biotype "lincRNA";	WBGene00219614	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	1144	23292.0	WormBase	10718341	+	gene	False	OK80-INP_split	False
3309487	3309487	0	False	False	200	3309287	3309287	0	ADOG	II	.	.	3309287	ncRNA	gene_id "WBGene00249813"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00249813	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	18	701.0	WormBase	3309269	+	gene	False	OK8-J2-2_split	False
5682867	5682867	0	False	False	200	5682667	5682667	0	ADOG	II	.	.	5682667	protein_coding	gene_id "WBGene00016114"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00016114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	1687	8995.0	WormBase	5680980	+	gene	False	OK80-INP_split	False
17277948	17277948	0	False	False	200	17277748	17277748	0	ADOG	IV	.	.	17277748	protein_coding	gene_id "WBGene00009156"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00009156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	792	665.0	WormBase	17276956	+	gene	False	OK80-INP_split	False
18852929	18852929	0	False	False	200	18852729	18852729	0	ADOG	V	.	.	18852729	protein_coding	gene_id "WBGene00012446"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00012446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	5912	21404.0	WormBase	18846817	+	gene	False	OK8-J2-2_split	False
5778101	5778101	0	False	False	200	5777901	5777901	0	ADOG	V	.	.	5777901	pseudogene	gene_id "WBGene00235319"; gene_source "WormBase"; gene_biotype "pseudogene";	WBGene00235319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	472	2253.0	WormBase	5777429	+	gene	False	OK80-INP_split	False
16157278	16157278	0	False	False	200	16157078	16157078	0	ADOG	X	.	.	16157078	ncRNA	gene_id "WBGene00201268"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00201268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	145	10679.0	WormBase	16156933	+	gene	False	OK8-J2-1_split	False
11071150	11071150	0	False	False	200	11070950	11070950	0	ADOG	IV	.	.	11070950	pseudogene	gene_id "WBGene00012384"; gene_source "WormBase"; gene_biotype "pseudogene";	WBGene00012384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	1563	12197.0	WormBase	11069387	+	gene	False	N2WT_INP_split	False
9071503	9071503	0	False	False	200	9071303	9071303	0	ADOG	II	.	.	9071303	ncRNA	gene_id "WBGene00199053"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00199053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	149	9965.0	WormBase	9071154	+	gene	False	N2-J2-1__split	False
2996386	2996386	0	False	False	200	2996186	2996186	0	ADOG	IV	.	.	2996186	ncRNA	gene_id "WBGene00199274"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00199274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	148	1171.0	WormBase	2996038	+	gene	False	N2-J2-1__split	False
1598889	1598889	0	False	False	200	1598689	1598689	0	ADOG	V	.	.	1598689	pseudogene	gene_id "WBGene00017505"; gene_source "WormBase"; gene_biotype "pseudogene";	WBGene00017505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	2545	2349.0	WormBase	1596144	+	gene	False	N2-J2-1__split	False
564415	564415	0	False	False	200	564215	564215	0	ADOG	II	.	.	564215	protein_coding	gene_id "WBGene00015644"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00015644	['WBGene00219647']	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	7730	9340.0	WormBase	556485	+	gene	False	OK80-INP_split	False
13145510	13145510	0	False	False	200	13145310	13145310	0	ADOG	II	.	.	13145310	ncRNA	gene_id "WBGene00199283"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00199283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	175	12023.0	WormBase	13145135	+	gene	False	N2-J2-3__split	False
1490694	1490694	0	False	False	200	1490494	1490494	0	ADOG	I	.	.	1490494	protein_coding	gene_id "WBGene00001115"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00001115	0	0	0	0	['WBGene00170789']	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	7411	24261.0	WormBase	1483083	+	gene	False	N2-J2-3__split	False
16931819	16931819	0	False	False	200	16931619	16931619	0	ADOG	X	.	.	16931619	ncRNA	gene_id "WBGene00022951"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00022951	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	1705	11704.0	WormBase	16929914	+	gene	False	N2-J2-3__split	False
