DOG_end_local	DOG_end_meta	DOG_from_downstream_gene	DOG_from_upstream_gene	DOG_into_downstream_gene	DOG_length	DOG_overlap_opposite_strand_local:antisense	DOG_overlap_opposite_strand_local:lincRNA	DOG_overlap_opposite_strand_local:miRNA	DOG_overlap_opposite_strand_local:ncRNA	DOG_overlap_opposite_strand_local:piRNA	DOG_overlap_opposite_strand_local:protein_coding	DOG_overlap_opposite_strand_local:pseudogene	DOG_overlap_opposite_strand_local:snRNA	DOG_overlap_opposite_strand_local:snoRNA	DOG_overlap_opposite_strand_local:tRNA	DOG_overlap_opposite_strand_meta:antisense	DOG_overlap_opposite_strand_meta:lincRNA	DOG_overlap_opposite_strand_meta:miRNA	DOG_overlap_opposite_strand_meta:ncRNA	DOG_overlap_opposite_strand_meta:piRNA	DOG_overlap_opposite_strand_meta:protein_coding	DOG_overlap_opposite_strand_meta:pseudogene	DOG_overlap_opposite_strand_meta:snRNA	DOG_overlap_opposite_strand_meta:snoRNA	DOG_overlap_opposite_strand_meta:tRNA	DOG_overlap_same_strand_local:antisense	DOG_overlap_same_strand_local:lincRNA	DOG_overlap_same_strand_local:miRNA	DOG_overlap_same_strand_local:ncRNA	DOG_overlap_same_strand_local:piRNA	DOG_overlap_same_strand_local:protein_coding	DOG_overlap_same_strand_local:pseudogene	DOG_overlap_same_strand_local:rRNA	DOG_overlap_same_strand_local:snRNA	DOG_overlap_same_strand_local:snoRNA	DOG_overlap_same_strand_local:tRNA	DOG_overlap_same_strand_meta:antisense	DOG_overlap_same_strand_meta:lincRNA	DOG_overlap_same_strand_meta:miRNA	DOG_overlap_same_strand_meta:ncRNA	DOG_overlap_same_strand_meta:piRNA	DOG_overlap_same_strand_meta:protein_coding	DOG_overlap_same_strand_meta:pseudogene	DOG_overlap_same_strand_meta:rRNA	DOG_overlap_same_strand_meta:snRNA	DOG_overlap_same_strand_meta:snoRNA	DOG_overlap_same_strand_meta:tRNA	DOG_start_local	DOG_start_meta	POG_into_upstream_gene	TYPE	chr	dot	dot2	end	gene_biotype_name	gene_id	gene_id_name	inside_gene_opposite_strand:antisense	inside_gene_opposite_strand:lincRNA	inside_gene_opposite_strand:miRNA	inside_gene_opposite_strand:ncRNA	inside_gene_opposite_strand:piRNA	inside_gene_opposite_strand:protein_coding	inside_gene_opposite_strand:pseudogene	inside_gene_opposite_strand:snRNA	inside_gene_opposite_strand:snoRNA	inside_gene_opposite_strand:tRNA	inside_gene_same_strand:antisense	inside_gene_same_strand:lincRNA	inside_gene_same_strand:miRNA	inside_gene_same_strand:ncRNA	inside_gene_same_strand:piRNA	inside_gene_same_strand:protein_coding	inside_gene_same_strand:pseudogene	inside_gene_same_strand:rRNA	inside_gene_same_strand:snRNA	inside_gene_same_strand:snoRNA	inside_gene_same_strand:tRNA	left_int_length	length	right_int_length	sample_name	source	start	strand	type
9324435	9362728	0	True	True	40200	0	0	0	0	0	['WBGene00009883']	0	0	0	0	0	0	0	['WBGene00201200']	0	['WBGene00009883', 'WBGene00011856', 'WBGene00011857', 'WBGene00011859', 'WBGene00006931', 'WBGene00011860', 'WBGene00007505']	0	['WBGene00014522']	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	['WBGene00009884', 'WBGene00011855', 'WBGene00011858']	0	0	['WBGene00014523']	0	0	9322528	9322528	0	DOG	IV	.	.	9322528	protein_coding	gene_id "WBGene00009882"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00009882	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	727	1907.0	N2HS_J2B_sp	WormBase	9321801	+	gene
8099621	8122367	0	False	True	39600	0	0	0	0	0	['WBGene00015661', 'WBGene00006179', 'WBGene00006178', 'WBGene00006193', 'WBGene00006192']	['WBGene00006177']	0	0	0	0	0	0	0	0	['WBGene00015661', 'WBGene00006179', 'WBGene00006178', 'WBGene00006193', 'WBGene00006192']	['WBGene00006177']	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0	0	0	0	['WBGene00200216']	0	['WBGene00019066', 'WBGene00006149', 'WBGene00019065', 'WBGene00019064', 'WBGene00017020', 'WBGene00017019']	0	0	0	0	0	8082767	8082767	0	DOG	V	.	.	8082767	protein_coding	gene_id "WBGene00015659"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00015659	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	400	16854.0	N2HS_J2B_spl	WormBase	8082367	+	gene
9323085	9362405	0	False	True	39500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	['WBGene00019465', 'WBGene00019466', 'WBGene00019467', 'WBGene00017091', 'WBGene00023485', 'WBGene00001665']	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	['WBGene00006499', 'WBGene00019464', 'WBGene00006729', 'WBGene00000766', 'WBGene00006623', 'WBGene00005938', 'WBGene00005937']	0	0	0	0	0	9322905	9322905	0	DOG	V	.	.	9322905	protein_coding	gene_id "WBGene00018406"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00018406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	1402	180.0	N2HS_J2B_spl	WormBase	9321503	+	gene
7728913	7767351	0	False	True	39400	0	0	0	0	0	0	0	0	0	0	0	0	0	['WBGene00219858']	0	['WBGene00016847', 'WBGene00016848', 'WBGene00016700', 'WBGene00016701', 'WBGene00016702']	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0	0	0	0	['WBGene00196576', 'WBGene00198161']	['WBGene00173628', 'WBGene00170141', 'WBGene00170454', 'WBGene00173810']	['WBGene00016844', 'WBGene00016843', 'WBGene00000551', 'WBGene00016842', 'WBGene00000603', 'WBGene00016699', 'WBGene00016698']	0	0	0	0	0	7727951	7727951	0	DOG	IV	.	.	7727951	protein_coding	gene_id "WBGene00016845"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00016845	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	1233	962.0	N2HS_J2B_sp	WormBase	7726718	+	gene
6789248	6827655	0	True	True	39400	0	0	0	0	0	0	0	0	0	0	0	0	0	['WBGene00198268', 'WBGene00197227', 'WBGene00197883', 'WBGene00199693']	0	['WBGene00017954', 'WBGene00017955']	['WBGene00017956']	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0	0	0	0	['WBGene00197199', 'WBGene00195677', 'WBGene00201644']	0	['WBGene00020479', 'WBGene00020478', 'WBGene00006380', 'WBGene00004921']	0	0	0	0	0	6788255	6788255	0	DOG	II	.	.	6788255	protein_coding	gene_id "WBGene00020481"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00020481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	4828	993.0	N2HS_J2B_sp	WormBase	6783427	+	gene
6793936	6827660	0	True	True	39200	0	0	0	0	0	['WBGene00022603']	0	0	0	0	0	0	0	['WBGene00197521']	['WBGene00174084']	['WBGene00022603', 'WBGene00022606', 'WBGene00022604', 'WBGene00022605', 'WBGene00019262', 'WBGene00194821', 'WBGene00020523', 'WBGene00020524', 'WBGene00020525']	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0	0	0	0	['WBGene00196332']	0	['WBGene00022601', 'WBGene00020522', 'WBGene00020529', 'WBGene00020520']	0	0	0	0	0	6788460	6788460	0	DOG	V	.	.	6788460	protein_coding	gene_id "WBGene00043952"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00043952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	508	5476.0	N2HS_J2B_spl	WormBase	6787952	+	gene
188838	225922	0	False	True	39000	0	0	0	0	0	['WBGene00003510']	0	0	0	0	0	0	0	['WBGene00196135']	['WBGene00169072']	['WBGene00003510', 'WBGene00021124']	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0	0	0	0	['WBGene00199263']	0	['WBGene00006715', 'WBGene00018240', 'WBGene00018239', 'WBGene00185078', 'WBGene00002230']	0	0	0	0	0	186922	186922	0	DOG	III	.	.	186922	pseudogene	gene_id "WBGene00001963"; gene_source "WormBase"; gene_biotype "pseudogene";	WBGene00001963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	1270	1916.0	N2HS_J2B_s	WormBase	185652	+	gene
9109534	9144351	0	False	True	38900	0	0	0	0	['WBGene00172467']	['WBGene00012004', 'WBGene00001041']	0	0	0	0	0	0	0	['WBGene00200375']	['WBGene00172467', 'WBGene00168488']	['WBGene00012004', 'WBGene00001041']	0	0	['WBGene00220092']	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	['WBGene00012002', 'WBGene00012005', 'WBGene00007633', 'WBGene00195143', 'WBGene00195144', 'WBGene00012421']	0	0	0	['WBGene00219819']	0	9105451	9105451	0	DOG	II	.	.	9105451	protein_coding	gene_id "WBGene00012003"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00012003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	4353	4083.0	N2HS_J2B_sp	WormBase	9101098	+	gene
6836375	6874131	0	False	True	38500	0	0	0	0	0	0	0	0	0	0	0	['WBGene00219733']	0	['WBGene00200037']	0	['WBGene00019248', 'WBGene00020661']	0	['WBGene00219993', 'WBGene00194992']	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0	0	0	0	['WBGene00201494', 'WBGene00200648', 'WBGene00199300']	0	['WBGene00019322', 'WBGene00001056', 'WBGene00001075', 'WBGene00019247', 'WBGene00019246', 'WBGene00019245', 'WBGene00001598', 'WBGene00044898', 'WBGene00020660']	0	0	0	0	0	6835631	6835631	0	DOG	I	.	.	6835631	ncRNA	gene_id "WBGene00220000"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00220000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	125	744.0	N2HS_J2B_spl	WormBase	6835506	+	gene
4394796	4429833	0	True	True	37100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	['WBGene00011121', 'WBGene00011117', 'WBGene00011116', 'WBGene00011115', 'WBGene00007791', 'WBGene00007788']	0	['WBGene00014266']	0	['WBGene00014269']	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0	0	0	0	['WBGene00199868', 'WBGene00199870']	['WBGene00168627']	['WBGene00011112', 'WBGene00011113', 'WBGene00011114', 'WBGene00011120', 'WBGene00011111', 'WBGene00004387', 'WBGene00011110', 'WBGene00011109', 'WBGene00011119', 'WBGene00000520']	0	0	['WBGene00014484']	0	0	4392733	4392733	0	DOG	III	.	.	4392733	ncRNA	gene_id "WBGene00198895"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00198895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	58	2063.0	N2HS_J2B_s	WormBase	4392675	+	gene
6791074	6827236	0	True	True	36900	0	0	0	0	0	0	0	0	0	0	0	0	0	['WBGene00198193']	['WBGene00170981', 'WBGene00166644', 'WBGene00173578', 'WBGene00171267', 'WBGene00170354', 'WBGene00172112', 'WBGene00173177']	['WBGene00015929', 'WBGene00015930', 'WBGene00015931', 'WBGene00015932']	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0	0	0	0	0	['WBGene00170715', 'WBGene00167202', 'WBGene00167726', 'WBGene00165811', 'WBGene00166811', 'WBGene00171754', 'WBGene00166640', 'WBGene00167648', 'WBGene00170245']	['WBGene00006917', 'WBGene00015937', 'WBGene00015936', 'WBGene00236786', 'WBGene00015935', 'WBGene00015934', 'WBGene00015933', 'WBGene00019215']	['WBGene00023238']	0	0	['WBGene00219822']	0	6790336	6790336	0	DOG	IV	.	.	6790336	ncRNA	gene_id "WBGene00198975"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00198975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	221	738.0	N2HS_J2B_sp	WormBase	6790115	+	gene
8893129	8925989	0	False	True	36800	0	0	0	0	0	0	0	0	0	0	0	0	0	['WBGene00195657']	['WBGene00170549']	['WBGene00003752']	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0	0	0	0	['WBGene00196390']	0	['WBGene00015740', 'WBGene00017013', 'WBGene00000884']	0	0	0	0	['WBGene00022971']	8889189	8889189	0	DOG	X	.	.	8889189	ncRNA	gene_id "WBGene00197244"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00197244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	104	3940.0	N2HS_J2B_spl	WormBase	8889085	+	gene
8891707	8925373	0	False	True	35700	0	0	0	['WBGene00201815', 'WBGene00202113']	0	0	0	0	0	0	0	0	0	['WBGene00201815', 'WBGene00202113', 'WBGene00196148', 'WBGene00201149', 'WBGene00199312', 'WBGene00196515', 'WBGene00202231', 'WBGene00201168']	['WBGene00167783']	['WBGene00007179', 'WBGene00007178']	['WBGene00014660']	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0	0	0	0	['WBGene00199885', 'WBGene00198916', 'WBGene00198013', 'WBGene00196769']	0	['WBGene00002251', 'WBGene00007180']	0	0	0	0	0	8889673	8889673	0	DOG	II	.	.	8889673	protein_coding	gene_id "WBGene00011580"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00011580	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	4772	2034.0	N2HS_J2B_sp	WormBase	8884901	+	gene
6839256	6872100	0	False	True	35400	0	0	0	0	0	['WBGene00020527']	0	0	0	0	0	0	0	['WBGene00200409']	0	['WBGene00020527', 'WBGene00020528', 'WBGene00001672']	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0	0	0	0	['WBGene00202492', 'WBGene00201579']	['WBGene00169721']	['WBGene00020517', 'WBGene00020516', 'WBGene00016959', 'WBGene00020586']	0	0	0	0	0	6836700	6836700	0	DOG	V	.	.	6836700	protein_coding	gene_id "WBGene00000716"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00000716	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	1065	2556.0	N2HS_J2B_spl	WormBase	6835635	+	gene
5104969	5136974	0	False	True	35300	0	0	0	0	0	['WBGene00004959', 'WBGene00000502']	0	0	0	0	0	0	0	0	['WBGene00167709']	['WBGene00004959', 'WBGene00000502', 'WBGene00003924', 'WBGene00045212', 'WBGene00022462', 'WBGene00022463', 'WBGene00003132']	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0	0	0	0	['WBGene00201165']	0	['WBGene00022460', 'WBGene00000001', 'WBGene00022459', 'WBGene00022458', 'WBGene00022457', 'WBGene00022456', 'WBGene00003475']	0	0	0	0	0	5101674	5101674	0	DOG	I	.	.	5101674	protein_coding	gene_id "WBGene00022465"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00022465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	923	3295.0	N2HS_J2B_spl	WormBase	5100751	+	gene
6837304	6872025	0	False	True	35200	0	0	0	0	0	0	0	0	0	0	0	0	0	['WBGene00199265', 'WBGene00200701', 'WBGene00200526']	['WBGene00170954', 'WBGene00168228', 'WBGene00173729', 'WBGene00172354', 'WBGene00170652', 'WBGene00173777', 'WBGene00166502', 'WBGene00171126', 'WBGene00167090', 'WBGene00168545', 'WBGene00172770', 'WBGene00168343', 'WBGene00169759', 'WBGene00173039']	['WBGene00020069']	['WBGene00023331']	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0	0	0	0	['WBGene00202332', 'WBGene00201550', 'WBGene00199353', 'WBGene00196138', 'WBGene00202097', 'WBGene00198076']	['WBGene00165649', 'WBGene00171031', 'WBGene00166397', 'WBGene00166361', 'WBGene00168272', 'WBGene00169907', 'WBGene00168577', 'WBGene00168625', 'WBGene00172611', 'WBGene00168560']	['WBGene00003043', 'WBGene00005911']	0	0	0	0	0	6836825	6836825	0	DOG	IV	.	.	6836825	piRNA	gene_id "WBGene00165147"; gene_source "WormBase"; gene_biotype "piRNA";	WBGene00165147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	20	479.0	N2HS_J2B_sp	WormBase	6836805	+	gene
5103112	5136952	0	True	True	35000	0	0	0	0	['WBGene00169910', 'WBGene00169481', 'WBGene00048786', 'WBGene00169768']	['WBGene00015328']	0	0	0	0	0	0	0	0	['WBGene00169910', 'WBGene00169481', 'WBGene00048786', 'WBGene00169768', 'WBGene00174087', 'WBGene00046213', 'WBGene00167516', 'WBGene00170249', 'WBGene00047444', 'WBGene00046522', 'WBGene00048129', 'WBGene00173427', 'WBGene00170802', 'WBGene00171555', 'WBGene00170308', 'WBGene00173783', 'WBGene00173918', 'WBGene00170720', 'WBGene00173293', 'WBGene00174865', 'WBGene00166350', 'WBGene00046547', 'WBGene00167004', 'WBGene00170034', 'WBGene00167410', 'WBGene00171248', 'WBGene00047233', 'WBGene00174933', 'WBGene00173664', 'WBGene00049689', 'WBGene00166115', 'WBGene00172871', 'WBGene00045960', 'WBGene00045644', 'WBGene00167182', 'WBGene00166862', 'WBGene00174554']	['WBGene00015328', 'WBGene00006428', 'WBGene00004929']	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0	0	0	0	['WBGene00195531']	['WBGene00047187', 'WBGene00165762', 'WBGene00049742', 'WBGene00170303', 'WBGene00050099', 'WBGene00170294', 'WBGene00174429', 'WBGene00174289', 'WBGene00168295', 'WBGene00171933', 'WBGene00171384', 'WBGene00046675', 'WBGene00048175', 'WBGene00050493', 'WBGene00173357', 'WBGene00172181', 'WBGene00170013', 'WBGene00168874', 'WBGene00173942', 'WBGene00168177', 'WBGene00171760', 'WBGene00172403', 'WBGene00171119', 'WBGene00172200', 'WBGene00168839', 'WBGene00166608', 'WBGene00046424', 'WBGene00174508', 'WBGene00169384', 'WBGene00165544', 'WBGene00047873', 'WBGene00049302', 'WBGene00049793', 'WBGene00050269', 'WBGene00167927', 'WBGene00174636', 'WBGene00174401', 'WBGene00172652', 'WBGene00166273']	['WBGene00014997']	0	0	0	0	0	5101952	5101952	0	DOG	IV	.	.	5101952	piRNA	gene_id "WBGene00049456"; gene_source "WormBase"; gene_biotype "piRNA";	WBGene00049456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	20	1160.0	N2HS_J2B_sp	WormBase	5101932	+	gene
6839064	6871724	0	True	True	34400	0	0	0	0	['WBGene00170954', 'WBGene00168228']	0	0	0	0	0	0	0	0	['WBGene00199265', 'WBGene00200701', 'WBGene00200526']	['WBGene00170954', 'WBGene00168228', 'WBGene00173729', 'WBGene00172354', 'WBGene00170652', 'WBGene00173777', 'WBGene00166502', 'WBGene00171126', 'WBGene00167090', 'WBGene00168545', 'WBGene00172770', 'WBGene00168343', 'WBGene00169759', 'WBGene00173039']	['WBGene00020069']	['WBGene00023331']	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0	0	0	0	['WBGene00202332', 'WBGene00201550', 'WBGene00199353', 'WBGene00196138', 'WBGene00202097', 'WBGene00198076']	['WBGene00171031', 'WBGene00166397', 'WBGene00166361', 'WBGene00168272', 'WBGene00169907', 'WBGene00168577', 'WBGene00168625', 'WBGene00172611', 'WBGene00168560']	['WBGene00003043', 'WBGene00005911']	0	0	0	0	0	6837324	6837324	0	DOG	IV	.	.	6837324	piRNA	gene_id "WBGene00165649"; gene_source "WormBase"; gene_biotype "piRNA";	WBGene00165649	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	20	1740.0	N2HS_J2B_sp	WormBase	6837304	+	gene
10250646	10283585	0	False	True	33800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	['WBGene00008511', 'WBGene00012781', 'WBGene00006568', 'WBGene00004297']	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0	0	0	0	0	['WBGene00173665', 'WBGene00169881', 'WBGene00172218']	['WBGene00000910', 'WBGene00012782', 'WBGene00012783', 'WBGene00044922', 'WBGene00012784']	0	0	0	0	0	10249785	10249785	0	DOG	IV	.	.	10249785	protein_coding	gene_id "WBGene00008512"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00008512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	3625	861.0	N2HS_J2B_sp	WormBase	10246160	+	gene
5104118	5136347	0	False	True	33700	0	0	0	0	0	['WBGene00015459']	0	0	0	0	0	0	0	['WBGene00201769', 'WBGene00195734']	0	['WBGene00015459', 'WBGene00003462']	0	0	['WBGene00045083']	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0	0	0	0	['WBGene00201399', 'WBGene00197011']	['WBGene00169980', 'WBGene00168798']	['WBGene00003402', 'WBGene00017277', 'WBGene00017279', 'WBGene00017278', 'WBGene00001588']	0	0	0	0	0	5102647	5102647	0	DOG	II	.	.	5102647	protein_coding	gene_id "WBGene00015458"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00015458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	663	1471.0	N2HS_J2B_sp	WormBase	5101984	+	gene
9325048	9358433	0	True	True	33700	0	0	0	0	0	0	0	0	0	0	0	0	0	['WBGene00200391', 'WBGene00201102', 'WBGene00195325', 'WBGene00199178', 'WBGene00197309']	0	['WBGene00008039', 'WBGene00001242', 'WBGene00001263', 'WBGene00010573']	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0	0	0	0	['WBGene00200029', 'WBGene00202305', 'WBGene00195952', 'WBGene00197374', 'WBGene00198394', 'WBGene00198560', 'WBGene00199904']	0	['WBGene00008042', 'WBGene00008040', 'WBGene00008041']	0	0	0	0	0	9324733	9324733	0	DOG	III	.	.	9324733	protein_coding	gene_id "WBGene00000770"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00000770	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	2417	315.0	N2HS_J2B_s	WormBase	9322316	+	gene
8892338	8923948	0	True	True	33500	0	0	0	['WBGene00202351']	0	['WBGene00001895']	0	0	0	0	0	0	0	['WBGene00202351', 'WBGene00196434', 'WBGene00201643']	0	['WBGene00001895', 'WBGene00001894', 'WBGene00001891', 'WBGene00003386', 'WBGene00019204']	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0	0	0	0	['WBGene00199443', 'WBGene00200244', 'WBGene00197248', 'WBGene00196081', 'WBGene00200070']	0	['WBGene00001896', 'WBGene00001893', 'WBGene00001892', 'WBGene00019448', 'WBGene00019445', 'WBGene00019444', 'WBGene00019443', 'WBGene00019203']	0	0	0	0	0	8890448	8890448	0	DOG	V	.	.	8890448	protein_coding	gene_id "WBGene00001901"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00001901	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	410	1890.0	N2HS_J2B_spl	WormBase	8890038	+	gene
8593027	8626326	0	False	True	33400	0	0	0	0	0	0	0	0	0	0	0	0	0	['WBGene00198826']	0	['WBGene00009664', 'WBGene00009667', 'WBGene00009666', 'WBGene00219282', 'WBGene00001414']	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	['WBGene00011037', 'WBGene00011034', 'WBGene00011032', 'WBGene00011035', 'WBGene00011036', 'WBGene00009673', 'WBGene00009665', 'WBGene00009668', 'WBGene00009670']	0	0	0	0	0	8592926	8592926	0	DOG	I	.	.	8592926	protein_coding	gene_id "WBGene00011033"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00011033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	834	101.0	N2HS_J2B_spl	WormBase	8592092	+	gene
8594190	8626310	0	False	True	33300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	['WBGene00009204', 'WBGene00000773', 'WBGene00009208', 'WBGene00011923', 'WBGene00011924', 'WBGene00011925']	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0	0	0	0	0	['WBGene00173639']	['WBGene00009203', 'WBGene00009205', 'WBGene00004440', 'WBGene00006307', 'WBGene00009207', 'WBGene00009209', 'WBGene00011922', 'WBGene00011926']	0	0	0	['WBGene00045130']	0	8593010	8593010	0	DOG	II	.	.	8593010	protein_coding	gene_id "WBGene00009202"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00009202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	2026	1180.0	N2HS_J2B_sp	WormBase	8590984	+	gene
5106790	5135932	0	True	True	32800	0	0	0	0	['WBGene00174087', 'WBGene00046213', 'WBGene00167516', 'WBGene00170249', 'WBGene00047444']	['WBGene00015328']	0	0	0	0	0	0	0	0	['WBGene00174087', 'WBGene00046213', 'WBGene00167516', 'WBGene00170249', 'WBGene00047444', 'WBGene00046522', 'WBGene00048129', 'WBGene00173427', 'WBGene00170802', 'WBGene00171555', 'WBGene00170308', 'WBGene00173783', 'WBGene00173918', 'WBGene00170720', 'WBGene00173293', 'WBGene00174865', 'WBGene00166350', 'WBGene00046547', 'WBGene00167004', 'WBGene00170034', 'WBGene00167410', 'WBGene00171248', 'WBGene00047233', 'WBGene00174933', 'WBGene00173664', 'WBGene00049689', 'WBGene00166115', 'WBGene00172871', 'WBGene00045960', 'WBGene00045644', 'WBGene00167182', 'WBGene00166862', 'WBGene00174554']	['WBGene00015328', 'WBGene00006428', 'WBGene00004929']	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0	0	0	0	['WBGene00195531']	['WBGene00165762', 'WBGene00049742', 'WBGene00170303', 'WBGene00050099', 'WBGene00170294', 'WBGene00174429', 'WBGene00174289', 'WBGene00168295', 'WBGene00171933', 'WBGene00171384', 'WBGene00046675', 'WBGene00048175', 'WBGene00050493', 'WBGene00173357', 'WBGene00172181', 'WBGene00170013', 'WBGene00168874', 'WBGene00173942', 'WBGene00168177', 'WBGene00171760', 'WBGene00172403', 'WBGene00171119', 'WBGene00172200', 'WBGene00168839', 'WBGene00166608', 'WBGene00046424', 'WBGene00174508', 'WBGene00169384', 'WBGene00165544', 'WBGene00047873', 'WBGene00049302', 'WBGene00049793', 'WBGene00050269', 'WBGene00167927', 'WBGene00174636', 'WBGene00174401', 'WBGene00172652']	['WBGene00014997']	0	0	0	0	0	5103132	5103132	0	DOG	IV	.	.	5103132	piRNA	gene_id "WBGene00047187"; gene_source "WormBase"; gene_biotype "piRNA";	WBGene00047187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	20	3658.0	N2HS_J2B_sp	WormBase	5103112	+	gene
