DOG_end_local	DOG_end_meta	DOG_from_downstream_gene	DOG_from_upstream_gene	DOG_into_downstream_gene	DOG_length	DOG_overlap_opposite_strand_local:antisense	DOG_overlap_opposite_strand_local:lincRNA	DOG_overlap_opposite_strand_local:miRNA	DOG_overlap_opposite_strand_local:ncRNA	DOG_overlap_opposite_strand_local:piRNA	DOG_overlap_opposite_strand_local:protein_coding	DOG_overlap_opposite_strand_local:pseudogene	DOG_overlap_opposite_strand_local:rRNA	DOG_overlap_opposite_strand_local:snRNA	DOG_overlap_opposite_strand_local:snoRNA	DOG_overlap_opposite_strand_local:tRNA	DOG_overlap_opposite_strand_meta:antisense	DOG_overlap_opposite_strand_meta:lincRNA	DOG_overlap_opposite_strand_meta:miRNA	DOG_overlap_opposite_strand_meta:ncRNA	DOG_overlap_opposite_strand_meta:piRNA	DOG_overlap_opposite_strand_meta:protein_coding	DOG_overlap_opposite_strand_meta:pseudogene	DOG_overlap_opposite_strand_meta:rRNA	DOG_overlap_opposite_strand_meta:snRNA	DOG_overlap_opposite_strand_meta:snoRNA	DOG_overlap_opposite_strand_meta:tRNA	DOG_overlap_same_strand_local:antisense	DOG_overlap_same_strand_local:lincRNA	DOG_overlap_same_strand_local:miRNA	DOG_overlap_same_strand_local:ncRNA	DOG_overlap_same_strand_local:piRNA	DOG_overlap_same_strand_local:protein_coding	DOG_overlap_same_strand_local:pseudogene	DOG_overlap_same_strand_local:snRNA	DOG_overlap_same_strand_local:snoRNA	DOG_overlap_same_strand_local:tRNA	DOG_overlap_same_strand_meta:antisense	DOG_overlap_same_strand_meta:lincRNA	DOG_overlap_same_strand_meta:miRNA	DOG_overlap_same_strand_meta:ncRNA	DOG_overlap_same_strand_meta:piRNA	DOG_overlap_same_strand_meta:protein_coding	DOG_overlap_same_strand_meta:pseudogene	DOG_overlap_same_strand_meta:snRNA	DOG_overlap_same_strand_meta:snoRNA	DOG_overlap_same_strand_meta:tRNA	DOG_start_local	DOG_start_meta	POG_into_upstream_gene	TYPE	chr	dot	dot2	end	gene_biotype_name	gene_id	gene_id_name	inside_gene	inside_gene_opposite_strand:antisense	inside_gene_opposite_strand:lincRNA	inside_gene_opposite_strand:miRNA	inside_gene_opposite_strand:ncRNA	inside_gene_opposite_strand:piRNA	inside_gene_opposite_strand:protein_coding	inside_gene_opposite_strand:pseudogene	inside_gene_opposite_strand:rRNA	inside_gene_opposite_strand:snRNA	inside_gene_opposite_strand:snoRNA	inside_gene_opposite_strand:tRNA	inside_gene_same_strand:antisense	inside_gene_same_strand:lincRNA	inside_gene_same_strand:miRNA	inside_gene_same_strand:ncRNA	inside_gene_same_strand:piRNA	inside_gene_same_strand:protein_coding	inside_gene_same_strand:pseudogene	inside_gene_same_strand:snRNA	inside_gene_same_strand:snoRNA	inside_gene_same_strand:tRNA	left_int_length	length	right_int_length	sample_name	source	start	strand	type
5945821	5945821	0	False	True	6100	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	['WBGene00016716']	0	0	0	0	5944510	5944510	0	DOG	X	.	.	5948869	protein_coding	gene_id "WBGene00003254"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00003254	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1311.0	3048	0.0	N2HS_J2B_spl	WormBase	5945821	-	gene
8478382	8478382	0	False	True	6100	0.0	0	0	0	0	['WBGene00018369']	0	0	0	['WBGene00219946']	0	0	0	0	0	0	['WBGene00018369']	0	0	0	['WBGene00219946']	['WBGene00023046']	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0	0	0	['WBGene00195997']	0	0	0	0	0	0	8473554	8473554	0	DOG	III	.	.	8480455	protein_coding	gene_id "WBGene00018370"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00018370	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	['WBGene00199676']	0	0	0	0	0	0	4828.0	2073	0.0	N2HS_J2B_s	WormBase	8478382	-	gene
6058018	6058018	0	False	True	6100	0.0	0	0	0	0	['WBGene00019205']	0	0	0	0	0	0	0	0	['WBGene00197469']	['WBGene00048900', 'WBGene00173636', 'WBGene00169396', 'WBGene00046189', 'WBGene00172649', 'WBGene00169628', 'WBGene00168971']	['WBGene00019205']	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	['WBGene00169476', 'WBGene00170193', 'WBGene00167138', 'WBGene00174405', 'WBGene00172092', 'WBGene00169333', 'WBGene00047455', 'WBGene00170731', 'WBGene00171934']	0	0	0	0	0	6057517	6057517	0	DOG	IV	.	.	6058038	piRNA	gene_id "WBGene00168326"; gene_source "WormBase"; gene_biotype "piRNA";	WBGene00168326	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	501.0	20	0.0	N2HS_J2B_sp	WormBase	6058018	-	gene
6965800	6965800	0	False	True	6100	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	['WBGene00006605']	0	0	0	0	6965687	6965687	0	DOG	II	.	.	6967648	protein_coding	gene_id "WBGene00004090"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00004090	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	113.0	1848	0.0	N2HS_J2B_sp	WormBase	6965800	-	gene
6744339	6744339	0	False	False	6100	0.0	0	0	0	0	['WBGene00020498', 'WBGene00018305', 'WBGene00018302']	0	0	0	0	0	0	0	0	0	0	['WBGene00020498', 'WBGene00018305', 'WBGene00018302']	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	6738239	6738239	0	DOG	II	.	.	6744735	protein_coding	gene_id "WBGene00002098"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00002098	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	10544.0	396	0.0	N2HS_J2B_sp	WormBase	6744339	-	gene
11626910	11626910	0	False	True	6100	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	['WBGene00174936']	['WBGene00001107', 'WBGene00003093', 'WBGene00003094']	0	0	0	0	11625582	11625582	0	DOG	IV	.	.	11627947	protein_coding	gene_id "WBGene00003095"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00003095	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1328.0	1037	0.0	N2HS_J2B_sp	WormBase	11626910	-	gene
6621687	6621687	0	False	True	6100	0.0	0	0	0	0	['WBGene00006645', 'WBGene00017068']	0	0	0	0	0	0	0	0	['WBGene00196215']	0	['WBGene00006645', 'WBGene00017068']	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	['WBGene00017065']	0	0	0	0	6615990	6615990	0	DOG	I	.	.	6624894	protein_coding	gene_id "WBGene00000050"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00000050	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	5697.0	3207	0.0	N2HS_J2B_spl	WormBase	6621687	-	gene
9628314	9628314	0	False	True	6100	0.0	0	0	['WBGene00202131']	0	['WBGene00077691', 'WBGene00011534']	0	0	0	0	0	0	0	0	['WBGene00202131']	0	['WBGene00077691', 'WBGene00011534']	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	['WBGene00011535']	0	0	0	0	9622934	9622934	0	DOG	V	.	.	9629110	protein_coding	gene_id "WBGene00044011"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00044011	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	5380.0	796	0.0	N2HS_J2B_spl	WormBase	9628314	-	gene
11752835	11752835	0	True	True	6100	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	['WBGene00195700']	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0	0	0	['WBGene00201752', 'WBGene00201438']	0	['WBGene00001679']	0	0	0	0	11752234	11752234	0	DOG	II	.	.	11752984	ncRNA	gene_id "WBGene00199360"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00199360	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	601.0	149	0.0	N2HS_J2B_sp	WormBase	11752835	-	gene
11118959	11118959	0	False	True	6100	0.0	0	0	['WBGene00199959']	0	0	0	0	0	0	0	0	0	0	['WBGene00199959']	0	['WBGene00001690']	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	['WBGene00011141']	0	0	0	0	11116823	11116823	0	DOG	X	.	.	11121005	protein_coding	gene_id "WBGene00011139"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00011139	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	2136.0	2046	0.0	N2HS_J2B_spl	WormBase	11118959	-	gene
11404667	11404667	0	True	True	6000	0.0	0	0	['WBGene00197841']	0	0	0	0	0	0	0	0	0	0	['WBGene00197841']	0	['WBGene00003536']	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0	0	0	['WBGene00198625']	0	['WBGene00003538']	0	0	0	0	11402690	11402690	0	DOG	V	.	.	11404810	ncRNA	gene_id "WBGene00196648"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00196648	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1977.0	143	0.0	N2HS_J2B_spl	WormBase	11404667	-	gene
8161967	8161967	0	False	True	6000	0.0	0	0	0	0	['WBGene00015047']	0	0	0	0	0	0	0	0	0	0	['WBGene00015047']	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	['WBGene00169354']	['WBGene00015049']	0	0	0	0	8158249	8158249	0	DOG	IV	.	.	8163795	protein_coding	gene_id "WBGene00015050"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00015050	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	3718.0	1828	0.0	N2HS_J2B_sp	WormBase	8161967	-	gene
4956233	4956233	0	False	True	6000	0.0	0	0	0	0	['WBGene00006208']	0	0	0	0	0	0	0	0	0	['WBGene00167280', 'WBGene00174376', 'WBGene00165763']	['WBGene00006208']	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	['WBGene00174010', 'WBGene00173617', 'WBGene00172686']	0	0	0	0	0	4954639	4954639	0	DOG	IV	.	.	4956253	piRNA	gene_id "WBGene00046840"; gene_source "WormBase"; gene_biotype "piRNA";	WBGene00046840	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1594.0	20	0.0	N2HS_J2B_sp	WormBase	4956233	-	gene
6902853	6902853	0	False	True	6000	0.0	0	0	0	['WBGene00167435']	['WBGene00016624', 'WBGene00016623']	0	0	0	0	0	0	0	0	0	['WBGene00167435']	['WBGene00016624', 'WBGene00016623']	0	0	0	0	['WBGene00022961']	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0	0	0	['WBGene00196542']	0	['WBGene00016631']	0	0	0	0	6898286	6898286	0	DOG	II	.	.	6907757	protein_coding	gene_id "WBGene00015088"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00015088	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	4567.0	4904	0.0	N2HS_J2B_sp	WormBase	6902853	-	gene
5273558	5273558	0	False	True	6000	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	['WBGene00016911']	0	0	0	0	5271845	5271845	0	DOG	II	.	.	5273647	ncRNA	gene_id "WBGene00200325"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00200325	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1713.0	89	0.0	N2HS_J2B_sp	WormBase	5273558	-	gene
14037847	14037847	0	False	True	5900	0.0	0	0	0	['WBGene00172925', 'WBGene00171269']	0	0	0	0	0	0	0	0	['WBGene00003280']	['WBGene00196813', 'WBGene00195705']	['WBGene00047916', 'WBGene00050197', 'WBGene00173390', 'WBGene00173623', 'WBGene00173220', 'WBGene00174594', 'WBGene00050206', 'WBGene00172925', 'WBGene00171269']	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0	0	0	['WBGene00198798', 'WBGene00201963', 'WBGene00200911', 'WBGene00198933', 'WBGene00199919']	['WBGene00167642', 'WBGene00172621', 'WBGene00050020', 'WBGene00170135', 'WBGene00165701', 'WBGene00049942', 'WBGene00046922', 'WBGene00168960', 'WBGene00049180', 'WBGene00173219', 'WBGene00171611']	0	0	0	0	0	14037377	14037377	0	DOG	IV	.	.	14037867	piRNA	gene_id "WBGene00174840"; gene_source "WormBase"; gene_biotype "piRNA";	WBGene00174840	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	470.0	20	0.0	N2HS_J2B_sp	WormBase	14037847	-	gene
7194094	7194094	0	False	True	5900	0.0	0	0	['WBGene00201252']	0	0	0	0	0	0	0	0	0	0	['WBGene00201252']	['WBGene00167713', 'WBGene00166041']	['WBGene00194742']	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	['WBGene00018153', 'WBGene00004490', 'WBGene00003176']	0	0	0	0	7192992	7192992	0	DOG	III	.	.	7195425	protein_coding	gene_id "WBGene00044005"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00044005	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1102.0	1331	0.0	N2HS_J2B_s	WormBase	7194094	-	gene
12448685	12448685	0	False	True	5900	0.0	0	0	0	0	['WBGene00008303']	0	0	0	0	0	0	0	0	0	0	['WBGene00008303']	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	['WBGene00008301', 'WBGene00008302']	0	0	0	0	12446956	12446956	0	DOG	V	.	.	12450002	protein_coding	gene_id "WBGene00008304"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00008304	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1729.0	1317	0.0	N2HS_J2B_spl	WormBase	12448685	-	gene
9774074	9774074	0	False	True	5900	0.0	0	0	0	0	['WBGene00009161']	0	0	0	0	0	0	0	0	0	0	['WBGene00009161']	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	['WBGene00009160', 'WBGene00009159']	0	0	0	0	9772565	9772565	0	DOG	I	.	.	9774215	ncRNA	gene_id "WBGene00198423"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00198423	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1509.0	141	0.0	N2HS_J2B_spl	WormBase	9774074	-	gene
11079299	11079299	0	True	True	5900	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	['WBGene00012258']	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	['WBGene00044151', 'WBGene00044152']	['WBGene00215616']	0	0	0	11078243	11078243	0	DOG	X	.	.	11079772	protein_coding	gene_id "WBGene00194793"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00194793	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1056.0	473	0.0	N2HS_J2B_spl	WormBase	11079299	-	gene
6621542	6621542	0	False	True	5900	0.0	0	0	['WBGene00198284', 'WBGene00198981']	0	0	0	0	0	0	0	0	0	0	['WBGene00198284', 'WBGene00198981']	0	['WBGene00000784']	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0	0	0	['WBGene00197528']	0	0	0	0	0	0	6616802	6616802	0	DOG	V	.	.	6621562	piRNA	gene_id "WBGene00166189"; gene_source "WormBase"; gene_biotype "piRNA";	WBGene00166189	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	4740.0	20	0.0	N2HS_J2B_spl	WormBase	6621542	-	gene
2876698	2876698	0	False	True	5900	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0	0	0	['WBGene00199201']	0	['WBGene00022117', 'WBGene00004412']	0	0	0	0	2876554	2876554	0	DOG	I	.	.	2876843	ncRNA	gene_id "WBGene00200098"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00200098	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	144.0	145	0.0	N2HS_J2B_spl	WormBase	2876698	-	gene
4343631	4343631	0	False	False	5900	0.0	0	0	0	0	['WBGene00000140']	0	0	0	0	0	0	0	0	0	0	['WBGene00000140']	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	4337731	4337731	0	DOG	I	.	.	4343780	ncRNA	gene_id "WBGene00196671"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00196671	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	8994.0	149	0.0	N2HS_J2B_spl	WormBase	4343631	-	gene
10319351	10319351	0	False	True	5900	0.0	0	0	0	['WBGene00172854']	0	0	0	0	0	0	0	0	0	0	['WBGene00172854']	['WBGene00044254']	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	['WBGene00011173', 'WBGene00011172']	['WBGene00011178']	0	0	0	10318293	10318293	0	DOG	IV	.	.	10321170	protein_coding	gene_id "WBGene00011171"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00011171	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1058.0	1819	0.0	N2HS_J2B_sp	WormBase	10319351	-	gene
8968737	8968737	0	False	True	5900	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	['WBGene00003634', 'WBGene00020555']	0	0	0	0	8968406	8968406	0	DOG	V	.	.	8969955	protein_coding	gene_id "WBGene00019114"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00019114	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	331.0	1218	0.0	N2HS_J2B_spl	WormBase	8968737	-	gene
13653725	13653725	0	False	False	5800	0.0	0	0	0	0	['WBGene00008036', 'WBGene00008037']	0	0	0	0	0	0	0	0	0	0	['WBGene00008036', 'WBGene00008037']	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	13647925	13647925	0	DOG	X	.	.	13653816	ncRNA	gene_id "WBGene00195332"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00195332	0	0	0	0	0	0	0	0	0.0	0	0	['WBGene00014284']	0	0	0	0	0	0	0	0	0	0	6827.0	91	0.0	N2HS_J2B_spl	WormBase	13653725	-	gene
3687565	3687565	0	False	True	5800	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	['WBGene00198923']	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	['WBGene00003129']	0	0	0	['WBGene00006334']	3686865	3686865	0	DOG	IV	.	.	3694837	protein_coding	gene_id "WBGene00021363"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00021363	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	700.0	7272	0.0	N2HS_J2B_sp	WormBase	3687565	-	gene
8161839	8161839	0	False	True	5800	0.0	0	0	['WBGene00201174']	0	['WBGene00001854']	0	0	0	0	0	0	0	0	['WBGene00201174']	0	['WBGene00001854']	0	0	0	0	['WBGene00023008']	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0	0	0	['WBGene00198544']	0	0	0	0	0	['WBGene00023009']	8156707	8156707	0	DOG	X	.	.	8163073	protein_coding	gene_id "WBGene00017715"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00017715	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	5132.0	1234	0.0	N2HS_J2B_spl	WormBase	8161839	-	gene
5388189	5388189	0	False	True	5800	0.0	0	0	['WBGene00198778']	0	['WBGene00016429']	0	0	0	0	0	0	0	0	['WBGene00198778']	0	['WBGene00016429']	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0	0	0	['WBGene00200505', 'WBGene00197938']	0	0	0	0	0	0	5386308	5386308	0	DOG	V	.	.	5388338	ncRNA	gene_id "WBGene00195918"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00195918	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1881.0	149	0.0	N2HS_J2B_spl	WormBase	5388189	-	gene
9715883	9715883	0	False	True	5800	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	['WBGene00006579']	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	['WBGene00003571']	0	0	0	0	9713928	9713928	0	DOG	III	.	.	9720291	protein_coding	gene_id "WBGene00003572"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00003572	0	0	0	0	0	0	0	0	0.0	0	['WBGene00045124']	0	0	0	0	0	0	0	0	0	0	0	1955.0	4408	0.0	N2HS_J2B_s	WormBase	9715883	-	gene
13605809	13605809	0	True	True	5800	0.0	0	0	0	['WBGene00169913', 'WBGene00172889']	0	['WBGene00045059']	0	0	0	0	0	0	0	0	['WBGene00165444', 'WBGene00046556', 'WBGene00049803', 'WBGene00047856', 'WBGene00170574', 'WBGene00167547', 'WBGene00047042', 'WBGene00169913', 'WBGene00172889']	['WBGene00194917']	['WBGene00012876', 'WBGene00045059']	0	['WBGene00045203', 'WBGene00045201', 'WBGene00044967']	0	0	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	['WBGene00168270', 'WBGene00172002', 'WBGene00047636', 'WBGene00169490', 'WBGene00045591']	0	['WBGene00045045']	0	0	0	13604386	13604386	0	DOG	IV	.	.	13605829	piRNA	gene_id "WBGene00172135"; gene_source "WormBase"; gene_biotype "piRNA";	WBGene00172135	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1423.0	20	0.0	N2HS_J2B_sp	WormBase	13605809	-	gene
7136277	7136277	0	False	True	5800	0.0	0	0	0	0	['WBGene00017330', 'WBGene00271437']	0	0	0	0	0	0	0	0	0	0	['WBGene00017330', 'WBGene00271437']	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	['WBGene00005927']	['WBGene00005928']	0	0	0	7132324	7132324	0	DOG	V	.	.	7138417	protein_coding	gene_id "WBGene00006163"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00006163	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	3953.0	2140	0.0	N2HS_J2B_spl	WormBase	7136277	-	gene
9580825	9580825	0	False	True	5700	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	['WBGene00009887']	0	0	0	0	9575866	9575866	0	DOG	X	.	.	9580961	ncRNA	gene_id "WBGene00197764"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00197764	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	4959.0	136	0.0	N2HS_J2B_spl	WormBase	9580825	-	gene
11516445	11516445	0	True	True	5700	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	['WBGene00008331']	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	['WBGene00008332', 'WBGene00008335', 'WBGene00008334']	0	0	0	0	11516191	11516191	0	DOG	V	.	.	11517889	protein_coding	gene_id "WBGene00008333"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00008333	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	254.0	1444	0.0	N2HS_J2B_spl	WormBase	11516445	-	gene
5207567	5207567	0	False	True	5700	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	['WBGene00022531']	0	0	0	0	5206911	5206911	0	DOG	III	.	.	5209557	protein_coding	gene_id "WBGene00022534"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00022534	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	656.0	1990	0.0	N2HS_J2B_s	WormBase	5207567	-	gene
4841374	4841374	0	False	True	5700	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	['WBGene00016351']	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	['WBGene00016358']	0	0	0	0	4837759	4837759	0	DOG	II	.	.	4842211	protein_coding	gene_id "WBGene00044298"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00044298	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	3615.0	837	0.0	N2HS_J2B_sp	WormBase	4841374	-	gene
3792524	3792524	0	False	False	5700	0.0	0	0	0	0	['WBGene00195077', 'WBGene00021173', 'WBGene00021172']	0	0	0	0	0	0	0	0	0	0	['WBGene00195077', 'WBGene00021173', 'WBGene00021172']	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	3786824	3786824	0	DOG	II	.	.	3793425	protein_coding	gene_id "WBGene00021174"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00021174	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	12961.0	901	0.0	N2HS_J2B_sp	WormBase	3792524	-	gene
20162649	20162649	0	False	False	5600	0.0	0	0	0	0	['WBGene00008945']	0	0	0	0	0	0	0	0	0	0	['WBGene00008945']	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	20157049	20157049	0	DOG	V	.	.	20164561	protein_coding	gene_id "WBGene00008944"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00008944	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	24200.0	1912	0.0	N2HS_J2A_split	WormBase	20162649	-	gene
