DOG_end_local	DOG_end_meta	DOG_from_downstream_gene	DOG_from_upstream_gene	DOG_into_downstream_gene	DOG_length	DOG_overlap_opposite_strand_local:antisense	DOG_overlap_opposite_strand_local:lincRNA	DOG_overlap_opposite_strand_local:miRNA	DOG_overlap_opposite_strand_local:ncRNA	DOG_overlap_opposite_strand_local:piRNA	DOG_overlap_opposite_strand_local:protein_coding	DOG_overlap_opposite_strand_local:pseudogene	DOG_overlap_opposite_strand_local:rRNA	DOG_overlap_opposite_strand_local:snRNA	DOG_overlap_opposite_strand_local:snoRNA	DOG_overlap_opposite_strand_local:tRNA	DOG_overlap_opposite_strand_meta:antisense	DOG_overlap_opposite_strand_meta:lincRNA	DOG_overlap_opposite_strand_meta:miRNA	DOG_overlap_opposite_strand_meta:ncRNA	DOG_overlap_opposite_strand_meta:piRNA	DOG_overlap_opposite_strand_meta:protein_coding	DOG_overlap_opposite_strand_meta:pseudogene	DOG_overlap_opposite_strand_meta:rRNA	DOG_overlap_opposite_strand_meta:snRNA	DOG_overlap_opposite_strand_meta:snoRNA	DOG_overlap_opposite_strand_meta:tRNA	DOG_overlap_same_strand_local:antisense	DOG_overlap_same_strand_local:lincRNA	DOG_overlap_same_strand_local:miRNA	DOG_overlap_same_strand_local:ncRNA	DOG_overlap_same_strand_local:piRNA	DOG_overlap_same_strand_local:protein_coding	DOG_overlap_same_strand_local:pseudogene	DOG_overlap_same_strand_local:rRNA	DOG_overlap_same_strand_local:snRNA	DOG_overlap_same_strand_local:snoRNA	DOG_overlap_same_strand_local:tRNA	DOG_overlap_same_strand_meta:antisense	DOG_overlap_same_strand_meta:lincRNA	DOG_overlap_same_strand_meta:miRNA	DOG_overlap_same_strand_meta:ncRNA	DOG_overlap_same_strand_meta:piRNA	DOG_overlap_same_strand_meta:protein_coding	DOG_overlap_same_strand_meta:pseudogene	DOG_overlap_same_strand_meta:rRNA	DOG_overlap_same_strand_meta:snRNA	DOG_overlap_same_strand_meta:snoRNA	DOG_overlap_same_strand_meta:tRNA	DOG_start_local	DOG_start_meta	POG_into_upstream_gene	TYPE	baseMean	chr	end	gene_biotype_name	gene_id_name	inside_gene_opposite_strand:antisense	inside_gene_opposite_strand:lincRNA	inside_gene_opposite_strand:miRNA	inside_gene_opposite_strand:ncRNA	inside_gene_opposite_strand:piRNA	inside_gene_opposite_strand:protein_coding	inside_gene_opposite_strand:pseudogene	inside_gene_opposite_strand:rRNA	inside_gene_opposite_strand:snRNA	inside_gene_opposite_strand:snoRNA	inside_gene_opposite_strand:tRNA	inside_gene_same_strand:antisense	inside_gene_same_strand:lincRNA	inside_gene_same_strand:miRNA	inside_gene_same_strand:ncRNA	inside_gene_same_strand:piRNA	inside_gene_same_strand:protein_coding	inside_gene_same_strand:pseudogene	inside_gene_same_strand:rRNA	inside_gene_same_strand:snRNA	inside_gene_same_strand:snoRNA	inside_gene_same_strand:tRNA	left_int_length	length	lfcSE	log2FoldChange	padj	pvalue	right_int_length	sample_name	source	start	stat	strand	type
896958	922666	0	False	True	25900	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0		0	0	0	0.0	0.0	0.0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	['WBGene00045300', 'WBGene00016647', 'WBGene00045299', 'WBGene00016646', 'WBGene00045298', 'WBGene00019073', 'WBGene00019072', 'WBGene00019070']	0	0	0	0	0	896766	896766	0	DOG	239.0	IV	896766	protein_coding	WBGene00016648	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	1375	0.445665056963277	-0.46042793767759793	0.5718921054353979	0.30212779940408	192.0	N2HS_J2B_sp	WormBase	895391	1.06477869914312	+	gene
905263	920571	0	True	True	15500	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0		0	0	0	0.0	0.0	0.0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	['WBGene00045298', 'WBGene00019073', 'WBGene00019072', 'WBGene00019070']	0	0	0	0	0	905071	905071	0	DOG	230.57142857142898	IV	905071	protein_coding	WBGene00016646	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	1375	0.43469853370303496	-0.453162059396075	0.567640316385913	0.297736074140273	192.0	N2HS_J2B_sp	WormBase	903696	1.08430686864398	+	gene
909415	909523	0	True	True	300	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0		0	0	0	0.0	0.0	0.0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	['WBGene00019072']	0	0	0	0	0	909223	909223	0	DOG	237.57142857142898	IV	909223	protein_coding	WBGene00019073	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	1375	0.448212281233614	-0.45466005784849706	0.5793308730862211	0.31097309675796503	192.0	N2HS_J2B_sp	WormBase	907848	1.02653835823953	+	gene
1107396	1111586	0	False	True	6500	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	['WBGene00005905']	0		0	0	0	0.0	0.0	0.0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	['WBGene00003893']	0	0	0	0	0	1105086	1105086	0	DOG	810.8571428571429	IV	1105086	protein_coding	WBGene00016637	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	313	0.584798344935478	0.0401610217019527	0.9764517520136221	0.9453191523138019	2310.0	N2HS_J2B_sp	WormBase	1104773	0.00470404123834101	+	gene
1202146	1202146	0	False	False	300	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0		0	0	0	0.0	0.0	0.0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	1201846	1201846	0	DOG	1464.28571428571	IV	1201846	protein_coding	WBGene00022427	0	0	0	['WBGene00202019']	0	0	0		0	0	0	0	0	0	['WBGene00196976']	0	0	0	0.0	0	0	0	0.0	8781	0.302559750566902	-1.1481547911480001	0.00501980192240274	0.00016233474675044198	14744.0	N2HS_J2B_sp	WormBase	1193065	14.223451759886999	+	gene
1365662	1365662	0	False	False	400	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0		0	0	0	0.0	0.0	0.0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	1365262	1365262	0	DOG	2.28571428571429	IV	1365262	pseudogene	WBGene00023305	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	71	3.2427954840965003	0.906885695261336		0.779172279272629	20783.0	N2HS_J2B_sp	WormBase	1365191	0.0786229594733854	+	gene
1408331	1408331	0	False	False	200	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0		0	0	0	0.0	0.0	0.0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	1408131	1408131	0	DOG	15.4285714285714	IV	1408131	protein_coding	WBGene00022314	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	['WBGene00023392']	0.0	0	0	0	0.0	1589	1.5494133257438303	2.39562841043479		0.10744311711829901	7129.0	N2HS_J2B_sp	WormBase	1406542	2.5914325708301402	+	gene
1497630	1497630	False	0	0	500	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0		0	0	0	0.0	0.0	0.0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	1497130	1497130	False	POG	1709.0	IV	1509965	protein_coding	WBGene00022306	0	0	0	['WBGene00198503']	0	0	0		0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	7868.0	12335	0.290415366076342	-1.19388268198455	0.00165235481308831	4.4403978124440995e-05	0.0	N2-J2-1__split	WormBase	1497630	16.6731964212019	+	gene
1753824	1760133	0	False	True	8500	0	0	0	0	0	['WBGene00021509']	0		0	0	0	0	0	0	0	0	['WBGene00021509']	0		0	0	0	0.0	0.0	0.0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	['WBGene00021505']	0	0	0	0	0	1751633	1751633	0	DOG	1947.57142857143	IV	1751633	protein_coding	WBGene00021506	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	5758	0.29228367957976004	-0.791477477929226	0.114085557838898	0.00696954569414699	2191.0	N2HS_J2B_sp	WormBase	1745875	7.28080085608104	+	gene
1769867	1769867	0	False	False	200	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0		0	0	0	0.0	0.0	0.0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	1769667	1769667	0	DOG	24.571428571428598	IV	1769667	protein_coding	WBGene00000682	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	1046	1.10613802123651	-1.4033537650818402	0.476480486252421	0.206825736004809	2477.0	N2HS_J2B_sp	WormBase	1768621	1.59350742189729	+	gene
1774895	1774895	0	False	False	200	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0		0	0	0	0.0	0.0	0.0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	1774695	1774695	0	DOG	6.0	IV	1774695	protein_coding	WBGene00021504	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	2551	2.2652952555466603	2.03746022605753		0.36642085606760705	47122.0	N2HS_J2B_sp	WormBase	1772144	0.8157665015602329	+	gene
1822608	1822608	0	False	False	200	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0		0	0	0	0.0	0.0	0.0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	1822408	1822408	0	DOG	2.28571428571429	IV	1822408	protein_coding	WBGene00195012	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	591	3.1807288812933905	-2.99996037630469		0.34578177078240807	2073.0	N2HS_J2B_sp	WormBase	1821817	0.8888771510029051	+	gene
1834628	1835429	0	False	True	1400	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0		0	0	0	0.0	0.0	0.0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	['WBGene00019462']	0	0	0	0	0	1834029	1834029	0	DOG	186.0	IV	1834029	protein_coding	WBGene00000553	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	9548	0.482136043054803	-0.718104856183802	0.388037508558836	0.137808404462939	599.0	N2HS_J2B_sp	WormBase	1824481	2.20226177425641	+	gene
1981406	1989163	0	True	True	8800	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0		0	0	0	0.0	0.0	0.0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	['WBGene00022300']	0	0	0	0	0	1980363	1980363	0	DOG	24.428571428571402	IV	1980363	protein_coding	WBGene00022302	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	375	1.0763804609516	0.10388286597123099	0.966237000501787	0.923107314303119	1043.0	N2HS_J2B_sp	WormBase	1979988	0.00931617750588032	+	gene
2011293	2011293	0	False	False	2300	0	0	0	0	0	['WBGene00022301']	0		0	0	0	0	0	0	0	0	['WBGene00022301']	0		0	0	0	0.0	0.0	0.0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	2008993	2008993	0	DOG	3399.7142857142894	IV	2008993	protein_coding	WBGene00022296	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	15904	0.277115897114337	-0.707587103492155	0.15920346449054099	0.0109132869076868	28198.0	N2HS_J2B_sp	WormBase	1993089	6.47938285604602	+	gene
2126770	2133938	0	False	True	7900	0	0	0	0	0	['WBGene00001729']	0		0	0	0	0	0	0	0	0	['WBGene00001729']	0		0	0	0	0.0	0.0	0.0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	['WBGene00199050']	0	['WBGene00016023', 'WBGene00077523']	0	0	0	0	0	2126038	2126038	0	DOG	24.857142857142897	IV	2126038	protein_coding	WBGene00016024	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	3241	1.00343034390903	-0.291540799976646	0.890247795214437	0.771499181350228	732.0	N2HS_J2B_sp	WormBase	2122797	0.0843405595926896	+	gene
2130965	2133769	0	True	True	6900	0	0	0	0	0	['WBGene00001729']	0		0	0	0	0	0	0	0	0	['WBGene00001729']	0		0	0	0	0.0	0.0	0.0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	['WBGene00016023', 'WBGene00077523']	0	0	0	0	0	2126869	2126869	0	DOG	1.42857142857143	IV	2126869	ncRNA	WBGene00199050	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	99	3.9132732409930404	-0.999980426544912		0.7986127202101301	4096.0	N2HS_J2B_sp	WormBase	2126770	0.0650979064999682	+	gene
2236095	2236095	0	False	False	300	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0		0	0	0	0.0	0.0	0.0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	2235795	2235795	0	DOG	2734.4285714285697	IV	2235795	protein_coding	WBGene00020208	0	0	0	['WBGene00202285']	0	0	0		0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	12967	0.277552512124763	-0.52845671865267	0.258206974958135	0.0573923952537326	7265.0	N2HS_J2B_sp	WormBase	2222828	3.6111796769266498	+	gene
2317797	2318592	0	False	True	1600	0	0	0	0	0	0	0		0	0	0	0	0	0	0	['WBGene00165356']	0	0		0	0	0	0.0	0.0	0.0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	['WBGene00219413']	0	0	0	0	0	2316992	2316992	0	DOG	1.7142857142857097	IV	2316992	ncRNA	WBGene00200681	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	98	3.5451987583551605	-1.4150169627301499		0.689867862410386	805.0	N2HS_J2B_sp	WormBase	2316894	0.159228446879634	+	gene
2318327	2318327	0	True	False	300	0	0	0	0	['WBGene00165356']	0	0		0	0	0	0	0	0	0	['WBGene00165356']	0	0		0	0	0	0.0	0.0	0.0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	2318027	2318027	0	DOG	13.0	IV	2318027	protein_coding	WBGene00219413	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	230	1.41030289082797	-0.8997458569379151		0.524420869125031	6031.0	N2HS_J2B_sp	WormBase	2317797	0.40519030146910495	+	gene
2495435	2495435	0	False	False	1300	0	0	0	['WBGene00197723']	0	['WBGene00022092']	0		0	0	0	0	0	0	['WBGene00197723']	0	['WBGene00022092']	0		0	0	0	0.0	0.0	0.0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	2494135	2494135	0	DOG	110.0	IV	2494135	protein_coding	WBGene00022090	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	5315	0.5915012610826179	-0.0052779542331131205	0.9976519272880631	0.992880647289646	1600.0	N2HS_J2B_sp	WormBase	2488820	7.96182122826394e-05	+	gene
2531796	2531796	0	True	False	1500	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0		0	0	0	0.0	0.0	0.0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	2530296	2530296	0	DOG	2208.85714285714	IV	2530296	protein_coding	WBGene00022087	0	0	0	0	0	['WBGene00022093']	0		0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	32495	0.26478110458035503	-1.2285011107766899	0.00017328867477553502	4.099042437955671e-06	3404.0	N2HS_J2B_sp	WormBase	2497801	21.2179654424233	+	gene
2613801	2613801	0	False	False	400	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0		0	0	0	0.0	0.0	0.0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	2613401	2613401	0	DOG	1.42857142857143	IV	2613401	piRNA	WBGene00174384	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	20	3.9132732409930404	-0.999980426544912		0.7986127202101301	799.0	N2HS_J2B_sp	WormBase	2613381	0.0650979064999682	+	gene
2617635	2617635	0	False	False	500	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0		0	0	0	0.0	0.0	0.0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	2617135	2617135	0	DOG	124.0	IV	2617135	protein_coding	WBGene00022076	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	2935	0.5821568980709371	-0.7477342428419829	0.465540474169859	0.19953249200357	2740.0	N2HS_J2B_sp	WormBase	2614200	1.6457930208258	+	gene
2626538	2626538	0	False	False	1100	0	0	0	0	0	['WBGene00003595']	0		0	0	0	0	0	0	0	0	['WBGene00003595']	0		0	0	0	0.0	0.0	0.0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	2625438	2625438	0	DOG	65.0	IV	2625438	protein_coding	WBGene00004878	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	5563	0.715692821485558	-0.8572110057147521	0.5057609357057361	0.231629524414538	14359.0	N2HS_J2B_sp	WormBase	2619875	1.4308269672322398	+	gene
2640280	2640280	0	False	False	400	0	0	0	0	0	['WBGene00003161']	0		0	0	0	0	0	0	0	0	['WBGene00003161']	0		0	0	0	0.0	0.0	0.0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	2639880	2639880	0	DOG	1.7142857142857097	IV	2639880	ncRNA	WBGene00199492	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	83	3.73701826383386	-1.41501235809817		0.7056460499358459	1430.0	N2HS_J2B_sp	WormBase	2639797	0.14266483223522303	+	gene
2702244	2702244	0	False	False	200	0	0	0	0	0	['WBGene00022378']	0		0	0	0	0	0	0	0	0	['WBGene00022378']	0		0	0	0	0.0	0.0	0.0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	2702044	2702044	0	DOG	1.42857142857143	IV	2702044	ncRNA	WBGene00196975	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	69	3.9132732409930404	-0.999980426544912		0.7986127202101301	28208.0	N2HS_J2B_sp	WormBase	2701975	0.0650979064999682	+	gene
