GeneID	Length	BAMS.N2WT_INP_.bam	BAMS.OK803.INP__.bam	BAMS.N2.J2.1_.bam	BAMS.N2.J2.2_.bam	BAMS.N2.J2.3_.bam	BAMS.OK803.J2.1_.bam	BAMS.OK803.J2.2_.bam	BAMS.OK803.J2.3_.bam
WBGene00220192	83	0	0	0	2	3	0	0	1
WBGene00004981	1785	570	635	123	105	110	114	90	38
WBGene00020295	718	292	338	141	117	100	78	53	46
WBGene00004493	469	8570	6165	2170	2037	1690	1852	1269	849
WBGene00044789	958	1483	1171	1012	938	871	734	782	675
WBGene00020300	560	450	385	117	87	105	123	127	77
WBGene00001338	1573	269	342	91	99	86	88	41	54
WBGene00020298	1903	521	753	237	170	162	146	113	73
WBGene00045249	339	71	87	14	11	13	9	7	3
WBGene00020297	2341	3692	4705	2230	1940	1760	1852	1320	893
WBGene00020296	1207	512	685	273	180	214	182	130	87
WBGene00001666	1982	11	22	10	5	9	5	7	3
WBGene00002187	1587	257	352	118	88	80	80	67	53
WBGene00219270	111	3	1	7	6	7	3	2	0
WBGene00165558	21	1	0	1	0	2	0	1	0
WBGene00020299	723	18	39	10	7	11	7	10	3
WBGene00001332	2202	628	745	451	423	353	352	257	165
WBGene00000913	3410	6638	7133	3410	2958	2668	2408	1717	1225
WBGene00022046	1185	1579	1672	621	466	499	354	275	210
WBGene00022047	960	58	118	45	28	35	42	25	19
WBGene00002041	3913	628	782	312	270	274	196	172	127
WBGene00022045	465	109	94	23	16	20	26	14	15
WBGene00022044	920	387	521	138	109	108	94	63	42
WBGene00235263	171	6	3	0	3	1	1	0	0
WBGene00235264	228	0	1	1	1	0	0	0	0
WBGene00019772	851	23	43	5	10	6	6	6	3
WBGene00019773	1798	12	7	5	3	1	3	2	1
WBGene00019774	1678	48	69	20	26	25	14	6	5
WBGene00220031	82	0	1	0	0	0	0	0	0
WBGene00235265	270	3	3	0	0	1	0	0	0
WBGene00021011	1532	62	82	28	29	26	16	8	5
WBGene00021012	2521	857	1194	329	284	303	243	172	152
WBGene00000213	1912	292	293	109	102	94	95	77	37
WBGene00201763	150	0	0	0	0	0	0	0	0
WBGene00021010	1189	13	7	8	5	8	4	2	0
WBGene00021013	645	1	6	1	2	1	1	0	0
WBGene00001625	1641	17	21	5	2	3	2	3	1
WBGene00017276	456	0	0	0	0	0	0	0	0
WBGene00199193	88	0	0	0	0	0	0	0	0
WBGene00018924	1302	12	9	10	6	4	4	2	1
WBGene00200779	173	0	1	0	0	0	0	1	0
WBGene00201760	138	0	1	0	0	0	0	0	0
WBGene00198589	191	1	3	0	0	2	0	0	0
WBGene00195964	118	0	0	0	0	0	0	0	0
WBGene00001165	1281	148	186	56	51	49	33	30	17
WBGene00197598	138	2	1	0	1	0	0	0	0
WBGene00197815	122	0	0	0	0	0	0	0	0
WBGene00018927	381	9	14	2	2	7	4	2	2
WBGene00219978	93	0	1	2	0	1	0	0	0
WBGene00018925	1172	519	603	212	211	200	120	82	62
WBGene00001579	4068	1194	1569	888	791	732	536	404	261
WBGene00018926	1388	113	41	32	35	18	10	6	7
WBGene00189987	1570	6	2	2	1	2	0	2	0
WBGene00015995	330	0	0	0	0	0	0	0	0
WBGene00015996	1723	65	4	10	7	6	3	4	1
WBGene00015994	1341	53	22	17	13	11	5	7	2
WBGene00199836	150	0	0	0	0	0	0	0	0
WBGene00015997	572	10	9	1	1	0	0	1	0
WBGene00044457	1295	18	37	10	4	3	14	10	8
WBGene00015998	989	3	3	1	3	0	0	0	1
WBGene00015999	435	1	2	1	1	0	1	0	0
WBGene00000676	1383	71	6	8	7	9	0	1	0
WBGene00199072	105	0	0	0	0	2	0	0	0
WBGene00002140	1656	12	19	9	9	5	4	1	3
WBGene00015993	1531	41	53	10	10	6	11	7	7
WBGene00022911	73	701	0	6	10	3	0	0	0
WBGene00200850	74	1	0	0	1	0	0	0	0
WBGene00200054	207	20	12	4	11	7	0	1	0
WBGene00194995	186	2331	3310	317	281	245	148	121	105
WBGene00015497	1566	98	110	59	53	66	37	26	22
WBGene00019665	1340	42	39	16	11	20	15	9	4
WBGene00196668	62	0	1	0	0	0	0	0	0
WBGene00019658	463	81	54	16	8	11	5	0	1
WBGene00004427	722	7010	5256	2882	2614	2366	2275	1526	995
WBGene00044948	129	324	801	81	93	111	59	40	31
WBGene00045051	133	353	414	148	136	203	42	21	24
WBGene00019664	1262	610	428	101	94	80	55	32	34
WBGene00023106	86	57	24	0	3	5	0	2	1
WBGene00019663	694	145	123	45	50	33	44	27	25
WBGene00019662	468	0	3	2	1	0	1	2	1
WBGene00044723	1267	2	10	1	4	1	1	0	0
WBGene00019659	1122	1	6	1	0	0	1	2	0
WBGene00019660	1292	5	8	2	4	1	2	2	0
WBGene00044458	563	0	1	2	1	0	1	0	0
WBGene00019661	873	18	29	12	10	8	4	4	5
WBGene00195864	90	0	0	0	0	0	0	0	0
WBGene00023038	72	9	6	1	0	0	0	0	0
WBGene00018256	2292	53	59	31	18	16	21	11	7
WBGene00235287	9962	18	58	2	11	2	1	0	12
WBGene00021950	1566	44	55	40	40	37	28	30	13
WBGene00021949	810	1	1	1	1	1	0	0	0
WBGene00044460	1056	6	4	4	6	5	4	3	0
WBGene00044459	2332	71	96	41	37	37	34	22	12
WBGene00021951	1074	2	0	0	2	0	0	0	0
WBGene00168241	21	0	0	0	0	0	0	0	0
WBGene00219763	484	0	3	1	0	0	1	0	0
WBGene00197624	95	0	3	1	1	0	0	0	0
WBGene00021948	2777	105	77	35	38	32	20	10	17
WBGene00196878	300	0	1	0	0	0	0	0	0
WBGene00194844	642	3	5	0	1	1	1	0	0
WBGene00021947	1071	5	5	3	1	1	0	0	0
WBGene00001788	706	7	12	0	4	2	2	1	0
WBGene00000677	1169	5009	2521	747	879	662	506	370	305
WBGene00018928	1576	90	130	36	19	19	37	16	16
WBGene00018929	973	18	23	18	13	6	5	7	1
WBGene00018933	510	3	4	1	1	1	1	0	0
WBGene00018932	1087	424	513	97	81	85	124	91	54
WBGene00018931	1687	259	60	20	13	18	15	14	9
WBGene00199691	95	0	0	0	0	1	0	0	0
WBGene00004824	2042	284	480	123	101	89	86	59	45
WBGene00197041	64	0	1	0	0	1	0	0	0
WBGene00200616	63	0	0	0	0	0	0	1	0
WBGene00018930	789	18	22	10	4	6	2	2	0
WBGene00018935	713	384	462	91	70	70	86	56	48
WBGene00018934	766	353	428	82	63	65	51	33	27
WBGene00001154	1467	531	620	253	242	285	159	148	89
WBGene00220182	140	50	66	60	48	58	17	29	16
WBGene00021935	1075	290	527	139	129	113	116	95	53
WBGene00185088	828	64	60	39	38	41	23	15	16
WBGene00235283	168	0	2	0	1	1	0	0	1
WBGene00021936	2490	752	1117	533	417	483	282	241	142
WBGene00220183	126	1	4	9	8	7	1	4	0
WBGene00199601	95	0	1	0	1	0	0	0	0
WBGene00202216	95	0	0	3	0	0	0	0	0
WBGene00021942	805	28	41	10	8	9	12	6	2
WBGene00044742	897	63	87	36	22	31	30	15	14
WBGene00021943	1700	454	555	437	359	366	254	243	177
WBGene00201199	87	0	1	0	0	0	0	0	0
WBGene00023184	72	38	3	0	0	0	0	0	0
WBGene00021941	1206	31	10	11	6	8	6	3	1
WBGene00021945	2032	408	526	149	119	129	101	52	47
WBGene00044757	441	28	17	6	5	6	3	4	4
WBGene00021939	4893	208	252	111	88	84	76	68	32
WBGene00195533	223	0	1	0	1	0	0	0	0
WBGene00023183	78	7270	6077	4182	3736	4105	1613	951	671
WBGene00201671	136	5	5	6	11	4	1	3	1
WBGene00021938	2453	567	811	229	211	195	135	108	94
WBGene00196995	70	0	0	0	0	0	0	0	0
WBGene00196058	53	0	0	0	1	0	0	0	0
WBGene00007007	1604	341	469	190	155	127	143	114	96
WBGene00016649	1128	171	264	108	102	71	109	82	40
WBGene00045301	1413	84	118	66	64	54	32	29	19
WBGene00016648	1128	180	291	110	111	69	121	96	52
WBGene00045300	1413	87	121	68	66	55	33	32	19
WBGene00016647	1128	180	291	110	111	69	121	96	52
WBGene00045299	1413	86	120	67	66	55	33	32	19
WBGene00016646	1128	172	268	109	103	73	111	86	41
WBGene00045298	1413	81	119	67	68	54	29	30	21
WBGene00019073	1128	179	289	110	110	67	119	93	51
WBGene00019072	2347	96	136	76	74	59	36	31	20
WBGene00019070	819	9	17	12	4	4	0	3	2
WBGene00019069	1695	31	22	18	21	10	8	6	5
WBGene00196404	91	0	0	0	1	2	0	0	0
WBGene00199590	91	0	0	0	0	0	0	1	0
WBGene00019067	1824	12	9	6	7	3	0	3	1
WBGene00019068	1821	193	255	76	73	72	80	61	38
WBGene00004047	6623	1541	1962	1001	860	779	623	397	319
WBGene00043705	1286	156	184	91	71	70	66	42	43
WBGene00220181	143	14	16	12	7	10	15	8	8
WBGene00021924	2050	690	979	523	357	467	378	258	187
WBGene00021923	1255	74	159	68	39	36	43	36	24
WBGene00021925	524	52	50	17	12	15	12	10	5
WBGene00021926	1451	453	564	157	161	136	148	85	56
WBGene00021922	1447	421	430	118	103	89	71	74	50
WBGene00021921	2265	837	1229	502	481	376	362	258	177
WBGene00194825	63	0	0	0	0	0	0	0	0
WBGene00194822	61	0	0	0	0	0	0	0	0
WBGene00194823	61	0	2	0	1	0	0	0	0
WBGene00194824	64	0	0	0	0	0	0	0	0
WBGene00194826	64	0	0	0	0	0	0	0	0
WBGene00021927	910	23	17	13	10	8	7	8	6
WBGene00219762	988	0	2	4	1	1	0	0	1
WBGene00021928	1054	22	25	12	13	6	7	4	3
WBGene00005903	1250	84	1	2	1	1	0	0	0
WBGene00219399	896	30	16	12	14	16	16	9	2
WBGene00021929	1452	833	970	318	280	272	248	177	126
WBGene00021930	1139	408	605	109	91	74	83	65	34
WBGene00021920	634	309	295	87	80	65	65	64	40
WBGene00021931	2192	22	5	5	7	7	5	2	1
WBGene00000816	1697	548	675	197	180	146	168	125	87
WBGene00021934	2371	2517	2870	1119	882	979	802	622	423
WBGene00196098	123	0	0	0	0	0	0	0	0
WBGene00021933	995	240	298	71	78	54	79	48	21
WBGene00021932	1073	240	355	51	31	52	48	33	27
WBGene00044462	297	2	1	0	2	1	1	0	0
WBGene00016637	261	1	16	2	0	1	1	6	0
WBGene00003893	1143	4052	3621	1472	1447	1233	1235	884	629
WBGene00005905	957	0	0	1	1	0	0	0	0
WBGene00005904	960	9	0	2	3	1	1	0	0
WBGene00202064	112	0	0	0	0	0	0	0	0
WBGene00016638	1143	3215	4733	996	832	847	1135	861	558
WBGene00016636	719	1254	1337	621	594	595	641	540	336
WBGene00016639	1029	1	5	2	5	0	1	2	0
WBGene00199664	112	0	0	0	0	0	0	0	0
WBGene00200465	112	0	0	0	0	0	0	1	0
WBGene00023256	73	4	0	1	0	0	0	0	0
WBGene00016797	1051	25	31	8	9	4	1	4	2
WBGene00023257	72	0	0	0	0	1	0	0	0
WBGene00016798	481	1	0	0	0	0	0	0	0
WBGene00219437	429	1	1	0	0	2	0	0	0
WBGene00016796	2844	448	527	314	256	343	219	187	138
WBGene00198147	57	0	0	0	0	0	0	0	0
WBGene00198949	57	3	1	4	1	1	0	0	0
WBGene00022426	1048	323	297	161	132	109	152	80	65
WBGene00022428	940	127	125	54	55	35	43	34	19
WBGene00198533	107	0	0	0	0	1	0	0	0
WBGene00197287	75	0	0	0	0	0	0	0	0
WBGene00007020	684	199	255	58	53	69	75	40	38
WBGene00196875	53	0	0	0	0	0	0	0	0
WBGene00022427	2229	794	801	554	585	578	353	425	300
WBGene00196976	59	0	0	0	1	0	0	0	0
WBGene00202019	59	0	0	0	0	0	0	0	0
WBGene00001104	1024	90	122	26	21	34	20	13	11
WBGene00023163	440	5	3	0	0	3	3	0	0
WBGene00001103	793	29	27	7	12	12	0	0	0
WBGene00021123	708	21	24	26	22	17	24	15	9
WBGene00044463	572	1	13	1	1	2	5	0	3
WBGene00021122	1014	5	1	2	0	0	0	0	0
WBGene00021121	1365	38	52	15	11	20	18	19	12
WBGene00021120	537	3	1	0	2	1	1	1	0
WBGene00009521	2606	1028	1086	585	493	492	337	297	184
WBGene00044908	1283	12	3	2	1	2	0	2	0
WBGene00009522	631	12	34	11	13	10	9	9	5
WBGene00009523	842	19	19	20	14	14	7	3	2
WBGene00009524	900	13	2	0	1	1	0	0	0
WBGene00009518	1654	74	97	23	24	16	26	18	16
WBGene00009519	467	4	2	2	2	0	0	0	0
WBGene00045003	114	0	0	0	0	0	0	0	0
WBGene00009517	1467	10	5	9	3	3	2	3	0
WBGene00009520	1527	1	4	6	5	4	0	0	2
WBGene00045037	266	1	1	0	0	0	0	0	0
WBGene00009526	1528	21	90	10	16	9	22	13	13
WBGene00009525	312	1	0	0	0	3	0	0	0
WBGene00009515	1634	59	112	20	28	22	26	13	12
WBGene00007476	927	126	158	37	35	21	44	29	19
WBGene00022425	2347	1131	1654	505	469	448	384	303	189
WBGene00018776	3100	2627	2412	1330	1289	1067	921	676	459
WBGene00018778	4500	3402	3373	1753	1629	1377	1095	824	572
WBGene00018777	1892	357	366	161	133	147	125	104	58
WBGene00023291	534	12	8	11	6	9	6	2	4
WBGene00019054	996	1	1	2	1	1	0	0	1
WBGene00019053	713	0	0	1	0	2	0	0	0
WBGene00004338	1101	383	334	78	73	73	72	61	32
WBGene00000678	921	148	82	32	40	28	13	7	7
WBGene00023304	73	1	0	0	0	0	0	0	0
WBGene00166535	21	2	0	0	0	0	1	2	0
WBGene00000679	873	10	1	4	2	0	0	0	0
WBGene00200943	57	0	0	0	0	0	0	0	0
WBGene00023305	72	3	1	0	1	0	0	0	0
WBGene00199889	115	0	2	0	0	0	0	0	0
WBGene00019052	513	2	0	1	0	0	0	0	0
WBGene00219265	110	3	0	0	0	0	0	0	0
WBGene00023397	73	6	0	0	0	0	0	0	0
WBGene00022423	2527	191	179	180	151	123	92	79	67
WBGene00023202	72	94	17	1	0	0	0	0	0
WBGene00198926	56	0	0	0	0	0	0	0	0
WBGene00022314	580	21	25	9	9	8	3	1	0
WBGene00023392	71	0	0	0	0	0	0	0	0
WBGene00022309	442	66	51	7	5	5	6	4	3
WBGene00022310	2181	1056	1312	622	574	491	413	269	167
WBGene00199927	52	0	0	0	0	0	0	0	0
WBGene00002180	685	226	282	44	55	55	45	29	13
WBGene00022311	1053	12	16	3	4	2	1	1	0
WBGene00022312	891	15	15	9	7	7	2	4	1
WBGene00235266	869	7	8	5	2	0	1	1	2
WBGene00235267	1053	24	30	13	5	15	8	2	0
WBGene00000546	1987	64	39	29	26	22	7	14	4
WBGene00000547	2715	1267	1451	574	602	445	417	293	207
WBGene00022308	390	3	2	2	0	2	0	0	0
WBGene00022307	1280	277	327	135	151	138	135	93	67
WBGene00000680	921	10054	9713	1229	1145	940	1136	767	554
WBGene00022313	2191	35	24	21	22	30	9	11	4
WBGene00023393	73	0	0	0	0	0	0	0	0
WBGene00220213	94	7	0	4	0	0	0	0	0
WBGene00023394	72	2	0	0	1	0	0	0	0
WBGene00044464	1179	5	2	1	1	1	1	0	0
WBGene00199030	46	0	0	0	0	0	0	0	0
WBGene00003806	1142	514	706	136	132	106	121	115	70
WBGene00022306	1714	1096	1164	456	418	385	359	266	207
WBGene00198503	225	0	0	0	0	0	0	0	0
WBGene00019368	1120	878	432	326	307	257	242	136	94
WBGene00023094	72	474	2	2	1	1	0	0	0
WBGene00197920	300	0	0	0	0	2	0	0	0
WBGene00195475	150	1	0	0	0	0	0	0	0
WBGene00044719	533	25	22	5	10	8	12	5	0
WBGene00019369	945	5	0	0	1	1	1	0	0
WBGene00019367	1362	7	10	1	3	0	0	2	1
WBGene00019370	1313	12	16	14	12	13	4	2	3
WBGene00195474	150	0	0	0	0	0	2	0	0
WBGene00201161	150	0	1	0	0	0	0	0	0
WBGene00016427	1401	123	162	66	53	60	63	41	15
WBGene00000681	938	114	114	35	53	42	32	19	13
WBGene00044073	1490	36	118	28	29	25	50	37	20
WBGene00016425	1523	41	50	21	19	13	19	11	9
WBGene00016424	1230	31	22	13	14	9	15	6	1
WBGene00021520	1362	8	7	12	13	16	16	8	8
WBGene00021519	1411	7	7	1	1	2	2	1	2
WBGene00021518	1483	96	104	21	21	19	47	25	23
WBGene00021517	1190	7	4	2	2	1	1	1	0
WBGene00003794	4633	3114	4247	2085	1817	1656	1358	1154	739
WBGene00220152	93	52	147	34	26	17	28	14	6
WBGene00220153	143	198	266	106	86	105	69	66	35
WBGene00021516	573	35	32	11	6	8	4	9	2
WBGene00000416	1095	549	668	311	233	277	189	141	94
WBGene00021515	786	147	236	53	51	39	58	48	29
WBGene00021514	1137	1459	1094	596	630	493	447	307	228
WBGene00001105	938	41	66	16	20	19	7	8	3
WBGene00003712	1161	96	134	49	35	46	43	26	21
WBGene00021521	712	9	24	6	9	10	2	4	3
WBGene00003682	1182	23	56	22	20	20	12	14	5
WBGene00003677	1103	70	68	39	56	29	22	28	11
WBGene00045255	1392	22	48	20	20	17	19	10	6
WBGene00202209	95	1	1	0	1	0	1	0	1
WBGene00199574	62	0	0	0	0	0	0	0	0
WBGene00219752	209	0	0	0	0	0	0	0	0
WBGene00021525	685	35	41	15	16	11	8	0	3
WBGene00021513	1225	15	28	3	2	3	2	3	0
WBGene00021522	2020	466	574	318	244	255	206	174	96
WBGene00003297	21	1	0	3	2	4	0	0	0
WBGene00220154	56	4	2	8	4	9	6	4	4
WBGene00004497	266	1348	1179	275	241	209	206	155	131
WBGene00021512	2201	975	895	420	360	278	302	212	163
WBGene00220155	133	1	6	1	0	0	0	0	0
WBGene00021511	963	5	6	2	1	2	1	0	0
WBGene00021524	1227	6	4	3	5	4	1	2	0
WBGene00200640	80	0	0	0	0	0	0	0	0
WBGene00197111	150	0	0	0	0	0	0	0	0
WBGene00044618	1067	7	11	2	1	1	4	1	1
WBGene00019538	545	5	9	2	2	2	1	2	1
WBGene00003947	832	914	803	369	333	351	276	239	158
WBGene00019537	863	1974	1942	499	547	437	416	335	233
WBGene00019536	1026	9	16	6	2	3	1	9	2
WBGene00019540	2227	14182	3765	17448	16792	15130	7187	4853	3497
WBGene00044293	378	1	1	1	0	0	0	0	1
WBGene00195004	389	2	1	4	0	1	0	1	2
WBGene00021507	2133	1229	1433	720	685	560	477	382	282
WBGene00021508	1624	244	361	97	81	81	107	74	40
WBGene00021506	2368	1109	1380	672	534	502	399	320	209
WBGene00021509	1388	37	63	45	41	28	21	7	10
WBGene00021505	1222	66	67	34	32	35	20	19	11
WBGene00000682	915	19	2	12	11	10	0	0	0
WBGene00021504	794	7	1	0	1	1	0	0	0
WBGene00021510	1611	102	116	66	74	56	44	30	21
WBGene00198094	148	5	3	2	4	4	0	0	0
WBGene00021410	848	62	91	34	34	41	31	18	13
WBGene00004913	1564	14	13	16	11	3	1	3	2
WBGene00000683	1226	113	57	25	23	23	15	11	8
WBGene00195012	204	0	0	0	0	0	0	0	0
WBGene00000553	1524	60	73	37	27	27	23	20	12
WBGene00019462	1035	44	76	27	21	27	23	19	10
WBGene00197160	55	1	0	2	1	2	0	0	0
WBGene00198204	55	0	1	0	0	0	0	0	0
WBGene00001173	4070	4431	4972	2234	1929	1817	1583	1121	814
WBGene00201394	149	1	5	0	2	0	1	0	0
WBGene00001186	1678	436	441	276	217	223	215	117	92
WBGene00198086	59	3	0	0	0	0	0	0	0
WBGene00195510	198	1	0	0	1	0	0	0	0
WBGene00196527	117	0	2	0	0	0	0	1	0
WBGene00001253	1529	55	75	36	24	26	24	25	11
WBGene00018681	5440	1378	1850	792	703	745	648	472	317
WBGene00018680	1236	88	168	25	25	30	38	24	18
WBGene00018679	993	611	596	207	200	127	139	97	57
WBGene00138717	817	320	321	96	88	80	83	48	38
WBGene00018678	1476	409	347	135	139	142	120	73	56
WBGene00006738	684	103	291	28	11	15	41	10	11
WBGene00021655	1471	360	445	205	180	194	179	118	80
WBGene00044466	416	50	62	11	8	11	16	4	3
WBGene00022298	889	35	10	14	12	8	9	2	2
WBGene00022297	602	255	373	69	60	62	71	64	25
WBGene00022302	320	39	43	1	7	4	5	4	4
WBGene00022300	2445	1085	1307	514	489	417	425	282	176
WBGene00220211	135	165	263	51	67	58	59	33	19
WBGene00022296	4463	2394	2935	1318	1055	1008	802	614	414
WBGene00022301	4487	1588	1810	982	897	823	611	410	300
WBGene00022303	656	9	2	1	2	0	0	0	0
WBGene00022295	2553	7	13	1	3	2	1	1	2
WBGene00201141	118	0	0	0	0	1	0	0	0
WBGene00044467	968	31	33	21	18	11	19	9	8
WBGene00019874	1140	2	0	1	1	0	0	0	0
WBGene00019873	1131	20	25	17	24	31	11	5	6
WBGene00255572	74	2	0	3	3	2	0	0	1
WBGene00202224	150	0	0	0	0	0	0	0	0
WBGene00019875	4010	1131	926	410	428	339	272	183	141
WBGene00044649	1266	11	4	1	3	0	1	2	0
WBGene00023241	218	37	70	283	236	314	109	133	105
WBGene00023240	231	1	0	3	1	1	0	0	0
WBGene00023242	233	0	0	2	2	3	0	1	2
WBGene00022940	356	0	0	0	0	0	0	0	0
