DOG_end_local	DOG_end_meta	DOG_from_downstream_gene	DOG_from_upstream_gene	DOG_into_downstream_gene	DOG_length	DOG_start_local	DOG_start_meta	POG_into_upstream_gene	TYPE	chr	dot	dot2	end	gene_biotype_name	gene_id	gene_id_name	inside_gene_opposite_strand:antisense	inside_gene_opposite_strand:lincRNA	inside_gene_opposite_strand:miRNA	inside_gene_opposite_strand:ncRNA	inside_gene_opposite_strand:piRNA	inside_gene_opposite_strand:protein_coding	inside_gene_opposite_strand:pseudogene	inside_gene_opposite_strand:rRNA	inside_gene_opposite_strand:snRNA	inside_gene_opposite_strand:snoRNA	inside_gene_opposite_strand:tRNA	inside_gene_same_strand:antisense	inside_gene_same_strand:lincRNA	inside_gene_same_strand:miRNA	inside_gene_same_strand:ncRNA	inside_gene_same_strand:piRNA	inside_gene_same_strand:protein_coding	inside_gene_same_strand:pseudogene	inside_gene_same_strand:snRNA	inside_gene_same_strand:snoRNA	inside_gene_same_strand:tRNA	left_int_length	length	right_int_length	source	start	strand	type	AnyGeneOverlap	sample_name
10184478	10184478		False	False	200	10184278	10184278		ADOG	I	.	.	10185470	protein_coding	gene_id "WBGene00007709"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00007709	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	9017.0	992		WormBase	10184478	-	gene	False	N2HS_J2A_split
12809999	12809999		False	False	200	12809799	12809799		ADOG	I	.	.	12815641	protein_coding	gene_id "WBGene00012476"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00012476	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	317.0	5642		WormBase	12809999	-	gene	False	N2HS_J2A_split
13852867	13852867		False	False	800	13852067	13852067		ADOG	I	.	.	13852884	ncRNA	gene_id "WBGene00189979"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00189979	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1974.0	17		WormBase	13852867	-	gene	False	N2HS_J2A_split
15072266	15072266		True	False	800	15071466	15071466		ADOG	I	.	.	15072426	ncRNA	gene_id "WBGene00201669"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00201669	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1686.0	160		WormBase	15072266	-	gene	False	N2HS_J2A_split
8042722	8042722		False	False	300	8042422	8042422		ADOG	V	.	.	8042742	piRNA	gene_id "WBGene00171505"; gene_source "WormBase"; gene_biotype "piRNA";	WBGene00171505	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	2335.0	20		WormBase	8042722	-	gene	False	N2HS_J2A_split
10050047	10050047		False	False	600	10049447	10049447		ADOG	V	.	.	10054913	protein_coding	gene_id "WBGene00010178"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00010178	0	0	0	0	0	['WBGene00006169']	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1659.0	4866		WormBase	10050047	-	gene	False	N2HS_J2A_split
17995347	17995347		False	False	200	17995147	17995147		ADOG	V	.	.	18001368	protein_coding	gene_id "WBGene00013352"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00013352	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	15265.0	6021		WormBase	17995347	-	gene	False	N2HS_J2A_split
851656	851656		False	False	500	851156	851156		ADOG	II	.	.	856210	protein_coding	gene_id "WBGene00021577"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00021577	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1002.0	4554		WormBase	851656	-	gene	False	N2HS_J2A_split
2594052	2594052		False	False	200	2593852	2593852		ADOG	II	.	.	2598903	protein_coding	gene_id "WBGene00018020"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00018020	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	7141.0	4851		WormBase	2594052	-	gene	False	N2HS_J2A_split
10560018	10560018		False	False	800	10559218	10559218		ADOG	II	.	.	10563407	protein_coding	gene_id "WBGene00007352"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00007352	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	['WBGene00045148', 'WBGene00045152']	0	2374.0	3389		WormBase	10560018	-	gene	False	N2HS_J2A_split
