DOG_end_local	DOG_end_meta	DOG_from_downstream_gene	DOG_from_upstream_gene	DOG_into_downstream_gene	DOG_length	DOG_start_local	DOG_start_meta	POG_into_upstream_gene	TYPE	chr	dot	dot2	end	gene_biotype_name	gene_id	gene_id_name	inside_gene_opposite_strand:antisense	inside_gene_opposite_strand:lincRNA	inside_gene_opposite_strand:miRNA	inside_gene_opposite_strand:ncRNA	inside_gene_opposite_strand:piRNA	inside_gene_opposite_strand:protein_coding	inside_gene_opposite_strand:pseudogene	inside_gene_opposite_strand:snRNA	inside_gene_opposite_strand:snoRNA	inside_gene_opposite_strand:tRNA	inside_gene_same_strand:antisense	inside_gene_same_strand:lincRNA	inside_gene_same_strand:miRNA	inside_gene_same_strand:ncRNA	inside_gene_same_strand:piRNA	inside_gene_same_strand:protein_coding	inside_gene_same_strand:pseudogene	inside_gene_same_strand:rRNA	inside_gene_same_strand:snRNA	inside_gene_same_strand:snoRNA	inside_gene_same_strand:tRNA	left_int_length	length	right_int_length	source	start	strand	type	AnyGeneOverlap	sample_name
17278048	17278048		False	False	300	17277748	17277748		ADOG	IV	.	.	17277748	protein_coding	gene_id "WBGene00009156"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00009156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0		792	665.0	WormBase	17276956	+	gene	False	N2HS_J2A_split
1153501	1153501		False	False	800	1152701	1152701		ADOG	II	.	.	1152701	protein_coding	gene_id "WBGene00004076"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00004076	0	0	0	0	0	['WBGene00021105']	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0		15920	10874.0	WormBase	1136781	+	gene	False	N2HS_J2A_split
6327755	6327755		False	False	400	6327355	6327355		ADOG	II	.	.	6327355	protein_coding	gene_id "WBGene00004860"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00004860	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0		2871	1354.0	WormBase	6324484	+	gene	False	N2HS_J2A_split
13605857	13605857		False	False	800	13605057	13605057		ADOG	II	.	.	13605057	protein_coding	gene_id "WBGene00000819"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00000819	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0		3853	27598.0	WormBase	13601204	+	gene	False	N2HS_J2A_split
2595962	2595962		True	False	900	2595062	2595062		ADOG	V	.	.	2595062	protein_coding	gene_id "WBGene00018760"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00018760	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0		2575	6897.0	WormBase	2592487	+	gene	False	N2HS_J2A_split
8934465	8934465		False	False	200	8934265	8934265		ADOG	V	.	.	8934265	protein_coding	gene_id "WBGene00019202"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00019202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0		1647	811.0	WormBase	8932618	+	gene	False	N2HS_J2A_split
8936017	8936017		False	False	800	8935217	8935217		ADOG	V	.	.	8935217	ncRNA	gene_id "WBGene00199855"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00199855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0		141	1142.0	WormBase	8935076	+	gene	False	N2HS_J2A_split
9081813	9081813		False	False	200	9081613	9081613		ADOG	V	.	.	9081613	ncRNA	gene_id "WBGene00195276"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00195276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0		85	6518.0	WormBase	9081528	+	gene	False	N2HS_J2A_split
10034887	10034887		False	False	400	10034487	10034487		ADOG	V	.	.	10034487	ncRNA	gene_id "WBGene00198809"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00198809	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0		55	2853.0	WormBase	10034432	+	gene	False	N2HS_J2A_split
10049326	10049326		False	False	600	10048726	10048726		ADOG	V	.	.	10048726	protein_coding	gene_id "WBGene00010177"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00010177	0	0	0	['WBGene00199742', 'WBGene00198348', 'WBGene00197228', 'WBGene00197215']	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0		11386	3429.0	WormBase	10037340	+	gene	False	N2HS_J2A_split
15184325	15184325		False	False	200	15184125	15184125		ADOG	V	.	.	15184125	protein_coding	gene_id "WBGene00011670"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00011670	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0		1685	581.0	WormBase	15182440	+	gene	False	N2HS_J2A_split
16158278	16158278		False	False	1200	16157078	16157078		ADOG	X	.	.	16157078	ncRNA	gene_id "WBGene00201268"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00201268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0		145	10679.0	WormBase	16156933	+	gene	False	N2HS_J2A_split
179095	179095		False	False	200	178895	178895		ADOG	III	.	.	178895	ncRNA	gene_id "WBGene00195034"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00195034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0		19	647.0	WormBase	178876	+	gene	False	N2HS_J2A_split
1010113	1010113		False	False	200	1009913	1009913		ADOG	III	.	.	1009913	protein_coding	gene_id "WBGene00189956"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00189956	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0		1477	622.0	WormBase	1008436	+	gene	False	N2HS_J2A_split
