DOG_end_local	DOG_end_meta	DOG_from_downstream_gene	DOG_from_upstream_gene	DOG_into_downstream_gene	DOG_length	DOG_start_local	DOG_start_meta	POG_into_upstream_gene	TYPE	chr	dot	dot2	end	gene_biotype_name	gene_id	gene_id_name	inside_gene_opposite_strand:antisense	inside_gene_opposite_strand:lincRNA	inside_gene_opposite_strand:miRNA	inside_gene_opposite_strand:ncRNA	inside_gene_opposite_strand:piRNA	inside_gene_opposite_strand:protein_coding	inside_gene_opposite_strand:pseudogene	inside_gene_opposite_strand:snRNA	inside_gene_opposite_strand:snoRNA	inside_gene_opposite_strand:tRNA	inside_gene_same_strand:antisense	inside_gene_same_strand:lincRNA	inside_gene_same_strand:miRNA	inside_gene_same_strand:ncRNA	inside_gene_same_strand:piRNA	inside_gene_same_strand:protein_coding	inside_gene_same_strand:pseudogene	inside_gene_same_strand:rRNA	inside_gene_same_strand:snRNA	inside_gene_same_strand:snoRNA	inside_gene_same_strand:tRNA	left_int_length	length	right_int_length	source	start	strand	type	AnyGeneOverlap	sample_name
10719685	10719685		False	False	200	10719485	10719485		ADOG	III	.	.	10719485	lincRNA	gene_id "WBGene00219614"; gene_source "WormBase"; gene_biotype "lincRNA";	WBGene00219614	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0		1144	23292.0	WormBase	10718341	+	gene	False	OK80-INP_split
2494335	2494335		False	False	200	2494135	2494135		ADOG	IV	.	.	2494135	protein_coding	gene_id "WBGene00022090"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00022090	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0		5315	1600.0	WormBase	2488820	+	gene	False	OK80-INP_split
9934685	9934685		False	False	400	9934285	9934285		ADOG	IV	.	.	9934285	protein_coding	gene_id "WBGene00004974"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00004974	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0		375	10201.0	WormBase	9933910	+	gene	False	OK80-INP_split
15558379	15558379		False	False	300	15558079	15558079		ADOG	IV	.	.	15558079	pseudogene	gene_id "WBGene00014958"; gene_source "WormBase"; gene_biotype "pseudogene";	WBGene00014958	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0		2042	437.0	WormBase	15556037	+	gene	False	OK80-INP_split
17277948	17277948		False	False	200	17277748	17277748		ADOG	IV	.	.	17277748	protein_coding	gene_id "WBGene00009156"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00009156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0		792	665.0	WormBase	17276956	+	gene	False	OK80-INP_split
219399	219399		False	False	300	219099	219099		ADOG	I	.	.	219099	protein_coding	gene_id "WBGene00255594"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00255594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0		1039	21392.0	WormBase	218060	+	gene	False	OK80-INP_split
11065973	11065973		False	False	600	11065373	11065373		ADOG	I	.	.	11065373	protein_coding	gene_id "WBGene00206530"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00206530	0	0	0	0	0	0	['WBGene00077687']	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0		2013	31621.0	WormBase	11063360	+	gene	False	OK80-INP_split
15071333	15071333		True	False	300	15071033	15071033		ADOG	I	.	.	15071033	rRNA	gene_id "WBGene00004513"; gene_source "WormBase"; gene_biotype "rRNA";	WBGene00004513	0	0	0	['WBGene00195813']	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0		1753	1233.0	WormBase	15069280	+	gene	False	OK80-INP_split
5778101	5778101		False	False	200	5777901	5777901		ADOG	V	.	.	5777901	pseudogene	gene_id "WBGene00235319"; gene_source "WormBase"; gene_biotype "pseudogene";	WBGene00235319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0		472	2253.0	WormBase	5777429	+	gene	False	OK80-INP_split
18852929	18852929		False	False	200	18852729	18852729		ADOG	V	.	.	18852729	protein_coding	gene_id "WBGene00012446"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00012446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0		5912	21404.0	WormBase	18846817	+	gene	False	OK80-INP_split
