GeneID,gene_biotype_name,TYPE,chr,strand,DOG_length,DOG_start_local,DOG_end_local,DOG_start_meta,DOG_end_meta,DOG_from_downstream_gene,DOG_from_upstream_gene,DOG_into_downstream_gene,POG_into_upstream_gene,padj,baseMean,pvalue,log2FoldChange,lfcSE,stat,source,length,left_int_length,right_int_length,sample_name,start,end,type
WBGene00021599,protein_coding,DOG,V,+,3500,1809468,1812968,1809468,1812968,0,True,False,0,0.240467826057987,2100.71428571429,0.0477739710736033,1.20325113659659,0.607468367418805,3.91791940896348,WormBase,2018,0.0,12111.0,N2HS_J2A_split,1807450,1809468,gene
WBGene00165826,piRNA,DOG,V,+,4100,6278375,6279005,6278375,6282475,0,True,True,0,0.7026385105763079,53.71428571428571,0.46771563423736895,-1.12553039365086,1.66131827266378,0.527367714191676,WormBase,20,0.0,630.0,N2HS_J2A_split,6278355,6278375,gene
WBGene00019668,protein_coding,DOG,V,+,1600,6280146,6281359,6280146,6281746,0,True,True,0,0.5886512871611981,183.85714285714297,0.324421797979982,1.34234913741904,1.35775315895605,0.9710365674564799,WormBase,1141,0.0,1213.0,N2HS_J2A_split,6279005,6280146,gene
WBGene00045275,protein_coding,DOG,V,+,3300,7415344,7416116,7415344,7418644,0,False,True,0,0.912100509184141,231.14285714285703,0.807388020619902,-0.242902043281747,1.00238500085637,0.0594369918609772,WormBase,403,0.0,772.0,N2HS_J2A_split,7414941,7415344,gene
WBGene00045276,protein_coding,DOG,V,+,1700,7416628,7417660,7416628,7418328,0,True,True,0,0.651643549576561,233.57142857142898,0.4008401793227721,1.01653603765436,1.20820914605607,0.7058043958916039,WormBase,512,0.0,1032.0,N2HS_J2A_split,7416116,7416628,gene
WBGene00005814,protein_coding,DOG,V,+,300,7419828,7420128,7419828,7420128,0,True,False,0,0.9754453723772272,70.14285714285711,0.941456954710701,0.0732081494493728,0.99460532936699,0.00539325518416689,WormBase,2168,0.0,634.0,N2HS_J2A_split,7417660,7419828,gene
WBGene00199753,ncRNA,DOG,V,+,300,7923057,7923357,7923057,7923357,0,False,False,0,,11.857142857142902,0.9569070313394228,0.0931040665228782,1.7231664435471499,0.0029198148181564,WormBase,137,0.0,2726.0,N2HS_J2B_split,7922920,7923057,gene
WBGene00022406,protein_coding,DOG,V,+,200,7926756,7926956,7926756,7926956,0,False,False,0,,11.857142857142902,0.0707687212119373,3.02235237811877,1.65230070042267,3.2650996902435803,WormBase,973,0.0,328.0,N2HS_J2A_split,7925783,7926756,gene
WBGene00001879,protein_coding,DOG,V,+,500,8535662,8536162,8535662,8536162,0,False,False,0,0.309857489072216,7781.714285714291,0.0848914960951665,0.419735517208355,0.24365126594831799,2.96867238526775,WormBase,485,0.0,652.0,N2HS_J2A_split,8535177,8535662,gene
WBGene00198351,ncRNA,DOG,V,+,200,8661718,8661918,8661718,8661918,0,False,False,0,,12.285714285714299,0.402194183237265,-1.2012944536335601,1.4299413739069298,0.701756292028385,WormBase,188,0.0,3991.0,N2WT_INP_split,8661530,8661718,gene
WBGene00196212,ncRNA,DOG,V,+,700,8853468,8853670,8853468,8854168,0,False,True,0,0.211995481529436,11154.0,0.0255308457562028,0.654869072923787,0.293141301799882,4.98751514736841,WormBase,161,0.0,202.0,N2-J2-3__split,8853307,8853468,gene
WBGene00002019,protein_coding,DOG,V,+,13000,9088617,9090077,9088617,9101617,0,False,True,0,0.22527107763204104,35670.285714285696,0.0350911904122787,-0.7666872761732242,0.363560459586424,4.44073240831521,WormBase,486,0.0,1460.0,N2HS_J2A_split,9088131,9088617,gene
WBGene00196816,ncRNA,DOG,V,+,8900,9091627,9096007,9091627,9100527,0,True,True,0,0.366603611591395,1027.14285714286,0.123582543581446,1.1622804110808798,0.752745695488872,2.3713196412164903,WormBase,176,0.0,718.0,N2HS_J2A_split,9091451,9091627,gene
WBGene00200167,ncRNA,DOG,V,+,200,12558191,12558391,12558191,12558391,0,False,False,0,0.0069812246140344,45.28571428571429,0.00023053463198246095,-4.01873137074156,1.17341588407592,13.564249021902402,WormBase,179,0.0,2519.0,N2HS_J2A_split,12558012,12558191,gene
WBGene00044180,protein_coding,DOG,V,+,3900,14688959,14689154,14688959,14692859,0,True,True,0,0.220176716622832,171.714285714286,0.0310904384451881,1.5391300152092495,0.6963614732090511,4.64796200799625,WormBase,343,0.0,195.0,N2HS_J2A_split,14688616,14688959,gene
WBGene00000879,protein_coding,DOG,V,+,300,15190926,15191226,15190926,15191226,0,False,False,0,0.8227142698916021,2577.4285714285697,0.65824717666857,0.127966583597751,0.28935131388774604,0.1956598007271,WormBase,999,0.0,370.0,N2HS_J2A_split,15189927,15190926,gene
WBGene00199808,ncRNA,DOG,V,+,300,15515595,15515895,15515595,15515895,0,False,False,0,,4.42857142857143,0.616166130110005,1.16991115659192,2.3301418034733197,0.251292963388138,WormBase,120,0.0,1806.0,N2HS_J2A_split,15515475,15515595,gene
WBGene00014407,tRNA,DOG,V,+,200,16338620,16338820,16338620,16338820,0,False,False,0,,11.4285714285714,0.134541042404562,2.29277165402766,1.5252306884446698,2.2393095742141202,WormBase,72,0.0,404.0,N2HS_J2A_split,16338548,16338620,gene
WBGene00014408,tRNA,DOG,V,+,200,16341851,16342051,16341851,16342051,0,False,False,0,,13.285714285714299,0.0911136292213437,2.7104801548000097,1.584183437516,2.8545871319502205,WormBase,72,0.0,646.0,N2HS_J2A_split,16341779,16341851,gene
WBGene00013344,protein_coding,DOG,V,+,300,18052323,18052623,18052323,18052623,0,False,False,0,0.223031716741434,766.8571428571429,0.0321650107338849,-0.689777938253984,0.321189492688657,4.5896804368518405,WormBase,8752,0.0,3646.0,N2WT_INP_split,18043571,18052323,gene
WBGene00007062,protein_coding,DOG,V,+,300,18060708,18061008,18060708,18061008,0,False,False,0,0.935653290673845,434.571428571429,0.860008353714334,-0.0632150851497108,0.358395524890911,0.0311040950112726,WormBase,4739,0.0,16209.0,N2WT_INP_split,18055969,18060708,gene
WBGene00012840,protein_coding,DOG,V,+,200,19612099,19612299,19612099,19612299,0,False,False,0,1.27142204283846e-06,602.714285714286,2.08477310599793e-08,-2.04669572890124,0.3611636320781,31.4139531114224,WormBase,2605,0.0,1362.0,N2HS_J2B_split,19609494,19612099,gene
WBGene00012620,pseudogene,DOG,V,+,7600,20513892,20514637,20513892,20521492,0,True,True,0,0.7189615442928299,397.857142857143,0.491860733103089,0.5225804449649629,0.7424993574327471,0.47245321827556797,WormBase,156,0.0,745.0,N2HS_J2A_split,20513736,20513892,gene
WBGene00012621,protein_coding,DOG,V,+,5400,20515706,20519227,20515706,20521106,0,True,True,0,0.998483255825043,1019.14285714286,0.9960833763643392,-0.0023765277767251,0.48404371508947297,2.409611605003189e-05,WormBase,1069,0.0,3521.0,N2HS_J2A_split,20514637,20515706,gene
