sample_name	DOG_length	gene_id_name	DOG_start_local	DOG_end_local	chr	strand	TYPE	Enrichment	Treatment
N2HS_J2A	1200	WBGene00003279	11024813	11026013	IV	-	DOG	J2	HS
N2HS_J2A	1100	WBGene00013020	13470891	13471683	I	-	DOG	J2	HS
N2HS_J2A	1100	WBGene00003598	4893547	4894647	III	-	DOG	J2	HS
N2HS_J2A	1100	WBGene00004765	3611851	3612951	III	-	DOG	J2	HS
N2HS_J2A	1100	WBGene00004077	2822836	2823254	I	-	DOG	J2	HS
N2HS_J2A	1100	WBGene00012555	12920182	12921282	III	-	DOG	J2	HS
N2HS_J2A	1000	WBGene00197145	580593	581488	II	-	DOG	J2	HS
N2HS_J2A	1000	WBGene00197171	1321712	1322712	II	-	DOG	J2	HS
N2HS_J2A	900	WBGene00000677	761516	762416	IV	-	DOG	J2	HS
N2HS_J2A	900	WBGene00196129	11670094	11670498	I	-	DOG	J2	HS
N2HS_J2A	900	WBGene00013732	12537764	12538664	III	-	DOG	J2	HS
N2HS_J2A	800	WBGene00003834	14411600	14412400	V	-	DOG	J2	HS
N2HS_J2A	800	WBGene00004846	11089612	11090412	III	-	DOG	J2	HS
N2HS_J2A	800	WBGene00004947	4516843	4517643	V	-	DOG	J2	HS
N2HS_J2A	800	WBGene00018013	304713	305457	V	-	DOG	J2	HS
N2HS_J2A	700	WBGene00007859	3627286	3627986	III	-	DOG	J2	HS
N2HS_J2A	700	WBGene00202233	7889931	7890631	I	-	DOG	J2	HS
N2HS_J2A	700	WBGene00012476	12809682	12809999	I	-	DOG	J2	HS
N2HS_J2A	700	WBGene00020758	866812	867512	III	-	DOG	J2	HS
N2HS_J2A	700	WBGene00003284	13143991	13144691	X	-	DOG	J2	HS
N2HS_J2A	700	WBGene00010234	11639347	11640047	IV	-	DOG	J2	HS
N2HS_J2A	600	WBGene00197625	9081916	9082516	V	-	DOG	J2	HS
N2HS_J2A	600	WBGene00200542	10033832	10034432	V	-	DOG	J2	HS
N2HS_J2A	600	WBGene00003144	13013731	13014331	II	-	DOG	J2	HS
N2HS_J2A	600	WBGene00001932	11339030	11339630	IV	-	DOG	J2	HS
N2HS_J2A	600	WBGene00021914	464115	464715	III	-	DOG	J2	HS
N2HS_J2A	600	WBGene00001179	12453355	12453955	V	-	DOG	J2	HS
N2HS_J2A	600	WBGene00044746	1831515	1832115	I	-	DOG	J2	HS
N2HS_J2A	600	WBGene00201398	15060261	15060861	I	-	DOG	J2	HS
N2HS_J2A	500	WBGene00008968	8752860	8753195	IV	-	DOG	J2	HS
N2HS_J2A	500	WBGene00220118	2822300	2822737	I	-	DOG	J2	HS
N2HS_J2A	500	WBGene00015273	2482504	2483004	V	-	DOG	J2	HS
N2HS_J2A	500	WBGene00195350	4354832	4355332	I	-	DOG	J2	HS
N2HS_J2A	500	WBGene00021227	2374543	2375043	V	-	DOG	J2	HS
N2HS_J2A	500	WBGene00022367	1385318	1385818	I	-	DOG	J2	HS
N2HS_J2A	500	WBGene00008387	8485694	8485876	I	-	DOG	J2	HS
N2HS_J2A	500	WBGene00010585	14726304	14726804	I	-	DOG	J2	HS
N2HS_J2A	500	WBGene00013669	14400179	14400679	I	-	DOG	J2	HS
N2HS_J2A	500	WBGene00044975	14058339	14058839	I	-	DOG	J2	HS
N2HS_J2A	500	WBGene00201669	15071766	15072266	I	-	DOG	J2	HS
N2HS_J2A	500	WBGene00199757	4349058	4349558	I	-	DOG	J2	HS
N2HS_J2A	500	WBGene00198205	4346171	4346671	I	-	DOG	J2	HS
N2HS_J2A	500	WBGene00196671	4343131	4343631	I	-	DOG	J2	HS
N2HS_J2A	500	WBGene00199607	4351945	4352445	I	-	DOG	J2	HS
N2HS_J2A	400	WBGene00021238	1987846	1988246	I	-	DOG	J2	HS
N2HS_J2A	400	WBGene00000036	3301601	3302001	I	-	DOG	J2	HS
N2HS_J2A	400	WBGene00004271	11964939	11965339	II	-	DOG	J2	HS
N2HS_J2A	400	WBGene00003288	6328302	6328702	II	-	DOG	J2	HS
N2HS_J2A	400	WBGene00017811	4846672	4847072	III	-	DOG	J2	HS
N2HS_J2A	400	WBGene00235348	2679097	2679497	IV	-	DOG	J2	HS
N2HS_J2A	400	WBGene00201282	9444516	9444639	IV	-	DOG	J2	HS
N2HS_J2A	400	WBGene00022447	2878329	2878729	II	-	DOG	J2	HS
N2HS_J2A	400	WBGene00016997	1452295	1452695	X	-	DOG	J2	HS
N2HS_J2A	400	WBGene00006945	18852727	18853127	V	-	DOG	J2	HS
N2HS_J2A	400	WBGene00007317	10842258	10842658	X	-	DOG	J2	HS
N2HS_J2A	400	WBGene00004314	2511883	2512283	III	-	DOG	J2	HS
N2HS_J2A	400	WBGene00014843	13885969	13886369	X	-	DOG	J2	HS
N2HS_J2A	400	WBGene00009301	14869206	14869606	X	-	DOG	J2	HS
N2HS_J2A	300	WBGene00010011	15852635	15852935	X	-	DOG	J2	HS
N2HS_J2A	300	WBGene00022491	1184948	1185248	III	-	DOG	J2	HS
N2HS_J2A	300	WBGene00012592	12622915	12623215	II	-	DOG	J2	HS
N2HS_J2A	300	WBGene00001912	7309113	7309413	X	-	DOG	J2	HS
N2HS_J2A	300	WBGene00012457	11972010	11972310	II	-	DOG	J2	HS
N2HS_J2A	300	WBGene00015658	3509746	3510046	IV	-	DOG	J2	HS
N2HS_J2A	300	WBGene00172287	6039496	6039714	X	-	DOG	J2	HS
N2HS_J2A	300	WBGene00004890	3666623	3666923	I	-	DOG	J2	HS
N2HS_J2A	300	WBGene00018602	4246254	4246554	X	-	DOG	J2	HS
N2HS_J2A	300	WBGene00006927	3567055	3567355	X	-	DOG	J2	HS
N2HS_J2A	300	WBGene00015734	6622376	6622676	III	-	DOG	J2	HS
N2HS_J2A	300	WBGene00015989	7678993	7679293	III	-	DOG	J2	HS
N2HS_J2A	300	WBGene00011611	179486	179786	X	-	DOG	J2	HS
N2HS_J2A	300	WBGene00012615	20497622	20497922	V	-	DOG	J2	HS
N2HS_J2A	300	WBGene00012719	13143073	13143373	III	-	DOG	J2	HS
N2HS_J2A	300	WBGene00006958	11924485	11924785	I	-	DOG	J2	HS
N2HS_J2A	300	WBGene00170664	14832379	14832679	IV	-	DOG	J2	HS
N2HS_J2A	300	WBGene00167292	14610367	14610667	IV	-	DOG	J2	HS
N2HS_J2A	300	WBGene00012961	12095477	12095777	I	-	DOG	J2	HS
N2HS_J2A	300	WBGene00195341	11545164	11545464	II	-	DOG	J2	HS
N2HS_J2A	300	WBGene00003783	10951579	10951879	II	-	DOG	J2	HS
N2HS_J2A	300	WBGene00009589	11587963	11588263	IV	-	DOG	J2	HS
N2HS_J2A	300	WBGene00220052	10555044	10555251	II	-	DOG	J2	HS
N2HS_J2A	300	WBGene00008502	11135266	11135566	IV	-	DOG	J2	HS
N2HS_J2A	300	WBGene00219675	5781621	5781921	II	-	DOG	J2	HS
N2HS_J2A	300	WBGene00202175	11669694	11669994	I	-	DOG	J2	HS
N2HS_J2A	300	WBGene00000476	9994475	9994731	I	-	DOG	J2	HS
N2HS_J2A	300	WBGene00019466	9338559	9338859	V	-	DOG	J2	HS
N2HS_J2A	300	WBGene00004246	211956	212256	I	-	DOG	J2	HS
N2HS_J2A	200	WBGene00019726	3807670	3807870	IV	-	DOG	J2	HS
N2HS_J2A	200	WBGene00219803	10574451	10574651	II	-	DOG	J2	HS
N2HS_J2A	200	WBGene00000680	1459666	1459866	IV	-	DOG	J2	HS
N2HS_J2A	200	WBGene00000785	1132398	1132598	V	-	DOG	J2	HS
N2HS_J2A	200	WBGene00002016	1804134	1804334	V	-	DOG	J2	HS
N2HS_J2A	200	WBGene00021363	3687365	3687565	IV	-	DOG	J2	HS
N2HS_J2A	200	WBGene00003951	14718967	14719167	I	-	DOG	J2	HS
N2HS_J2A	200	WBGene00196280	4465145	4465345	IV	-	DOG	J2	HS
N2HS_J2A	200	WBGene00021236	2321838	2322038	V	-	DOG	J2	HS
N2HS_J2A	200	WBGene00007458	13646552	13646735	IV	-	DOG	J2	HS
N2HS_J2A	200	WBGene00012958	12084521	12084721	I	-	DOG	J2	HS
N2HS_J2A	200	WBGene00220087	9994107	9994307	I	-	DOG	J2	HS
N2HS_J2A	200	WBGene00020865	9074584	9074784	V	-	DOG	J2	HS
N2HS_J2A	200	WBGene00013918	9319765	9319965	I	-	DOG	J2	HS
N2HS_J2A	200	WBGene00023162	3518886	3519086	II	-	DOG	J2	HS
N2HS_J2A	200	WBGene00011175	10295846	10296046	IV	-	DOG	J2	HS
N2HS_J2A	200	WBGene00018199	3306180	3306380	II	-	DOG	J2	HS
N2HS_J2A	200	WBGene00220216	2713693	2713893	IV	-	DOG	J2	HS
N2HS_J2A	200	WBGene00017037	341782	341982	II	-	DOG	J2	HS
N2HS_J2A	200	WBGene00001940	11400111	11400311	IV	-	DOG	J2	HS
N2HS_J2A	200	WBGene00001899	13824486	13824686	II	-	DOG	J2	HS
N2HS_J2A	200	WBGene00012715	13165459	13165659	III	-	DOG	J2	HS
N2HS_J2A	200	WBGene00014285	13655717	13655917	X	-	DOG	J2	HS
N2HS_J2A	200	WBGene00200893	11605451	11605558	X	-	DOG	J2	HS
N2HS_J2A	200	WBGene00007928	3473819	3474019	III	-	DOG	J2	HS
N2HS_J2A	200	WBGene00044949	10370877	10371077	X	-	DOG	J2	HS
N2HS_J2A	200	WBGene00012292	9622624	9622824	X	-	DOG	J2	HS
N2HS_J2A	200	WBGene00195664	6040768	6040968	X	-	DOG	J2	HS
N2HS_J2A	200	WBGene00003262	2969552	2969752	X	-	DOG	J2	HS
N2HS_J2A	200	WBGene00023263	1473806	1474006	X	-	DOG	J2	HS
N2HS_J2A	200	WBGene00000669	10986626	10986826	III	-	DOG	J2	HS
N2HS_J2A	200	WBGene00022128	2721679	2721879	I	-	DOG	J2	HS
N2HS_J2A	200	WBGene00019698	3084874	3085011	I	-	DOG	J2	HS
N2HS_J2A	200	WBGene00022473	4526032	4526232	I	-	DOG	J2	HS
N2HS_J2A	200	WBGene00012362	10711527	10711724	III	-	DOG	J2	HS
N2HS_J2A	200	WBGene00016017	6214964	6215164	III	-	DOG	J2	HS
N2HS_J2A	200	WBGene00007124	20472822	20473022	V	-	DOG	J2	HS
N2HS_J2A	200	WBGene00014376	13411166	13411366	III	-	DOG	J2	HS
N2HS_J2A	200	WBGene00007952	10521792	10521992	V	-	DOG	J2	HS
N2HS_J2A	200	WBGene00010103	19293432	19293632	V	-	DOG	J2	HS
N2HS_J2A	200	WBGene00201964	10536555	10536755	V	-	DOG	J2	HS
