DOG_end_local	DOG_end_meta	DOG_from_downstream_gene	DOG_from_upstream_gene	DOG_into_downstream_gene	DOG_length	DOG_overlap_opposite_strand_local:antisense	DOG_overlap_opposite_strand_local:lincRNA	DOG_overlap_opposite_strand_local:miRNA	DOG_overlap_opposite_strand_local:ncRNA	DOG_overlap_opposite_strand_local:piRNA	DOG_overlap_opposite_strand_local:protein_coding	DOG_overlap_opposite_strand_local:pseudogene	DOG_overlap_opposite_strand_local:rRNA	DOG_overlap_opposite_strand_local:snRNA	DOG_overlap_opposite_strand_local:snoRNA	DOG_overlap_opposite_strand_local:tRNA	DOG_overlap_opposite_strand_meta:antisense	DOG_overlap_opposite_strand_meta:lincRNA	DOG_overlap_opposite_strand_meta:miRNA	DOG_overlap_opposite_strand_meta:ncRNA	DOG_overlap_opposite_strand_meta:piRNA	DOG_overlap_opposite_strand_meta:protein_coding	DOG_overlap_opposite_strand_meta:pseudogene	DOG_overlap_opposite_strand_meta:rRNA	DOG_overlap_opposite_strand_meta:snRNA	DOG_overlap_opposite_strand_meta:snoRNA	DOG_overlap_opposite_strand_meta:tRNA	DOG_overlap_same_strand_local:antisense	DOG_overlap_same_strand_local:lincRNA	DOG_overlap_same_strand_local:miRNA	DOG_overlap_same_strand_local:ncRNA	DOG_overlap_same_strand_local:piRNA	DOG_overlap_same_strand_local:protein_coding	DOG_overlap_same_strand_local:pseudogene	DOG_overlap_same_strand_local:rRNA	DOG_overlap_same_strand_local:snRNA	DOG_overlap_same_strand_local:snoRNA	DOG_overlap_same_strand_local:tRNA	DOG_overlap_same_strand_meta:antisense	DOG_overlap_same_strand_meta:lincRNA	DOG_overlap_same_strand_meta:miRNA	DOG_overlap_same_strand_meta:ncRNA	DOG_overlap_same_strand_meta:piRNA	DOG_overlap_same_strand_meta:protein_coding	DOG_overlap_same_strand_meta:pseudogene	DOG_overlap_same_strand_meta:rRNA	DOG_overlap_same_strand_meta:snRNA	DOG_overlap_same_strand_meta:snoRNA	DOG_overlap_same_strand_meta:tRNA	DOG_start_local	DOG_start_meta	POG_into_upstream_gene	TYPE	baseMean	chr	end	gene_biotype_name	gene_id_name	inside_gene_opposite_strand:antisense	inside_gene_opposite_strand:lincRNA	inside_gene_opposite_strand:miRNA	inside_gene_opposite_strand:ncRNA	inside_gene_opposite_strand:piRNA	inside_gene_opposite_strand:protein_coding	inside_gene_opposite_strand:pseudogene	inside_gene_opposite_strand:rRNA	inside_gene_opposite_strand:snRNA	inside_gene_opposite_strand:snoRNA	inside_gene_opposite_strand:tRNA	inside_gene_same_strand:antisense	inside_gene_same_strand:lincRNA	inside_gene_same_strand:miRNA	inside_gene_same_strand:ncRNA	inside_gene_same_strand:piRNA	inside_gene_same_strand:protein_coding	inside_gene_same_strand:pseudogene	inside_gene_same_strand:rRNA	inside_gene_same_strand:snRNA	inside_gene_same_strand:snoRNA	inside_gene_same_strand:tRNA	left_int_length	length	lfcSE	log2FoldChange	padj	pvalue	right_int_length	sample_name	source	start	stat	strand	type
3416324	3416324	0	False	False	400	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0		0	0	0	0.0	0.0	0.0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	3415924	3415924	0	DOG	268.571428571429	I	3415924	ncRNA	WBGene00220004	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	99	0.874073620554579	4.5764350378202	3.2245756216146296e-08	4.11241709884808e-10	3676.0	N2-J2-1__split	WormBase	3415825	39.0587506398648	+	gene
6093305	6094611	0	False	True	1800	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0		0	0	0	0.0	0.0	0.0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	['WBGene00022748']	0	0	0	0	0	6092811	6092811	0	DOG	89.42857142857142	I	6092811	snoRNA	WBGene00220243	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	125	0.652942498837796	3.7986058129372102	3.4272770120623603e-07	5.073400268368329e-09	494.0	N2HS_J2A_split	WormBase	6092686	34.16106255961311	+	gene
6836375	6874131	0	False	True	38500	0	0	0	0	0	0	0		0	0	0	0	['WBGene00219733']	0	['WBGene00200037']	0	['WBGene00019248', 'WBGene00020661']	0		['WBGene00219993', 'WBGene00194992']	0	0	0.0	0.0	0.0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	['WBGene00201494', 'WBGene00200648', 'WBGene00199300']	0	['WBGene00019322', 'WBGene00001056', 'WBGene00001075', 'WBGene00019247', 'WBGene00019246', 'WBGene00019245', 'WBGene00001598', 'WBGene00044898', 'WBGene00020660']	0	0	0	0	0	6835631	6835631	0	DOG	204.85714285714297	I	6835631	ncRNA	WBGene00220000	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	125	0.47395659774768895	1.8900421452768301	0.00246581989815346	7.356465649239441e-05	744.0	N2HS_J2B_spl	WormBase	6835506	15.716881984178801	+	gene
9327637	9356179	0	False	True	28900	0	0	0	0	0	0	0		0	0	['WBGene00013386']	0	0	0	['WBGene00198816', 'WBGene00219811', 'WBGene00198071']	0	['WBGene00003026', 'WBGene00010857', 'WBGene00010856', 'WBGene00010858', 'WBGene00010859']	0		0	0	['WBGene00013386', 'WBGene00013010']	0.0	0.0	0.0	0	0	0	0	0.0	0.0	0.0	0	0	0	['WBGene00003307']	['WBGene00195751']	0	['WBGene00007533']	0	0	0	0	['WBGene00012653', 'WBGene00012752']	9327279	9327279	0	DOG	90.42857142857142	I	9327279	protein_coding	WBGene00009178	0	0	0	0	0	['WBGene00002026']	0		0	0	['WBGene00013918']	0	0	0	0	0	0	0	0.0	0	0	['WBGene00012377']	0.0	9543	0.630217593762542	2.00771442542143	0.034970701556997004	0.0015291219993039	358.0	N2HS_J2B_spl	WormBase	9317736	10.0431896838361	+	gene
4313684	4313684	0	False	False	1900	0	0	0	0	0	['WBGene00005405']	0		0	0	0	0	0	0	0	0	['WBGene00005405']	0		0	0	0	0.0	0.0	0.0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	4311784	4311784	0	DOG	495.71428571428595	V	4311784	pseudogene	WBGene00022521	0	0	0	['WBGene00195266']	0	0	0		0	0	0	0	0	0	0	0	0	0	0.0	0	0	['WBGene00023207']	0.0	11158	0.40916338270787606	2.1265645604112398	1.08702055127642e-05	2.2032527684719e-07	15337.0	N2HS_J2B_spl	WormBase	4300626	26.846040639507198	+	gene
4797296	4797296	0	True	False	300	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0		0	0	0	0.0	0.0	0.0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	4796996	4796996	0	DOG	34.4285714285714	V	4796996	protein_coding	WBGene00019840	0	0	0	0	0	0	0		0	0	0	0	0	0	0	['WBGene00172207']	0	0	0.0	0	0	0	0.0	2397	1.14019606589574	3.7698331849896496	0.0239635093230042	0.000936147862759793	4098.0	N2HS_J2B_spl	WormBase	4794599	10.949778873833699	+	gene
6853991	6853991	0	False	False	500	0	0	0	0	0	['WBGene00001023']	0		0	0	0	0	0	0	0	0	['WBGene00001023']	0		0	0	0	0.0	0.0	0.0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	6853491	6853491	0	DOG	936.285714285714	II	6853491	protein_coding	WBGene00206529	0	0	0	['WBGene00200874']	0	0	0		0	0	0	0	0	0	0	0	0	0	0.0	0	0	['WBGene00022907']	0.0	1172	0.982735765744698	7.8662870017715	7.57776312707724e-10	6.902995333251871e-12	12850.0	N2HS_J2B_sp	WormBase	6852319	47.0547841896519	+	gene
13820210	13834396	0	False	True	14800	0	0	0	0	0	['WBGene00001888']	0		0	0	0	0	0	0	0	0	['WBGene00001888', 'WBGene00001886', 'WBGene00001884', 'WBGene00001899', 'WBGene00001918', 'WBGene00001916', 'WBGene00008577']	0		['WBGene00014311']	0	0	0.0	0.0	0.0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	['WBGene00200004', 'WBGene00198470']	0	['WBGene00001887', 'WBGene00001885', 'WBGene00001883', 'WBGene00001900', 'WBGene00001917', 'WBGene00008576']	0	0	0	0	0	13819596	13819596	0	DOG	931.428571428571	II	13819596	ncRNA	WBGene00199162	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	49	0.339262885428413	1.0452506147123999	0.0439604889495888	0.00207238014405941	614.0	N2HS_J2B_sp	WormBase	13819547	9.484296947612052	+	gene
13855690	13855690	0	False	False	400	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0		0	0	0	0.0	0.0	0.0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	13855290	13855290	0	DOG	417.857142857143	II	13855290	protein_coding	WBGene00008579	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0.0	['WBGene00014312']	0	0	0.0	2979	0.5822325048292211	6.560479944688951	3.4095781356127503e-31	2.32947720492786e-34	17579.0	N2HS_J2B_sp	WormBase	13852311	149.413032580043	+	gene
9090876	9157504	0	True	True	66900	0	0	0	0	0	0	0		0	0	0	0	0	0	['WBGene00198228', 'WBGene00198759', 'WBGene00199420']	['WBGene00172519', 'WBGene00166269']	['WBGene00017658', 'WBGene00017661', 'WBGene00015054', 'WBGene00015055', 'WBGene00006418', 'WBGene00015056', 'WBGene00235316']	0		['WBGene00220104', 'WBGene00194994']	0	0	0.0	0.0	0.0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	['WBGene00196816', 'WBGene00201384']	0	['WBGene00020861', 'WBGene00017659', 'WBGene00235330', 'WBGene00004119', 'WBGene00017657', 'WBGene00195086', 'WBGene00017660', 'WBGene00017656', 'WBGene00017655', 'WBGene00017654', 'WBGene00235309', 'WBGene00017653', 'WBGene00017652', 'WBGene00015053']	0	0	['WBGene00044923']	0	0	9090604	9090604	0	DOG	360.571428571429	V	9090604	protein_coding	WBGene00002017	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	527	0.995816263231155	6.6530366336763604	1.52024531122661e-07	2.14655452735253e-09	272.0	N2HS_J2B_spl	WormBase	9090077	35.835903959554294	+	gene
15064838	15077553	0	True	True	13100	0	0	0	0	0	0	0		0	0	0	0	0	0	['WBGene00196396', 'WBGene00195813', 'WBGene00201669']	0	0	0		0	0	0	0.0	0.0	0.0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	['WBGene00198657']	0	0	0	['WBGene00004622', 'WBGene00004513']	0	0	0	15064453	15064453	0	DOG	947410.0	I	15064453	rRNA	WBGene00004567	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	152	0.24414253221402002	0.831310671959389	0.0179325746406605	0.0006697659396648411	385.0	N2HS_J2B_spl	WormBase	15064301	11.5713272603876	+	gene
11891812	11896234	0	False	True	6600	0	0	0	0	0	['WBGene00010791']	0		0	0	0	0	0	0	0	0	['WBGene00010791']	0		0	0	0	0.0	0.0	0.0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	['WBGene00005967', 'WBGene00010792']	0	0	0	0	0	11889634	11889634	0	DOG	242.0	V	11889634	protein_coding	WBGene00010790	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	1398	0.631047970990783	4.38693215693935	1.55793622777102e-09	1.52564923238792e-11	2178.0	N2HS_J2A_split	WormBase	11888236	45.5009485916092	+	gene
9100533	9100533	0	True	False	3300	0	0	0	0	0	['WBGene00017658', 'WBGene00017661']	0		0	0	0	0	0	0	0	0	['WBGene00017658', 'WBGene00017661']	0		0	0	0	0.0	0.0	0.0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	9097233	9097233	0	DOG	82.28571428571429	V	9097233	protein_coding	WBGene00017659	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	1226	0.9662567810667659	3.23404891684115	0.0256514518623647	0.00103059684827204	11352.0	N2HS_J2A_split	WormBase	9096007	10.7717739843985	+	gene
13773067	13776673	0	False	True	4900	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0		0	0	0	0.0	0.0	0.0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	['WBGene00012576']	0	0	0	0	0	13771773	13771773	0	DOG	2567.14285714286	I	13771773	protein_coding	WBGene00012389	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	15043	0.646359486267208	2.4075888867728903	0.00166762512047991	4.5194121916900296e-05	1294.0	N2HS_J2B_spl	WormBase	13756730	16.639739356058303	+	gene
9345772	9349758	0	False	True	10900	0	0	0	0	0	['WBGene00019466', 'WBGene00019467']	0		0	0	0	0	0	0	0	0	['WBGene00019466', 'WBGene00019467']	0		0	0	0	0.0	0.0	0.0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	['WBGene00006623']	0	0	0	0	0	9338858	9338858	0	DOG	258.285714285714	V	9338858	protein_coding	WBGene00000766	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	2096	0.42990767267696395	1.3734094810450101	0.0317934594724241	0.00135399155576026	6914.0	N2HS_J2B_spl	WormBase	9336762	10.2674317156826	+	gene
11131775	11137990	0	True	True	11100	0	['WBGene00219619']	0	['WBGene00198409']	0	['WBGene00219394']	0		0	0	0	0	['WBGene00219619']	0	['WBGene00198409']	0	['WBGene00219394', 'WBGene00012923']	0		0	0	0	0.0	0.0	0.0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	['WBGene00004010']	0	0	0	0	0	11126890	11126890	0	DOG	224.14285714285703	III	11126890	protein_coding	WBGene00012977	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	7087	0.599628131547292	4.455975071393469	1.0517560377461401e-11	7.185762043357841e-14	4885.0	N2HS_J2B_s	WormBase	11119803	56.0167116057471	+	gene
6295067	6295355	0	False	True	1500	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0		0	0	0	0.0	0.0	0.0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	['WBGene00004068']	0	0	0	0	0	6293855	6293855	0	DOG	427.428571428571	I	6293855	protein_coding	WBGene00015686	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	4422	0.453846980007452	2.77000385195615	8.271948816339411e-08	1.11146659112736e-09	1212.0	N2HS_J2A_split	WormBase	6289433	37.1188051035673	+	gene
6691986	6692941	0	False	True	1100	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	['WBGene00016003']	0		0	0	0	0.0	0.0	0.0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	['WBGene00219826']	0	0	0	0	0	0	0	6691841	6691841	0	DOG	119.57142857142901	II	6691841	protein_coding	WBGene00016002	0	0	0	0	0	0	0		0	0	0	0	0	0	['WBGene00197105']	0	0	0	0.0	0	0	0	0.0	7605	0.837904933995168	4.11752872240133	1.7885672980129502e-06	3.17714072523366e-08	145.0	N2HS_J2B_sp	WormBase	6684236	30.5962081417622	+	gene
10855861	10855861	0	False	False	1300	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0		0	0	0	0.0	0.0	0.0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	10854561	10854561	0	DOG	293.571428571429	III	10854561	protein_coding	WBGene00012663	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	5339	0.39031224376708096	2.3980336912739597	7.755380378612571e-08	1.02439549523919e-09	2215.0	N2HS_J2B_s	WormBase	10849222	37.277887889229206	+	gene
13359674	13359674	0	False	False	1000	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0		0	0	0	0.0	0.0	0.0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	13358674	13358674	0	DOG	542.428571428571	I	13358674	protein_coding	WBGene00012734	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	9264	0.485222714919796	2.61779808916887	1.3470227324032e-06	2.2607915069031e-08	18202.0	N2HS_J2A_split	WormBase	13349410	31.2565865010979	+	gene
16802874	16803004	0	False	True	1000	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0		0	0	0	0.0	0.0	0.0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	['WBGene00013606']	0	0	0	0	0	16802004	16802004	0	DOG	531.428571428571	V	16802004	protein_coding	WBGene00012316	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	7126	0.7182282192088739	5.29357487536376	2.2831178700250603e-16	7.85611638511337e-19	870.0	N2HS_J2A_split	WormBase	16794878	78.5358091686852	+	gene
9122524	9123798	0	False	True	1400	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	['WBGene00014116']	0		0	0	0	0.0	0.0	0.0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	['WBGene00220246']	0	9122398	9122398	0	DOG	1081.0	I	9122398	protein_coding	WBGene00014115	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	4283	0.40407374264055995	3.8539432178663904	2.4673153407517395e-19	7.30473683210491e-22	126.0	N2HS_J2B_spl	WormBase	9118115	92.3385514867963	+	gene
12744729	12744729	0	False	False	800	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0		0	0	0	0.0	0.0	0.0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	12743929	12743929	0	DOG	708.428571428571	III	12743929	protein_coding	WBGene00007027	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0.0	0	['WBGene00220229', 'WBGene00220230']	0	0.0	29363	0.902940015488577	5.38028736635367	1.9658023385025496e-15	7.61071276578075e-18	2521.0	N2HS_J2A_split	WormBase	12714566	74.0514548429295	+	gene
