sample_name	DOG_length	gene_id_name	DOG_start_local	DOG_end_local	chr	strand	TYPE	Enrichment	Treatment
OK80_INP	300	WBGene00195914	4336241	4336541	X	-	DOG	INP	OK
OK80_INP	300	WBGene00002980	6346660	6346960	II	-	DOG	INP	OK
OK80_INP	300	WBGene00022211	150063	150363	X	-	DOG	INP	OK
OK80_INP	300	WBGene00003783	10951579	10951879	II	-	DOG	INP	OK
OK80_INP	300	WBGene00015989	7678993	7679293	III	-	DOG	INP	OK
OK80_INP	300	WBGene00020456	944495	944795	III	-	DOG	INP	OK
OK80_INP	300	WBGene00012472	11974890	11975190	II	-	DOG	INP	OK
OK80_INP	200	WBGene00007124	20472822	20473022	V	-	DOG	INP	OK
OK80_INP	200	WBGene00014843	13886169	13886369	X	-	DOG	INP	OK
OK80_INP	200	WBGene00017037	341782	341982	II	-	DOG	INP	OK
OK80_INP	200	WBGene00045212	5109875	5110075	I	-	DOG	INP	OK
OK80_INP	200	WBGene00044949	10370877	10371077	X	-	DOG	INP	OK
OK80_INP	200	WBGene00007352	10559818	10560018	II	-	DOG	INP	OK
OK80_INP	200	WBGene00219420	11146707	11146907	V	-	DOG	INP	OK
OK80_INP	200	WBGene00011212	18259070	18259270	V	-	DOG	INP	OK
OK80_INP	200	WBGene00021317	5352641	5352841	III	-	DOG	INP	OK
OK80_INP	200	WBGene00007952	10521792	10521992	V	-	DOG	INP	OK
OK80_INP	200	WBGene00019590	2290696	2290896	II	-	DOG	INP	OK
OK80_INP	200	WBGene00018199	3306180	3306380	II	-	DOG	INP	OK
OK80_INP	200	WBGene00271415	4659513	4659713	II	-	DOG	INP	OK
OK80_INP	200	WBGene00002015	9087093	9087293	V	-	DOG	INP	OK
OK80_INP	200	WBGene00219803	10574451	10574651	II	-	DOG	INP	OK
OK80_INP	200	WBGene00021534	6123984	6124184	III	-	DOG	INP	OK
OK80_INP	200	WBGene00010989	10932541	10932741	II	-	DOG	INP	OK
OK80_INP	200	WBGene00020865	9074584	9074784	V	-	DOG	INP	OK
OK80_INP	200	WBGene00009691	11756906	11757106	II	-	DOG	INP	OK
OK80_INP	200	WBGene00001895	8891683	8891883	V	-	DOG	INP	OK
OK80_INP	200	WBGene00219918	5453164	5453364	I	-	DOG	INP	OK
OK80_INP	200	WBGene00002044	4696752	4696952	X	-	DOG	INP	OK
OK80_INP	200	WBGene00021560	4169920	4170120	V	-	DOG	INP	OK
OK80_INP	200	WBGene00219673	5424985	5425185	V	-	DOG	INP	OK
OK80_INP	200	WBGene00001925	8849588	8849788	V	-	DOG	INP	OK
OK80_INP	200	WBGene00012366	13806801	13806917	I	-	DOG	INP	OK
OK80_INP	200	WBGene00220147	13370485	13370685	I	-	DOG	INP	OK
OK80_INP	200	WBGene00006958	11924585	11924785	I	-	DOG	INP	OK
OK80_INP	200	WBGene00006856	14485424	14485624	II	-	DOG	INP	OK
OK80_INP	200	WBGene00044452	6727955	6728155	III	-	DOG	INP	OK
OK80_INP	200	WBGene00021238	1988046	1988246	I	-	DOG	INP	OK
OK80_INP	200	WBGene00174712	17262685	17262885	IV	-	DOG	INP	OK
OK80_INP	200	WBGene00168188	16839511	16839711	IV	-	DOG	INP	OK
OK80_INP	200	WBGene00012362	10711527	10711724	III	-	DOG	INP	OK
OK80_INP	200	WBGene00044632	15521288	15521488	IV	-	DOG	INP	OK
OK80_INP	200	WBGene00003281	11027393	11027593	IV	-	DOG	INP	OK
OK80_INP	200	WBGene00044977	10629231	10629431	IV	-	DOG	INP	OK
OK80_INP	200	WBGene00006527	10492871	10493071	IV	-	DOG	INP	OK
OK80_INP	200	WBGene00008149	9995272	9995472	IV	-	DOG	INP	OK
OK80_INP	200	WBGene00011747	9774363	9774563	IV	-	DOG	INP	OK
OK80_INP	200	WBGene00235276	8393259	8393459	IV	-	DOG	INP	OK
OK80_INP	200	WBGene00000996	7551350	7551550	IV	-	DOG	INP	OK
